parameter,mean,sd,q05,q95,rhat,ess
"mu_y[1624,1]",0.221,0.154,-0.031,0.475,1,8069
"mu_y[1625,1]",0.344,0.162,0.08,0.61,1,7779
"mu_y[1626,1]",0.47,0.181,0.181,0.769,1,7854
"mu_y[1627,1]",0.723,0.243,0.323,1.123,1,8016
"mu_y[1628,1]",-0.019,0.238,-0.409,0.374,1.001,8382
"mu_y[1629,1]",0.045,0.25,-0.364,0.461,1,8410
"mu_y[1630,1]",0.05,0.176,-0.238,0.341,1,7866
"mu_y[1631,1]",0.139,0.157,-0.119,0.397,1,7997
"mu_y[1632,1]",0.205,0.154,-0.047,0.457,1,8132
"mu_y[1633,1]",0.294,0.165,0.022,0.562,1,8267
"mu_y[1634,1]",0.363,0.183,0.059,0.659,1.001,8315
"mu_y[1635,1]",0.515,0.245,0.11,0.913,1.001,8289
"mu_y[1636,1]",-0.722,0.179,-1.02,-0.43,1,8143
"mu_y[1637,1]",-0.792,0.16,-1.061,-0.529,1,8173
"mu_y[1638,1]",-0.862,0.154,-1.119,-0.607,1,8119
"mu_y[1639,1]",-0.933,0.162,-1.205,-0.666,1,7929
"mu_y[1640,1]",-1.006,0.183,-1.311,-0.707,1,7840
"mu_y[1641,1]",-1.149,0.248,-1.566,-0.743,1,7844
"mu_y[1642,1]",-0.244,0.185,-0.551,0.057,1,7854
"mu_y[1643,1]",-0.175,0.18,-0.473,0.119,1,8406
"mu_y[1644,1]",-0.109,0.197,-0.437,0.21,1,8766
"mu_y[1645,1]",-0.036,0.234,-0.422,0.345,1,8751
"mu_y[1646,1]",-0.302,0.211,-0.647,0.049,1,8417
"mu_y[1647,1]",-0.28,0.216,-0.628,0.074,1,8632
"mu_y[1648,1]",-0.257,0.281,-0.722,0.203,1,8657
"mu_y[1649,1]",0.498,0.235,0.119,0.886,1,8887
"mu_y[1650,1]",0.747,0.279,0.292,1.212,1,8438
"mu_y[1651,1]",-0.022,0.202,-0.353,0.307,1,7651
"mu_y[1652,1]",0.094,0.207,-0.245,0.438,1,8150
"mu_y[1653,1]",0.209,0.238,-0.182,0.603,1,8379
"mu_y[1654,1]",0.183,0.178,-0.104,0.477,1,7883
"mu_y[1655,1]",0.344,0.156,0.089,0.604,1,7942
"mu_y[1656,1]",0.46,0.153,0.211,0.713,1,7956
"mu_y[1657,1]",0.553,0.159,0.292,0.813,1,7976
"mu_y[1658,1]",0.685,0.179,0.388,0.981,1,7973
"mu_y[1659,1]",0.948,0.245,0.546,1.349,1,7474
"mu_y[1660,1]",0.058,0.178,-0.234,0.352,1,7948
"mu_y[1661,1]",0.253,0.159,-0.008,0.509,1,8190
"mu_y[1662,1]",0.432,0.153,0.183,0.681,1,8272
"mu_y[1663,1]",0.613,0.16,0.35,0.877,1,8150
"mu_y[1664,1]",0.814,0.182,0.518,1.113,1,7917
"mu_y[1665,1]",1.176,0.243,0.775,1.574,1,7570
"mu_y[1666,1]",0.26,0.176,-0.027,0.55,1,8295
"mu_y[1667,1]",0.462,0.155,0.206,0.718,1,8451
"mu_y[1668,1]",0.618,0.151,0.37,0.865,1,8408
"mu_y[1669,1]",0.792,0.159,0.527,1.052,1,8296
"mu_y[1670,1]",0.961,0.178,0.664,1.255,1,8202
"mu_y[1671,1]",1.315,0.241,0.915,1.714,1,7850
"mu_y[1672,1]",-0.305,0.178,-0.596,-0.009,1.001,8048
"mu_y[1673,1]",-0.249,0.161,-0.515,0.016,1.001,8162
"mu_y[1674,1]",-0.182,0.154,-0.436,0.07,1,8367
"mu_y[1675,1]",-0.122,0.164,-0.385,0.15,1,8084
"mu_y[1676,1]",-0.07,0.182,-0.365,0.232,1,7941
"mu_y[1677,1]",0.047,0.244,-0.349,0.449,1,7949
"mu_y[1678,1]",0.361,0.185,0.055,0.668,1,8329
"mu_y[1679,1]",0.587,0.168,0.314,0.863,1,8476
"mu_y[1680,1]",0.768,0.171,0.484,1.046,1,8534
"mu_y[1681,1]",0.986,0.196,0.668,1.306,1,8520
"mu_y[1682,1]",1.163,0.227,0.792,1.537,1,8472
"mu_y[1683,1]",0.106,0.201,-0.221,0.445,1,8812
"mu_y[1684,1]",0.229,0.211,-0.115,0.581,1,8666
"mu_y[1685,1]",0.336,0.241,-0.06,0.735,1,8535
"mu_y[1686,1]",0.659,0.235,0.276,1.047,1,8953
"mu_y[1687,1]",1.031,0.282,0.563,1.489,1,9130
"mu_y[1688,1]",-0.653,0.202,-0.995,-0.327,1,7154
"mu_y[1689,1]",-0.642,0.18,-0.939,-0.348,1,8375
"mu_y[1690,1]",-0.636,0.189,-0.95,-0.327,1,8459
"mu_y[1691,1]",-0.619,0.277,-1.07,-0.163,1,7397
"mu_y[1692,1]",-0.59,0.181,-0.887,-0.293,1,8157
"mu_y[1693,1]",-0.598,0.165,-0.867,-0.327,1,8144
"mu_y[1694,1]",-0.604,0.166,-0.88,-0.324,1,8151
"mu_y[1695,1]",-0.612,0.184,-0.919,-0.313,1,8213
"mu_y[1696,1]",-0.627,0.252,-1.041,-0.219,1.001,8289
"mu_y[1697,1]",0.119,0.234,-0.266,0.504,1,8973
"mu_y[1698,1]",0.165,0.258,-0.259,0.588,1,8816
"mu_y[1699,1]",-0.006,0.186,-0.311,0.299,1,7996
"mu_y[1700,1]",-0.011,0.171,-0.289,0.27,1,7993
"mu_y[1701,1]",-0.024,0.173,-0.309,0.263,1,7902
"mu_y[1702,1]",-0.03,0.193,-0.348,0.288,1,7843
"mu_y[1703,1]",-0.041,0.251,-0.458,0.378,1,7770
"mu_y[1704,1]",0.424,0.203,0.092,0.755,1,8576
"mu_y[1705,1]",0.534,0.211,0.189,0.875,1.001,8604
"mu_y[1706,1]",0.636,0.24,0.238,1.028,1,8636
"mu_y[1707,1]",0.179,0.179,-0.12,0.475,1,7538
"mu_y[1708,1]",0.272,0.166,-0.002,0.549,1,7811
"mu_y[1709,1]",0.369,0.171,0.087,0.652,1,7779
"mu_y[1710,1]",0.467,0.195,0.15,0.789,1,7781
"mu_y[1711,1]",0.561,0.23,0.187,0.946,1,7778
"mu_y[1712,1]",0.117,0.235,-0.269,0.505,1,9084
"mu_y[1713,1]",0.162,0.26,-0.265,0.596,1,9081
"mu_y[1714,1]",0.406,0.191,0.089,0.722,1.001,7982
"mu_y[1715,1]",0.558,0.181,0.259,0.858,1.001,8086
"mu_y[1716,1]",0.724,0.19,0.414,1.041,1,7970
"mu_y[1717,1]",1.105,0.267,0.662,1.545,1,7790
"mu_y[1718,1]",-0.178,0.189,-0.489,0.135,1,7717
"mu_y[1719,1]",-0.028,0.182,-0.325,0.275,1,8092
"mu_y[1720,1]",0.122,0.2,-0.209,0.455,1,8258
"mu_y[1721,1]",0.25,0.232,-0.134,0.63,1.001,8156
"mu_y[1722,1]",-0.13,0.189,-0.439,0.183,1.001,8079
"mu_y[1723,1]",-0.065,0.183,-0.37,0.243,1.001,8136
"mu_y[1724,1]",0.001,0.199,-0.327,0.327,1,8157
"mu_y[1725,1]",0.069,0.234,-0.317,0.444,1,8191
"mu_y[1726,1]",-0.181,0.222,-0.541,0.182,1,7032
"mu_y[1727,1]",-0.185,0.234,-0.576,0.191,1,8075
"mu_y[1728,1]",-0.186,0.265,-0.629,0.243,1,7810
"mu_y[1729,1]",-0.268,0.205,-0.604,0.073,1.001,8791
"mu_y[1730,1]",-0.213,0.215,-0.564,0.142,1,8469
"mu_y[1731,1]",-0.165,0.245,-0.57,0.236,1,8120
"mu_y[1732,1]",-0.139,0.199,-0.47,0.19,1,8410
"mu_y[1733,1]",-0.054,0.18,-0.352,0.242,1,8422
"mu_y[1734,1]",0.031,0.206,-0.31,0.373,1,8087
"mu_y[1735,1]",0.116,0.267,-0.321,0.56,1,7827
"mu_y[1736,1]",-0.705,0.236,-1.091,-0.316,1,8812
"mu_y[1737,1]",-0.719,0.26,-1.148,-0.297,1,8798
"mu_y[1738,1]",0.802,0.237,0.414,1.198,1,8879
"mu_y[1739,1]",0.916,0.258,0.486,1.345,1,8958
"mu_y[1740,1]",-0.247,0.202,-0.582,0.083,1,8547
"mu_y[1741,1]",-0.201,0.21,-0.545,0.143,1,8660
"mu_y[1742,1]",-0.162,0.238,-0.552,0.232,1,8664
"mu_y[1743,1]",-0.813,0.188,-1.124,-0.509,1,6521
"mu_y[1744,1]",-0.725,0.165,-1,-0.453,1.001,7330
"mu_y[1745,1]",-0.629,0.155,-0.883,-0.374,1.001,8171
"mu_y[1746,1]",-0.531,0.161,-0.793,-0.266,1,8364
"mu_y[1747,1]",-0.439,0.182,-0.734,-0.139,1,8163
"mu_y[1748,1]",-0.243,0.254,-0.66,0.188,1,6548
"mu_y[1749,1]",-0.118,0.197,-0.445,0.207,1,7418
"mu_y[1750,1]",-0.103,0.176,-0.398,0.186,1,7520
"mu_y[1751,1]",-0.087,0.201,-0.42,0.243,1,7545
"mu_y[1752,1]",-0.07,0.263,-0.501,0.359,1,7509
"mu_y[1753,1]",-0.284,0.193,-0.604,0.029,1,7294
"mu_y[1754,1]",-0.219,0.164,-0.487,0.054,1,8008
"mu_y[1755,1]",-0.188,0.169,-0.465,0.092,1,7992
"mu_y[1756,1]",-0.156,0.187,-0.462,0.148,1.001,7923
"mu_y[1757,1]",-0.091,0.248,-0.494,0.315,1,7742
"mu_y[1758,1]",0.22,0.184,-0.077,0.525,1,7557
"mu_y[1759,1]",0.285,0.181,-0.009,0.582,1,8278
"mu_y[1760,1]",0.359,0.198,0.034,0.678,1,8472
"mu_y[1761,1]",0.426,0.228,0.05,0.793,1,8514
"mu_y[1762,1]",0.185,0.201,-0.145,0.522,1,8142
"mu_y[1763,1]",0.446,0.179,0.155,0.747,1,8233
"mu_y[1764,1]",0.739,0.204,0.404,1.077,1,8237
"mu_y[1765,1]",1.022,0.263,0.592,1.453,1.001,8206
"mu_y[1766,1]",-0.219,0.235,-0.607,0.163,1,8997
"mu_y[1767,1]",-0.165,0.256,-0.581,0.255,1,8926
"mu_y[1768,1]",0.273,0.181,-0.019,0.569,1,8265
"mu_y[1769,1]",0.405,0.167,0.135,0.683,1,8270
"mu_y[1770,1]",0.554,0.17,0.275,0.838,1,8367
"mu_y[1771,1]",0.702,0.192,0.388,1.022,1,8496
"mu_y[1772,1]",0.844,0.226,0.477,1.22,1,8599
"mu_y[1773,1]",0.413,0.201,0.081,0.743,1,7810
"mu_y[1774,1]",0.566,0.188,0.254,0.878,1,8089
"mu_y[1775,1]",0.639,0.206,0.304,0.979,1,8310
"mu_y[1776,1]",0.72,0.239,0.331,1.118,1,8287
"mu_y[1777,1]",0.032,0.202,-0.296,0.365,1,8678
"mu_y[1778,1]",0.09,0.207,-0.25,0.428,1,8696
"mu_y[1779,1]",0.177,0.245,-0.228,0.58,1.001,8729
"mu_y[1780,1]",0.601,0.195,0.278,0.917,1,7814
"mu_y[1781,1]",0.817,0.181,0.519,1.112,1,8396
"mu_y[1782,1]",1.253,0.212,0.907,1.604,1,8282
"mu_y[1783,1]",1.456,0.246,1.055,1.864,1,8240
"mu_y[1784,1]",-0.142,0.194,-0.46,0.173,1,7532
"mu_y[1785,1]",-0.004,0.182,-0.298,0.294,1,8004
"mu_y[1786,1]",0.113,0.186,-0.189,0.419,1,8240
"mu_y[1787,1]",0.497,0.28,0.043,0.956,1,7492
"mu_y[1788,1]",-0.442,0.194,-0.772,-0.133,1,5383
"mu_y[1789,1]",-0.332,0.172,-0.623,-0.054,1,7747
"mu_y[1790,1]",-0.23,0.172,-0.513,0.051,1,8264
"mu_y[1791,1]",-0.118,0.196,-0.439,0.209,1,8237
"mu_y[1792,1]",-0.017,0.233,-0.395,0.371,1,7069
"mu_y[1793,1]",-0.655,0.191,-0.963,-0.337,1,6898
"mu_y[1794,1]",-0.732,0.172,-1.01,-0.446,1,7089
"mu_y[1795,1]",-0.885,0.174,-1.174,-0.597,1,7690
"mu_y[1796,1]",-0.955,0.192,-1.27,-0.636,1,7937
"mu_y[1797,1]",-1.107,0.256,-1.534,-0.683,1,8100
"mu_y[1798,1]",-0.309,0.18,-0.607,-0.015,1.001,7778
"mu_y[1799,1]",-0.171,0.16,-0.433,0.095,1.001,8058
"mu_y[1800,1]",-0.041,0.154,-0.291,0.212,1.001,8154
"mu_y[1801,1]",0.104,0.162,-0.16,0.367,1.001,8206
"mu_y[1802,1]",0.236,0.18,-0.057,0.529,1,8183
"mu_y[1803,1]",0.521,0.246,0.112,0.92,1,7738
"mu_y[1804,1]",-0.896,0.237,-1.285,-0.513,1,9060
"mu_y[1805,1]",-0.999,0.281,-1.458,-0.533,1,8516
"mu_y[1806,1]",-0.162,0.214,-0.512,0.184,1,7421
"mu_y[1807,1]",-0.051,0.207,-0.388,0.286,1,7211
"mu_y[1808,1]",0.183,0.308,-0.321,0.683,1.001,7262
"mu_y[1809,1]",-0.088,0.181,-0.387,0.206,1,7650
"mu_y[1810,1]",-0.111,0.166,-0.385,0.161,1,7616
"mu_y[1811,1]",-0.129,0.169,-0.405,0.153,1,7773
"mu_y[1812,1]",-0.156,0.196,-0.472,0.165,1,7889
"mu_y[1813,1]",-0.177,0.229,-0.55,0.194,1,7902
"mu_y[1814,1]",-0.53,0.177,-0.825,-0.245,1,7543
"mu_y[1815,1]",-0.535,0.159,-0.797,-0.277,1,7820
"mu_y[1816,1]",-0.54,0.153,-0.788,-0.29,1,8227
"mu_y[1817,1]",-0.545,0.161,-0.808,-0.279,1,8483
"mu_y[1818,1]",-0.55,0.182,-0.848,-0.246,1,8534
"mu_y[1819,1]",-0.56,0.246,-0.967,-0.153,1,8213
"mu_y[1820,1]",0.26,0.202,-0.074,0.587,1,8135
"mu_y[1821,1]",0.344,0.214,-0.006,0.693,1,8144
"mu_y[1822,1]",0.425,0.245,0.018,0.831,1,8063
"mu_y[1823,1]",0.623,0.184,0.323,0.925,1,7683
"mu_y[1824,1]",0.763,0.167,0.49,1.038,1,7786
"mu_y[1825,1]",0.89,0.164,0.626,1.16,1,7837
"mu_y[1826,1]",1.153,0.195,0.837,1.472,1,7772
"mu_y[1827,1]",1.403,0.256,0.989,1.825,1,7589
"mu_y[1828,1]",-0.094,0.205,-0.433,0.243,1,8163
"mu_y[1829,1]",0.097,0.218,-0.261,0.456,1,8186
"mu_y[1830,1]",0.188,0.25,-0.225,0.602,1,8193
"mu_y[1831,1]",-0.396,0.204,-0.732,-0.055,1,8198
"mu_y[1832,1]",-0.481,0.211,-0.821,-0.137,1,8311
"mu_y[1833,1]",-0.564,0.242,-0.959,-0.167,1,8384
"mu_y[1834,1]",-0.026,0.176,-0.309,0.266,1,7521
"mu_y[1835,1]",0.006,0.16,-0.251,0.275,1,8093
"mu_y[1836,1]",0.042,0.155,-0.208,0.298,1,8150
"mu_y[1837,1]",0.073,0.163,-0.192,0.344,1,8142
"mu_y[1838,1]",0.108,0.184,-0.192,0.412,1,8150
"mu_y[1839,1]",0.174,0.245,-0.23,0.574,1,7770
"mu_y[1840,1]",-0.234,0.187,-0.538,0.07,1,7874
"mu_y[1841,1]",-0.215,0.177,-0.506,0.073,1,7873
"mu_y[1842,1]",-0.18,0.208,-0.525,0.158,1,7930
"mu_y[1843,1]",-0.163,0.241,-0.559,0.227,1,7980
"mu_y[1844,1]",0.465,0.204,0.129,0.799,1.001,8729
"mu_y[1845,1]",0.607,0.212,0.262,0.958,1.001,8845
"mu_y[1846,1]",0.762,0.247,0.359,1.175,1,7937
"mu_y[1847,1]",0.514,0.235,0.126,0.902,1,9179
"mu_y[1848,1]",0.67,0.258,0.243,1.1,1,9092
"mu_y[1849,1]",-0.009,0.204,-0.343,0.332,1,8663
"mu_y[1850,1]",0.087,0.212,-0.255,0.44,1,8853
"mu_y[1851,1]",0.169,0.239,-0.22,0.56,1,8849
"mu_y[1852,1]",0.487,0.24,0.097,0.876,1,8858
"mu_y[1853,1]",0.533,0.269,0.088,0.98,1,8915
"mu_y[1854,1]",0.505,0.24,0.113,0.899,1,8241
"mu_y[1855,1]",0.66,0.266,0.227,1.092,1,8381
"mu_y[1856,1]",-0.94,0.239,-1.33,-0.539,1,8956
"mu_y[1857,1]",-0.978,0.263,-1.405,-0.542,1,9010
"mu_y[1858,1]",-0.754,0.218,-1.108,-0.389,1,7591
"mu_y[1859,1]",-1.054,0.233,-1.434,-0.673,1.001,7992
"mu_y[1860,1]",-1.144,0.264,-1.575,-0.71,1.001,7955
"mu_y[1861,1]",0.807,0.206,0.467,1.146,1.001,8550
"mu_y[1862,1]",1.073,0.205,0.738,1.413,1,8666
"mu_y[1863,1]",1.608,0.265,1.181,2.05,1,8871
"mu_y[1864,1]",-0.383,0.235,-0.768,-0.002,1,9059
"mu_y[1865,1]",-0.418,0.315,-0.937,0.103,1,8855
"mu_y[1866,1]",-0.058,0.209,-0.407,0.278,1.001,8591
"mu_y[1867,1]",0.066,0.212,-0.28,0.413,1,8160
"mu_y[1868,1]",0.198,0.274,-0.25,0.646,1,7994
"mu_y[1869,1]",0.148,0.204,-0.187,0.483,1,8815
"mu_y[1870,1]",0.301,0.213,-0.046,0.649,1,8929
"mu_y[1871,1]",0.435,0.242,0.04,0.836,1,8967
"mu_y[1872,1]",-0.379,0.189,-0.683,-0.07,1,7872
"mu_y[1873,1]",-0.393,0.185,-0.695,-0.086,1,7746
"mu_y[1874,1]",-0.404,0.198,-0.727,-0.073,1,7785
"mu_y[1875,1]",-0.417,0.231,-0.79,-0.037,1,7889
"mu_y[1876,1]",-0.339,0.187,-0.646,-0.028,1.001,8289
"mu_y[1877,1]",-0.296,0.186,-0.598,0.013,1.001,8618
"mu_y[1878,1]",-0.254,0.204,-0.59,0.086,1.001,8661
"mu_y[1879,1]",-0.21,0.237,-0.602,0.183,1,8608
"mu_y[1880,1]",-0.526,0.189,-0.833,-0.213,1,6913
"mu_y[1881,1]",-0.511,0.17,-0.789,-0.232,1,7807
"mu_y[1882,1]",-0.496,0.172,-0.779,-0.213,1,8023
"mu_y[1883,1]",-0.481,0.193,-0.797,-0.166,1,7919
"mu_y[1884,1]",-0.466,0.229,-0.839,-0.099,1,7711
"mu_y[1885,1]",-0.646,0.178,-0.945,-0.349,1,8293
"mu_y[1886,1]",-0.703,0.157,-0.966,-0.446,1,8178
"mu_y[1887,1]",-0.746,0.153,-1.001,-0.497,1.001,8035
"mu_y[1888,1]",-0.808,0.167,-1.084,-0.53,1.001,7833
"mu_y[1889,1]",-0.835,0.179,-1.129,-0.538,1,7804
"mu_y[1890,1]",-0.929,0.24,-1.327,-0.535,1,7613
"mu_y[1891,1]",-0.242,0.181,-0.541,0.05,1,7453
"mu_y[1892,1]",-0.074,0.16,-0.337,0.187,1,7777
"mu_y[1893,1]",0.11,0.152,-0.14,0.358,1,8060
"mu_y[1894,1]",0.285,0.159,0.021,0.547,1,8279
"mu_y[1895,1]",0.478,0.182,0.181,0.783,1,7987
"mu_y[1896,1]",0.795,0.242,0.406,1.199,1,6943
"mu_y[1897,1]",0.47,0.233,0.088,0.856,1,8674
"mu_y[1898,1]",0.627,0.256,0.201,1.05,1,8680
"mu_y[1899,1]",0.061,0.243,-0.343,0.454,1,8163
"mu_y[1900,1]",0.176,0.272,-0.277,0.613,1,8200
"mu_y[1901,1]",0.68,0.181,0.386,0.98,1,7979
"mu_y[1902,1]",0.838,0.168,0.563,1.115,1.001,7955
"mu_y[1903,1]",1.007,0.173,0.717,1.29,1,8007
"mu_y[1904,1]",1.171,0.197,0.843,1.488,1,8073
"mu_y[1905,1]",1.34,0.233,0.954,1.719,1,8100
"mu_y[1906,1]",0.345,0.191,0.027,0.658,1,8414
"mu_y[1907,1]",0.583,0.183,0.283,0.884,1,8729
"mu_y[1908,1]",0.802,0.199,0.48,1.127,1,8499
"mu_y[1909,1]",1.051,0.239,0.668,1.444,1,7878
"mu_y[1910,1]",-0.717,0.241,-1.114,-0.322,1,8566
"mu_y[1911,1]",-0.861,0.295,-1.347,-0.378,1,8732
"mu_y[1912,1]",-0.686,0.205,-1.024,-0.356,1,8607
"mu_y[1913,1]",-0.646,0.21,-0.992,-0.301,1,8764
"mu_y[1914,1]",-0.603,0.242,-0.995,-0.203,1.001,8729
"mu_y[1915,1]",-0.716,0.19,-1.027,-0.406,1,7995
"mu_y[1916,1]",-0.777,0.181,-1.079,-0.484,1,7834
"mu_y[1917,1]",-0.841,0.192,-1.158,-0.532,1,7669
"mu_y[1918,1]",-0.965,0.26,-1.398,-0.545,1,7538
"mu_y[1919,1]",0.414,0.206,0.082,0.753,1,8810
"mu_y[1920,1]",0.577,0.211,0.232,0.925,1,8702
"mu_y[1921,1]",0.747,0.242,0.339,1.14,1,8640
"mu_y[1922,1]",-0.64,0.239,-1.035,-0.248,1.001,8400
"mu_y[1923,1]",-0.658,0.295,-1.147,-0.169,1,8188
"mu_y[1924,1]",-0.506,0.179,-0.799,-0.213,1,7953
"mu_y[1925,1]",-0.541,0.161,-0.809,-0.276,1,8088
"mu_y[1926,1]",-0.576,0.155,-0.834,-0.319,1,8279
"mu_y[1927,1]",-0.614,0.163,-0.884,-0.35,1,8286
"mu_y[1928,1]",-0.647,0.179,-0.945,-0.353,1,8425
"mu_y[1929,1]",-0.736,0.256,-1.16,-0.315,1,8308
"mu_y[1930,1]",0.107,0.181,-0.192,0.4,1,7346
"mu_y[1931,1]",0.145,0.167,-0.132,0.418,1,8316
"mu_y[1932,1]",0.182,0.168,-0.094,0.458,1,8540
"mu_y[1933,1]",0.22,0.183,-0.08,0.522,1,8571
"mu_y[1934,1]",0.301,0.249,-0.112,0.71,1,8249
"mu_y[1935,1]",-0.515,0.188,-0.825,-0.204,1,8714
"mu_y[1936,1]",-0.587,0.181,-0.885,-0.291,1,8535
"mu_y[1937,1]",-0.678,0.2,-1.005,-0.35,1,8274
"mu_y[1938,1]",-0.769,0.242,-1.168,-0.368,1,8131
"mu_y[1939,1]",0.642,0.211,0.294,0.991,1,7463
"mu_y[1940,1]",1.114,0.213,0.761,1.472,1,7797
"mu_y[1941,1]",1.604,0.279,1.149,2.069,1,7744
"mu_y[1942,1]",0.509,0.205,0.175,0.852,1,8744
"mu_y[1943,1]",0.653,0.21,0.305,0.996,1,8757
"mu_y[1944,1]",0.814,0.244,0.416,1.214,1,8664
"mu_y[1945,1]",-0.136,0.206,-0.471,0.2,1,8374
"mu_y[1946,1]",-0.086,0.213,-0.434,0.266,1,8450
"mu_y[1947,1]",-0.042,0.241,-0.429,0.366,1,8484
"mu_y[1948,1]",-0.542,0.187,-0.854,-0.238,1,7766
"mu_y[1949,1]",-0.63,0.184,-0.935,-0.327,1,8162
"mu_y[1950,1]",-0.725,0.206,-1.065,-0.386,1,8196
"mu_y[1951,1]",-0.805,0.238,-1.202,-0.413,1,8022
"mu_y[1952,1]",-0.689,0.178,-0.98,-0.401,1,8104
"mu_y[1953,1]",-0.81,0.158,-1.072,-0.555,1,8120
"mu_y[1954,1]",-0.912,0.152,-1.164,-0.665,1,8124
"mu_y[1955,1]",-1.021,0.159,-1.283,-0.76,1,7963
"mu_y[1956,1]",-1.138,0.18,-1.432,-0.84,1,7604
"mu_y[1957,1]",-1.36,0.243,-1.762,-0.959,1,7476
"mu_y[1958,1]",-0.473,0.185,-0.773,-0.159,1,7529
"mu_y[1959,1]",-0.607,0.159,-0.867,-0.342,1,7739
"mu_y[1960,1]",-0.701,0.152,-0.95,-0.452,1,7875
"mu_y[1961,1]",-0.817,0.157,-1.077,-0.561,1,7949
"mu_y[1962,1]",-0.987,0.189,-1.301,-0.683,1,7916
"mu_y[1963,1]",-1.16,0.24,-1.565,-0.77,1.001,7808
"mu_y[1964,1]",0.168,0.19,-0.141,0.49,1,8373
"mu_y[1965,1]",0.173,0.18,-0.121,0.468,1,8615
"mu_y[1966,1]",0.179,0.185,-0.126,0.479,1,8789
"mu_y[1967,1]",0.195,0.277,-0.266,0.648,1,8495
"mu_y[1968,1]",0.898,0.206,0.561,1.236,1,8343
"mu_y[1969,1]",1.13,0.21,0.786,1.475,1,8359
"mu_y[1970,1]",1.399,0.242,1.004,1.803,1,8451
"mu_y[1971,1]",-0.362,0.186,-0.665,-0.051,1,6891
"mu_y[1972,1]",-0.444,0.17,-0.721,-0.163,1,7285
"mu_y[1973,1]",-0.529,0.168,-0.801,-0.25,1,7731
"mu_y[1974,1]",-0.61,0.181,-0.902,-0.313,1,8087
"mu_y[1975,1]",-0.849,0.273,-1.305,-0.404,1,7992
"mu_y[1976,1]",-0.066,0.232,-0.444,0.317,1,8090
"mu_y[1977,1]",0.014,0.256,-0.403,0.431,1,7999
"mu_y[1978,1]",-0.396,0.174,-0.679,-0.105,1,8373
"mu_y[1979,1]",-0.407,0.157,-0.66,-0.144,1,8446
"mu_y[1980,1]",-0.417,0.151,-0.666,-0.165,1,8507
"mu_y[1981,1]",-0.428,0.159,-0.69,-0.161,1,8615
"mu_y[1982,1]",-0.439,0.18,-0.735,-0.141,1,8554
"mu_y[1983,1]",-0.46,0.241,-0.854,-0.064,1,8442
"mu_y[1984,1]",-0.457,0.178,-0.747,-0.163,1,7954
"mu_y[1985,1]",-0.503,0.16,-0.764,-0.239,1,7991
"mu_y[1986,1]",-0.552,0.155,-0.808,-0.295,1,8003
"mu_y[1987,1]",-0.603,0.165,-0.874,-0.332,1,7976
"mu_y[1988,1]",-0.649,0.185,-0.952,-0.345,1,7920
"mu_y[1989,1]",-0.743,0.249,-1.152,-0.335,1,7715
"mu_y[1990,1]",-0.079,0.205,-0.413,0.256,1,8329
"mu_y[1991,1]",0.001,0.212,-0.351,0.349,1,8293
"mu_y[1992,1]",0.085,0.244,-0.325,0.494,1,8277
"mu_y[1993,1]",-0.142,0.201,-0.477,0.187,1,8546
"mu_y[1994,1]",-0.065,0.208,-0.407,0.273,1,8815
"mu_y[1995,1]",0.012,0.238,-0.381,0.401,1,8724
"mu_y[1996,1]",0.035,0.203,-0.301,0.366,1,8283
"mu_y[1997,1]",0.124,0.204,-0.21,0.458,1,8289
"mu_y[1998,1]",0.301,0.264,-0.135,0.737,1,8004
"mu_y[1999,1]",-0.27,0.195,-0.587,0.053,1,8018
"mu_y[2000,1]",-0.304,0.168,-0.58,-0.029,1,8071
"mu_y[2001,1]",-0.321,0.173,-0.609,-0.03,1,8029
"mu_y[2002,1]",-0.338,0.191,-0.649,-0.018,1,7965
"mu_y[2003,1]",-0.37,0.249,-0.782,0.032,1,7949
"mu_y[2004,1]",-0.436,0.205,-0.775,-0.096,1,8089
"mu_y[2005,1]",-0.441,0.211,-0.786,-0.093,1.001,8196
"mu_y[2006,1]",-0.448,0.246,-0.851,-0.041,1.001,8399
"mu_y[2007,1]",0.538,0.235,0.143,0.928,1,8543
"mu_y[2008,1]",0.654,0.259,0.224,1.075,1,8687
"mu_y[2009,1]",0.13,0.233,-0.256,0.518,1,8648
"mu_y[2010,1]",0.256,0.262,-0.173,0.687,1,8745
"mu_y[2011,1]",0.199,0.204,-0.135,0.533,1,8857
"mu_y[2012,1]",0.287,0.21,-0.057,0.631,1,9168
"mu_y[2013,1]",0.382,0.241,-0.01,0.78,1,9136
"mu_y[2014,1]",0.612,0.233,0.232,0.993,1,9048
"mu_y[2015,1]",0.803,0.255,0.383,1.225,1,9097
"mu_y[2016,1]",0.03,0.204,-0.308,0.365,1,8369
"mu_y[2017,1]",0.084,0.215,-0.27,0.442,1,8311
"mu_y[2018,1]",0.12,0.241,-0.273,0.518,1,8385
"mu_y[2019,1]",-0.487,0.205,-0.829,-0.151,1,9087
"mu_y[2020,1]",-0.509,0.209,-0.851,-0.171,1,9150
"mu_y[2021,1]",-0.54,0.251,-0.951,-0.127,1,9240
"mu_y[2022,1]",-0.387,0.2,-0.716,-0.059,1,9191
"mu_y[2023,1]",-0.378,0.207,-0.718,-0.044,1,9349
"mu_y[2024,1]",-0.369,0.246,-0.767,0.033,1,9061
