parameter,mean,sd,q05,q95,rhat,ess
"z[363,1]",1.287,0.457,0.56,2.052,1,8864
"z[364,1]",-0.24,0.526,-1.095,0.621,1,9130
"z[365,1]",-1.651,0.41,-2.321,-0.966,1,7528
"z[366,1]",0.53,0.435,-0.179,1.246,1,6953
"z[367,1]",0.082,0.4,-0.57,0.749,1,8205
"z[368,1]",-0.082,0.473,-0.852,0.693,1,8098
"z[369,1]",-1.496,0.412,-2.178,-0.836,1,7805
"z[370,1]",-0.213,0.455,-0.96,0.534,1,8516
"z[371,1]",0.128,0.418,-0.571,0.81,1,7578
"z[372,1]",0.361,0.662,-0.722,1.438,1,8544
"z[373,1]",-0.716,0.437,-1.448,0.006,1.001,7826
"z[374,1]",-0.402,0.404,-1.074,0.261,1,7360
"z[375,1]",0.118,0.414,-0.558,0.793,1,8061
"z[376,1]",0.289,0.436,-0.43,1.008,1,8110
"z[377,1]",0.778,0.436,0.055,1.486,1.001,8148
"z[378,1]",0.788,0.471,0.006,1.56,1,8788
"z[379,1]",-1.413,0.433,-2.135,-0.711,1,8079
"z[380,1]",-1.061,0.426,-1.777,-0.368,1,7888
"z[381,1]",-1.605,0.465,-2.373,-0.858,1,7391
"z[382,1]",0.307,0.407,-0.353,0.973,1,7476
"z[383,1]",0.973,0.426,0.273,1.681,1,7548
"z[384,1]",-0.272,0.446,-1.027,0.449,1,8212
"z[385,1]",-1.32,0.436,-2.054,-0.615,1,8392
"z[386,1]",-0.774,0.424,-1.467,-0.083,1.001,8134
"z[387,1]",0.394,0.41,-0.277,1.069,1,7935
"z[388,1]",1.348,0.459,0.59,2.107,1,7839
"z[389,1]",-1.411,0.413,-2.092,-0.735,1,6502
"z[390,1]",-0.864,0.42,-1.565,-0.194,1,7063
"z[391,1]",-0.494,0.436,-1.225,0.221,1,7950
"z[392,1]",-0.163,0.403,-0.819,0.511,1.001,6416
"z[393,1]",-1.999,0.408,-2.666,-1.33,1,7996
"z[394,1]",1.405,0.399,0.763,2.058,1,7612
"z[395,1]",-0.133,0.522,-0.987,0.724,1.001,9250
"z[396,1]",0.939,0.458,0.195,1.696,1,8229
"z[397,1]",0.048,0.47,-0.722,0.83,1,8691
"z[398,1]",-0.054,0.454,-0.787,0.678,1,8989
"z[399,1]",1.462,0.525,0.605,2.316,1,7930
"z[400,1]",-0.58,0.456,-1.336,0.172,1,8542
"z[401,1]",1.426,0.519,0.582,2.277,1,8621
"z[402,1]",-1.882,0.422,-2.583,-1.19,1,7964
"z[403,1]",-0.896,0.521,-1.761,-0.051,1,8677
"z[404,1]",0.602,0.466,-0.158,1.383,1,8078
"z[405,1]",-0.844,0.482,-1.626,-0.056,1,7985
"z[406,1]",0.885,0.409,0.222,1.56,1,7679
"z[407,1]",0.314,0.526,-0.55,1.179,1,8132
"z[408,1]",-0.534,0.45,-1.268,0.214,1,8816
"z[409,1]",-1.779,0.46,-2.535,-1.027,1,8567
"z[410,1]",-0.228,0.471,-0.997,0.547,1.001,8294
"z[411,1]",0.687,0.512,-0.157,1.522,1,9032
"z[412,1]",0.199,0.49,-0.592,1.011,1.001,7641
"z[413,1]",-0.598,0.519,-1.465,0.25,1,9094
"z[414,1]",0.186,0.394,-0.464,0.834,1,8033
"z[415,1]",-0.125,0.532,-0.99,0.749,1,8286
"z[416,1]",0.366,0.39,-0.269,1.009,1,7749
"z[417,1]",-1.79,0.402,-2.446,-1.126,1,7907
"z[418,1]",-0.387,0.415,-1.069,0.288,1,7572
"z[419,1]",-0.851,0.474,-1.629,-0.065,1,8318
"z[420,1]",0.977,0.522,0.127,1.853,1.001,8930
"z[421,1]",0.352,0.457,-0.404,1.095,1,7026
"z[422,1]",0.592,0.395,-0.045,1.245,1,7619
"z[423,1]",0.46,0.402,-0.192,1.114,1,8001
"z[424,1]",0.873,0.394,0.23,1.522,1,8065
"z[425,1]",-0.333,0.4,-0.989,0.326,1.001,7899
"z[426,1]",0.614,0.418,-0.065,1.303,1,8271
"z[427,1]",0.514,0.451,-0.223,1.265,1,8704
"z[428,1]",1.365,0.522,0.508,2.227,1,8561
"z[429,1]",-1.33,0.443,-2.058,-0.61,1,6958
"z[430,1]",-0.933,0.415,-1.61,-0.245,1,7838
"z[431,1]",0.291,0.525,-0.566,1.151,1,8856
"z[432,1]",0.175,0.415,-0.497,0.854,1,7894
"z[433,1]",0.764,0.458,0.025,1.503,1,8607
"z[434,1]",0.518,0.403,-0.154,1.191,1,7376
"z[435,1]",0.366,0.526,-0.504,1.237,1,8925
"z[436,1]",0.759,0.432,0.035,1.477,1,7458
"z[437,1]",-0.186,0.423,-0.891,0.512,1,7689
"z[438,1]",-0.427,0.427,-1.128,0.272,1.001,7922
"z[439,1]",-0.305,0.493,-1.099,0.505,1.001,6520
"z[440,1]",-0.221,0.465,-0.977,0.542,1,8959
"z[441,1]",-0.282,0.447,-1.02,0.451,1,8361
"z[442,1]",-1.398,0.532,-2.278,-0.517,1,8790
"z[443,1]",1.546,0.53,0.672,2.408,1,8985
"z[444,1]",-0.496,0.451,-1.236,0.246,1,8451
"z[445,1]",-1.862,0.417,-2.55,-1.179,1,6792
"z[446,1]",-0.204,0.441,-0.937,0.511,1,7392
"z[447,1]",-0.428,0.428,-1.136,0.269,1,7390
"z[448,1]",0.306,0.46,-0.439,1.072,1.001,7234
"z[449,1]",0.207,0.451,-0.541,0.96,1,8051
"z[450,1]",-0.345,0.523,-1.199,0.507,1,9027
"z[451,1]",0.863,0.404,0.214,1.523,1.001,8266
"z[452,1]",0.687,0.455,-0.06,1.434,1,7420
"z[453,1]",0.048,0.453,-0.701,0.794,1,8460
"z[454,1]",1.479,0.438,0.755,2.188,1,7584
"z[455,1]",-0.188,0.433,-0.901,0.519,1,7620
"z[456,1]",-0.88,0.428,-1.597,-0.187,1,5492
"z[457,1]",-1.505,0.435,-2.217,-0.783,1,6741
"z[458,1]",-0.518,0.398,-1.176,0.137,1,7901
"z[459,1]",-1.948,0.524,-2.823,-1.097,1,9204
"z[460,1]",-0.142,0.474,-0.921,0.624,1,7664
"z[461,1]",-0.03,0.404,-0.689,0.633,1,7796
"z[462,1]",-0.905,0.395,-1.555,-0.254,1,7518
"z[463,1]",0.125,0.48,-0.671,0.906,1,8151
"z[464,1]",1.14,0.421,0.457,1.837,1,7611
"z[465,1]",-0.019,0.457,-0.775,0.726,1,8016
"z[466,1]",-0.86,0.462,-1.616,-0.102,1,8074
"z[467,1]",-0.033,0.397,-0.684,0.631,1,7916
"z[468,1]",-0.378,0.417,-1.073,0.296,1,7941
"z[469,1]",1.046,0.461,0.288,1.802,1,8734
"z[470,1]",0.915,0.528,0.052,1.793,1,9051
"z[471,1]",0.285,0.459,-0.47,1.055,1,8581
"z[472,1]",0.947,0.529,0.079,1.826,1,8914
"z[473,1]",0.767,0.522,-0.087,1.635,1,7891
"z[474,1]",-1.839,0.531,-2.703,-0.957,1,9223
"z[475,1]",-1.433,0.482,-2.227,-0.623,1,7475
"z[476,1]",1.793,0.464,1.031,2.547,1.001,8074
"z[477,1]",-0.491,0.525,-1.357,0.361,1,8899
"z[478,1]",0.191,0.469,-0.582,0.954,1,8573
"z[479,1]",0.43,0.456,-0.316,1.181,1,8776
"z[480,1]",-0.782,0.427,-1.474,-0.084,1,7922
"z[481,1]",-0.736,0.459,-1.482,0.029,1,7770
"z[482,1]",-1.321,0.425,-2.019,-0.621,1,6835
"z[483,1]",-1.324,0.401,-1.984,-0.65,1,8155
"z[484,1]",-0.363,0.405,-1.037,0.292,1,7382
"z[485,1]",0.888,0.522,0.04,1.747,1,8650
"z[486,1]",-0.086,0.534,-0.965,0.788,1,7844
"z[487,1]",1.554,0.409,0.883,2.218,1,7736
"z[488,1]",0.776,0.433,0.053,1.485,1,8014
"z[489,1]",-1.327,0.55,-2.217,-0.419,1,8070
"z[490,1]",-1.302,0.456,-2.054,-0.562,1,8687
"z[491,1]",-1.647,0.425,-2.347,-0.963,1,7810
"z[492,1]",1.162,0.477,0.381,1.94,1,8439
"z[493,1]",-1.497,0.558,-2.415,-0.577,1.001,7377
"z[494,1]",-0.949,0.41,-1.62,-0.285,1.001,7463
"z[495,1]",0.566,0.458,-0.2,1.315,1,6733
"z[496,1]",-1.062,0.43,-1.768,-0.361,1,8324
"z[497,1]",1.627,0.47,0.852,2.399,1,7247
"z[498,1]",0.975,0.458,0.22,1.736,1,8625
"z[499,1]",-0.223,0.464,-0.97,0.532,1,8291
"z[500,1]",-0.907,0.468,-1.674,-0.13,1,6578
"z[501,1]",-1.702,0.402,-2.365,-1.046,1,8162
"z[502,1]",-0.648,0.422,-1.326,0.071,1,6960
"z[503,1]",0.378,0.43,-0.319,1.096,1,8329
"z[504,1]",2.123,0.459,1.373,2.872,1,8258
"z[505,1]",-0.587,0.419,-1.273,0.106,1,6516
"z[506,1]",0.246,0.524,-0.61,1.107,1,7659
"z[507,1]",-0.6,0.393,-1.249,0.047,1,8102
"z[508,1]",-0.806,0.398,-1.45,-0.157,1,7742
"z[509,1]",-0.196,0.463,-0.951,0.561,1.001,8310
"z[510,1]",-0.174,0.448,-0.916,0.562,1,8325
"z[511,1]",0.321,0.468,-0.437,1.091,1,8117
"z[512,1]",-0.397,0.436,-1.103,0.322,1,8048
"z[513,1]",-0.923,0.462,-1.67,-0.162,1.001,7940
"z[514,1]",1.153,0.524,0.28,2.023,1,8776
"z[515,1]",0.107,0.52,-0.753,0.96,1,8443
"z[516,1]",0.268,0.461,-0.485,1.033,1,8746
"z[517,1]",1.284,0.52,0.437,2.147,1,9120
"z[518,1]",0.093,0.462,-0.678,0.845,1,8389
"z[519,1]",-1.094,0.46,-1.851,-0.333,1,9221
"z[520,1]",-0.963,0.452,-1.711,-0.23,1,9203
"z[521,1]",-0.486,0.44,-1.205,0.233,1.001,7952
"z[522,1]",0.521,0.5,-0.305,1.353,1,8292
"z[523,1]",-1.255,0.506,-2.084,-0.417,1,8309
"z[524,1]",0.484,0.471,-0.286,1.272,1,7689
"z[525,1]",-2.114,0.525,-2.979,-1.247,1,7140
"z[526,1]",1.408,0.528,0.55,2.283,1,7176
"z[527,1]",0.23,0.445,-0.505,0.96,1,8178
"z[528,1]",0.251,0.453,-0.484,1.001,1,7096
"z[529,1]",-1.111,0.517,-1.967,-0.271,1,8218
"z[530,1]",-0.703,0.536,-1.592,0.176,1,8148
"z[531,1]",-0.512,0.499,-1.325,0.307,1,8220
"z[532,1]",-0.283,0.451,-1.031,0.457,1,7984
"z[533,1]",-1.215,0.465,-1.996,-0.463,1,7991
"z[534,1]",-0.574,0.47,-1.344,0.203,1,7000
"z[535,1]",0.643,0.476,-0.143,1.416,1,7080
"z[536,1]",-0.842,0.48,-1.625,-0.042,1,5579
"z[537,1]",0.302,0.481,-0.476,1.098,1,7128
"z[538,1]",0.576,0.495,-0.242,1.39,1,7707
"z[539,1]",1.376,0.494,0.585,2.207,1.001,7498
"z[540,1]",-0.37,0.464,-1.136,0.385,1,7851
"z[541,1]",0.715,0.469,-0.08,1.481,1,7428
"z[542,1]",0.998,0.468,0.242,1.788,1,8371
"z[543,1]",-0.306,0.526,-1.163,0.55,1,7931
"z[544,1]",-0.046,0.509,-0.877,0.787,1,7230
"z[545,1]",1.072,0.518,0.222,1.914,1,7587
"z[546,1]",-0.058,0.462,-0.822,0.699,1,7494
"z[547,1]",1.036,0.505,0.22,1.871,1.001,7746
"z[548,1]",-0.399,0.486,-1.209,0.388,1,5724
"z[549,1]",1.061,0.493,0.279,1.883,1,6619
"z[550,1]",1.148,0.537,0.281,2.041,1,8176
"z[551,1]",-0.526,0.476,-1.317,0.238,1,8244
"z[552,1]",-0.174,0.463,-0.952,0.581,1,8051
"z[553,1]",0.868,0.448,0.129,1.596,1,7647
"z[554,1]",-0.367,0.512,-1.226,0.465,1,8484
"z[555,1]",-0.219,0.462,-0.995,0.549,1.001,7587
"z[556,1]",0.821,0.453,0.08,1.57,1,7895
"z[557,1]",0.151,0.456,-0.588,0.903,1,6928
"z[558,1]",0.292,0.547,-0.619,1.164,1.001,5966
"z[559,1]",0.016,0.498,-0.8,0.847,1,7436
"z[560,1]",-0.367,0.507,-1.204,0.471,1,8503
"z[561,1]",1.526,0.514,0.672,2.35,1,6601
"z[562,1]",-0.476,0.456,-1.235,0.27,1,7622
"z[563,1]",0.672,0.454,-0.062,1.432,1,7634
"z[564,1]",1.538,0.45,0.789,2.275,1,7887
"z[565,1]",0.536,0.503,-0.291,1.362,1,8430
"z[566,1]",-0.481,0.448,-1.208,0.266,1,7946
"z[567,1]",-0.7,0.458,-1.461,0.048,1,7306
"z[568,1]",0.742,0.492,-0.066,1.558,1,5671
"z[569,1]",0.456,0.495,-0.342,1.278,1,7896
"z[570,1]",0.069,0.465,-0.691,0.84,1.001,7180
"z[571,1]",1.388,0.532,0.501,2.249,1,7409
"z[572,1]",0.599,0.495,-0.203,1.421,1,7845
"z[573,1]",-0.594,0.461,-1.356,0.167,1,7483
"z[574,1]",-1.116,0.463,-1.884,-0.353,1,8029
"z[575,1]",1.585,0.51,0.749,2.431,1.001,8154
"z[576,1]",0.556,0.488,-0.254,1.352,1,7727
"z[577,1]",-1.138,0.455,-1.902,-0.389,1,8246
"z[578,1]",1.406,0.478,0.631,2.199,1,7963
"z[579,1]",-0.834,0.526,-1.698,0.031,1,7005
"z[580,1]",0.503,0.511,-0.339,1.327,1,7263
"z[581,1]",-0.241,0.481,-1.054,0.545,1,5624
"z[582,1]",-0.31,0.463,-1.074,0.447,1.001,8235
"z[583,1]",0.221,0.492,-0.61,1.024,1,7146
"z[584,1]",0.385,0.498,-0.435,1.203,1,7963
"z[585,1]",-1.34,0.468,-2.12,-0.575,1,7452
"z[586,1]",-0.937,0.498,-1.766,-0.136,1,8089
"z[587,1]",-0.442,0.522,-1.286,0.414,1,7409
"z[588,1]",-0.628,0.477,-1.413,0.14,1,7303
"z[589,1]",-1.198,0.459,-1.959,-0.45,1,7350
"z[590,1]",0.307,0.464,-0.447,1.081,1,7885
"z[591,1]",-0.673,0.495,-1.493,0.134,1,6785
"z[592,1]",0.149,0.465,-0.628,0.896,1,4941
"z[593,1]",0.396,0.477,-0.378,1.19,1,7718
"z[594,1]",0.607,0.453,-0.141,1.344,1,7918
"z[595,1]",1.192,0.522,0.329,2.05,1.001,7211
"z[596,1]",-0.296,0.484,-1.099,0.487,1,6815
"z[597,1]",1.67,0.467,0.898,2.453,1,6921
"z[598,1]",-0.437,0.471,-1.235,0.326,1,7364
"z[599,1]",0.664,0.512,-0.167,1.508,1.001,7018
"z[600,1]",-0.844,0.499,-1.672,-0.034,1,7832
"z[601,1]",-1.175,0.529,-2.046,-0.312,1,8600
"z[602,1]",1.659,0.521,0.785,2.505,1,7630
"z[603,1]",-0.908,0.487,-1.711,-0.11,1,6570
"z[604,1]",-0.202,0.45,-0.94,0.538,1,8109
"z[605,1]",-1.067,0.457,-1.814,-0.314,1.001,7280
"z[606,1]",0.976,0.466,0.21,1.759,1,7289
"z[607,1]",-0.291,0.514,-1.139,0.553,1,5118
"z[608,1]",0.656,0.464,-0.116,1.425,1.001,8185
"z[609,1]",-0.49,0.505,-1.318,0.329,1,7422
"z[610,1]",0.476,0.664,-0.618,1.546,1,7733
"z[611,1]",1.27,0.516,0.421,2.118,1,8378
"z[612,1]",0.078,0.516,-0.785,0.926,1,8031
"z[613,1]",-0.029,0.467,-0.792,0.735,1,6771
"z[614,1]",1.332,0.498,0.509,2.128,1.001,5249
"z[615,1]",0.572,0.51,-0.264,1.422,1,7522
"z[616,1]",-1.027,0.471,-1.793,-0.252,1,7874
"z[617,1]",-0.644,0.458,-1.386,0.106,1,8112
"z[618,1]",0.539,0.453,-0.186,1.289,1,7329
"z[619,1]",1.799,0.544,0.895,2.672,1,7035
"z[620,1]",0.278,0.502,-0.539,1.098,1,8574
"z[621,1]",-0.064,0.503,-0.886,0.78,1,5544
"z[622,1]",0.83,0.503,0.011,1.663,1,7886
"z[623,1]",0.236,0.471,-0.535,1.009,1,7042
"z[624,1]",-0.93,0.47,-1.708,-0.16,1,7919
"z[625,1]",0.985,0.513,0.154,1.853,1,7706
"z[626,1]",-0.695,0.504,-1.532,0.114,1,6869
"z[627,1]",0.394,0.485,-0.387,1.21,1.001,4709
"z[628,1]",-1.107,0.484,-1.895,-0.312,1,5302
"z[629,1]",1.25,0.51,0.427,2.09,1.001,7709
"z[630,1]",-0.226,0.604,-1.229,0.78,1,7284
"z[631,1]",-1.228,0.598,-2.207,-0.245,1,7752
"z[632,1]",1.095,0.515,0.247,1.944,1,7995
"z[633,1]",-1.082,0.507,-1.923,-0.26,1,7489
"z[634,1]",0.942,0.457,0.197,1.686,1,8151
"z[635,1]",-1.764,0.496,-2.586,-0.965,1,6719
"z[636,1]",-0.32,0.457,-1.075,0.431,1,7000
"z[637,1]",-1.747,0.492,-2.564,-0.941,1,6022
"z[638,1]",0.44,0.497,-0.376,1.261,1,7909
"z[639,1]",0.557,0.504,-0.277,1.382,1,8063
"z[640,1]",0.575,0.473,-0.202,1.359,1,7839
"z[641,1]",-0.381,0.469,-1.152,0.38,1.001,8000
"z[642,1]",-0.052,0.528,-0.907,0.839,1,7391
"z[643,1]",0.706,0.479,-0.076,1.498,1.001,6554
"z[644,1]",-1.882,0.547,-2.773,-0.959,1.001,7692
"z[645,1]",-0.314,0.485,-1.109,0.466,1,5333
"z[646,1]",-0.068,0.517,-0.904,0.786,1,7628
"z[647,1]",-0.699,0.555,-1.596,0.228,1,6087
"z[648,1]",0.261,0.473,-0.521,1.027,1,7008
"z[649,1]",-0.339,0.482,-1.122,0.459,1.001,5909
"z[650,1]",1.416,0.601,0.417,2.405,1,7896
"z[651,1]",0.117,0.525,-0.744,0.979,1,7981
"z[652,1]",-0.479,0.468,-1.244,0.296,1,7329
"z[653,1]",-0.704,0.541,-1.591,0.19,1,6602
"z[654,1]",-1.404,0.492,-2.227,-0.612,1,6319
"z[655,1]",-0.821,0.505,-1.645,0.032,1,6215
"z[656,1]",0.478,0.522,-0.384,1.339,1,7364
"z[657,1]",-1.257,0.527,-2.129,-0.396,1,7981
"z[658,1]",-0.109,0.463,-0.876,0.64,1.001,8072
"z[659,1]",-1.758,0.465,-2.518,-1.005,1,7981
"z[660,1]",-0.927,0.513,-1.767,-0.094,1,8150
"z[661,1]",-0.677,0.483,-1.481,0.105,1,7292
"z[662,1]",0.635,0.459,-0.124,1.386,1,8510
"z[663,1]",-0.594,0.498,-1.415,0.224,1,8042
"z[1,2]",0.136,0.781,-1.171,1.409,1,8175
"z[2,2]",-0.316,0.787,-1.584,0.998,1,4874
"z[3,2]",-0.28,0.797,-1.556,1.056,1,7102
"z[4,2]",0.791,0.84,-0.644,2.119,1.001,3787
"z[5,2]",-0.22,0.775,-1.493,1.054,1,7881
"z[6,2]",-0.162,0.805,-1.497,1.161,1.001,6796
"z[7,2]",-0.317,0.899,-1.801,1.16,1,8128
"z[8,2]",-0.112,0.929,-1.605,1.443,1.001,4716
"z[9,2]",1.862,1.218,-0.38,3.559,1.006,628
"z[10,2]",-0.465,0.92,-1.922,1.095,1.004,1290
"z[11,2]",0.092,1.043,-1.607,1.822,1.009,665
"z[12,2]",-0.792,0.848,-2.136,0.634,1.001,2658
"z[13,2]",0.467,0.914,-1.063,1.939,1.001,5765
"z[14,2]",0.306,0.867,-1.135,1.724,1.001,6989
"z[15,2]",-0.1,0.852,-1.495,1.31,1,6162
"z[16,2]",-0.061,0.873,-1.446,1.375,1,5124
"z[17,2]",0.446,1.021,-1.304,2.049,1.003,1409
"z[18,2]",-0.475,1.033,-2.153,1.247,1.006,1201
"z[19,2]",1.08,1.42,-1.487,3.177,1.006,835
"z[20,2]",0.028,0.901,-1.444,1.501,1,8357
"z[21,2]",-0.229,0.939,-1.739,1.334,1.001,3194
"z[22,2]",0.084,0.987,-1.591,1.644,1.003,1344
"z[23,2]",-0.115,0.895,-1.61,1.335,1.001,6136
"z[24,2]",0.13,0.801,-1.183,1.447,1,6943
"z[25,2]",-0.528,0.91,-1.964,1.024,1.002,1806
"z[26,2]",-0.096,0.842,-1.49,1.263,1.001,5448
"z[27,2]",0.758,0.854,-0.666,2.147,1.001,3544
"z[28,2]",0.254,0.882,-1.204,1.709,1,5850
"z[29,2]",0.388,0.938,-1.169,1.894,1.001,3990
"z[30,2]",0.278,0.908,-1.287,1.709,1.003,1111
"z[31,2]",-0.633,0.866,-1.959,0.87,1.003,1224
"z[32,2]",-0.518,0.986,-2.052,1.159,1.001,2459
"z[33,2]",-0.062,0.853,-1.488,1.31,1,8781
"z[34,2]",-0.128,0.933,-1.645,1.437,1,7571
"z[35,2]",0.471,0.835,-0.961,1.758,1.001,2378
"z[36,2]",0.433,1.033,-1.351,2.055,1.005,904
"z[37,2]",0.377,0.846,-1.043,1.719,1.003,2134
"z[38,2]",0.387,0.923,-1.168,1.837,1.003,1358
"z[39,2]",-0.329,0.905,-1.777,1.193,1.002,1745
"z[40,2]",0.298,0.813,-1.059,1.598,1.001,3168
"z[41,2]",0.067,0.84,-1.38,1.37,1.001,4252
"z[42,2]",-0.479,0.938,-1.995,1.091,1.003,1339
"z[43,2]",0.479,0.841,-0.923,1.834,1,3716
"z[44,2]",-0.216,0.92,-1.689,1.351,1.002,4372
"z[45,2]",-0.049,0.938,-1.612,1.489,1,9086
"z[46,2]",-0.349,0.855,-1.701,1.115,1.001,2051
"z[47,2]",0.613,0.995,-1.102,2.15,1.004,1070
"z[48,2]",-0.185,0.86,-1.603,1.234,1.002,5625
"z[49,2]",0.778,0.903,-0.803,2.162,1.004,956
"z[50,2]",0.243,0.798,-1.112,1.512,1.002,3377
"z[51,2]",-0.247,0.809,-1.566,1.093,1,4569
"z[52,2]",-0.077,0.835,-1.457,1.28,1.001,7136
"z[53,2]",-0.108,0.787,-1.384,1.212,1.001,7133
"z[54,2]",-0.644,0.912,-2.07,0.941,1.002,1702
"z[55,2]",-0.313,0.808,-1.623,1.036,1,7134
"z[56,2]",0.009,0.799,-1.308,1.295,1.001,3681
"z[57,2]",0.7,0.857,-0.772,2.028,1.002,2259
"z[58,2]",0.139,0.81,-1.239,1.425,1.003,2520
"z[59,2]",0.121,0.785,-1.174,1.423,1,6732
"z[60,2]",0.009,0.902,-1.511,1.481,1.005,1010
"z[61,2]",-0.013,0.79,-1.306,1.28,1.001,7709
"z[62,2]",0.309,0.839,-1.05,1.693,1.001,5064
"z[63,2]",0.321,0.791,-1.014,1.574,1.001,6462
"z[64,2]",0.092,0.928,-1.468,1.56,1.006,1058
"z[65,2]",-0.398,0.8,-1.672,0.956,1,6368
"z[66,2]",-0.228,0.953,-1.756,1.362,1.008,675
"z[67,2]",-0.038,0.881,-1.507,1.411,1.001,8080
"z[68,2]",0.313,0.848,-1.152,1.673,1.001,3830
"z[69,2]",-0.44,0.858,-1.811,0.997,1.001,2456
"z[70,2]",1.131,0.942,-0.596,2.534,1.001,1505
"z[71,2]",-0.029,0.798,-1.325,1.298,1,6172
"z[72,2]",0.064,0.951,-1.472,1.663,1.004,1202
"z[73,2]",-0.187,0.834,-1.545,1.175,1.001,4360
"z[74,2]",0.484,0.912,-1.008,1.972,1.004,1414
"z[75,2]",1.021,0.917,-0.6,2.41,1.002,1349
"z[76,2]",0.116,0.952,-1.514,1.614,1.004,1198
"z[77,2]",0.285,0.949,-1.304,1.799,1.002,3792
"z[78,2]",0.841,1.045,-1.01,2.402,1.005,604
"z[79,2]",-0.173,0.863,-1.634,1.219,1,6041
"z[80,2]",0.218,0.807,-1.112,1.555,1.001,4743
"z[81,2]",0.226,0.885,-1.273,1.61,1.003,1575
"z[82,2]",0.171,1.058,-1.581,1.879,1.007,548
"z[83,2]",0.038,0.845,-1.388,1.397,1,7944
"z[84,2]",0.034,0.81,-1.249,1.379,1.001,3745
"z[85,2]",0.038,0.784,-1.234,1.354,1.001,5813
"z[86,2]",0.268,0.88,-1.214,1.691,1.001,4802
"z[87,2]",-0.188,0.853,-1.556,1.261,1.002,3628
"z[88,2]",0.699,0.84,-0.713,2.023,1.002,4151
"z[89,2]",0.076,0.868,-1.369,1.473,1.003,1534
"z[90,2]",0.089,0.838,-1.314,1.433,1,7829
"z[91,2]",0.141,0.933,-1.414,1.644,1.002,4591
"z[92,2]",-0.281,0.848,-1.677,1.134,1.006,2092
"z[93,2]",-0.235,0.797,-1.529,1.113,1.001,4970
"z[94,2]",-0.24,0.804,-1.566,1.115,1,7113
"z[95,2]",-0.052,0.895,-1.503,1.446,1.002,1481
"z[96,2]",-0.037,0.925,-1.585,1.455,1.001,2748
"z[97,2]",-0.634,0.896,-2.063,0.888,1.001,3219
"z[98,2]",-0.034,0.995,-1.611,1.612,1.006,863
"z[99,2]",-0.26,0.804,-1.56,1.098,1,6139
"z[100,2]",0.404,0.923,-1.145,1.872,1.005,1404
"z[101,2]",0.717,0.895,-0.84,2.085,1.001,2090
"z[102,2]",0.135,0.815,-1.228,1.441,1.002,2350
"z[103,2]",-0.121,0.79,-1.411,1.212,1.001,6187
"z[104,2]",-0.312,0.87,-1.707,1.159,1.001,5360
"z[105,2]",0.129,0.794,-1.16,1.455,1,8100
"z[106,2]",-0.451,0.796,-1.728,0.886,1,6143
"z[107,2]",-0.79,0.867,-2.173,0.717,1.001,2618
"z[108,2]",0.034,0.861,-1.341,1.488,1.002,2418
"z[109,2]",-0.479,0.875,-1.859,0.979,1.003,2365
"z[110,2]",-0.594,0.811,-1.904,0.767,1.001,3517
"z[111,2]",-0.203,0.891,-1.615,1.282,1.002,2695
"z[112,2]",0.11,1.066,-1.686,1.806,1.006,689
"z[113,2]",0.003,0.931,-1.52,1.566,1,7992
"z[114,2]",0.204,0.926,-1.336,1.693,1.001,4440
"z[115,2]",0.392,0.951,-1.225,1.928,1.001,3255
"z[116,2]",0.196,0.903,-1.294,1.682,1,6835
"z[117,2]",0.1,0.943,-1.491,1.615,1.001,2951
"z[118,2]",-0.073,0.929,-1.602,1.425,1.001,8578
"z[119,2]",-0.233,0.824,-1.539,1.18,1.001,2671
"z[120,2]",0.182,0.785,-1.083,1.48,1,5445
"z[121,2]",-0.522,0.846,-1.869,0.911,1.002,2148
"z[122,2]",-0.186,0.919,-1.717,1.309,1,4765
"z[123,2]",-0.475,0.815,-1.81,0.891,1,5124
"z[124,2]",-0.066,0.871,-1.521,1.34,1.001,5857
"z[125,2]",0.258,0.983,-1.399,1.817,1.002,1953
"z[126,2]",0.449,1.038,-1.321,2.104,1.003,1263
"z[127,2]",-0.264,0.923,-1.754,1.26,1.001,5773
"z[128,2]",0.267,0.873,-1.144,1.726,1.001,5195
"z[129,2]",0.295,0.923,-1.204,1.825,1,7624
"z[130,2]",-0.473,0.859,-1.846,0.975,1.002,1886
"z[131,2]",-0.018,0.844,-1.415,1.344,1.005,1685
"z[132,2]",-0.24,0.788,-1.552,1.057,1,7411
"z[133,2]",0.33,0.844,-1.073,1.688,1.001,4609
"z[134,2]",-0.045,0.793,-1.351,1.252,1,8440
"z[135,2]",0.478,0.846,-0.954,1.811,1.001,2671
"z[136,2]",0.06,0.823,-1.277,1.432,1.001,7990
"z[137,2]",-0.179,0.872,-1.624,1.236,1.001,6343
"z[138,2]",0.05,0.901,-1.441,1.495,1.002,2275
"z[139,2]",0.094,0.83,-1.268,1.43,1,5378
"z[140,2]",-0.099,0.838,-1.454,1.295,1,6366
"z[141,2]",-0.778,1.138,-2.53,1.203,1.006,799
"z[142,2]",-1.039,1.075,-2.648,0.891,1.002,1404
"z[143,2]",-0.45,1.029,-2.076,1.28,1.005,1080
"z[144,2]",-0.271,0.95,-1.789,1.334,1.004,1893
"z[145,2]",-1.177,1.223,-2.965,1.056,1.002,1424
"z[146,2]",-0.381,0.938,-1.884,1.183,1.001,3695
"z[147,2]",0.156,1.009,-1.552,1.764,1.003,1676
