parameter,mean,sd,q05,q95,rhat,ess
"z[364,1]",-0.227,0.516,-1.091,0.621,1.001,8357
"z[365,1]",-1.668,0.41,-2.346,-0.995,1.001,7919
"z[366,1]",0.53,0.446,-0.219,1.246,1,6395
"z[367,1]",-0.033,0.403,-0.687,0.634,1,6316
"z[368,1]",-0.054,0.472,-0.828,0.717,1,8141
"z[369,1]",-1.53,0.411,-2.206,-0.866,1,8081
"z[370,1]",-0.214,0.457,-0.958,0.54,1.001,8610
"z[371,1]",0.12,0.421,-0.576,0.809,1,6694
"z[372,1]",0.334,0.666,-0.749,1.435,1,8657
"z[373,1]",-0.763,0.439,-1.489,-0.043,1.001,7210
"z[374,1]",-0.448,0.41,-1.121,0.222,1,8290
"z[375,1]",0.022,0.413,-0.669,0.702,1,8222
"z[376,1]",0.27,0.442,-0.45,0.996,1,7298
"z[377,1]",0.787,0.443,0.074,1.521,1,7393
"z[378,1]",0.812,0.459,0.059,1.58,1,8380
"z[379,1]",-1.44,0.44,-2.163,-0.712,1,7963
"z[380,1]",-0.964,0.436,-1.679,-0.24,1,8113
"z[381,1]",-1.656,0.454,-2.41,-0.928,1,7401
"z[382,1]",0.323,0.413,-0.353,1.003,1.001,7831
"z[383,1]",0.97,0.43,0.266,1.677,1,7097
"z[384,1]",-0.213,0.452,-0.951,0.533,1,7854
"z[385,1]",-1.355,0.438,-2.085,-0.63,1,8187
"z[386,1]",-0.785,0.416,-1.475,-0.109,1,8124
"z[387,1]",0.356,0.419,-0.326,1.049,1,8044
"z[388,1]",1.354,0.468,0.598,2.137,1,8503
"z[389,1]",-1.421,0.426,-2.129,-0.731,1,5936
"z[390,1]",-0.895,0.413,-1.592,-0.22,1,7067
"z[391,1]",-0.525,0.439,-1.232,0.208,1,8064
"z[392,1]",-0.209,0.407,-0.87,0.458,1,8616
"z[393,1]",-2.018,0.414,-2.694,-1.329,1,7066
"z[394,1]",1.378,0.408,0.714,2.052,1,8312
"z[395,1]",-0.108,0.529,-0.981,0.762,1,8045
"z[396,1]",0.919,0.458,0.173,1.673,1,8299
"z[397,1]",0.01,0.462,-0.749,0.773,1,8072
"z[398,1]",-0.028,0.453,-0.782,0.717,1,7783
"z[399,1]",1.44,0.531,0.56,2.32,1,8666
"z[400,1]",-0.542,0.459,-1.292,0.21,1.001,8293
"z[401,1]",1.427,0.526,0.564,2.286,1,8192
"z[402,1]",-1.961,0.42,-2.657,-1.275,1,7930
"z[403,1]",-0.874,0.527,-1.735,0.001,1,8219
"z[404,1]",0.618,0.46,-0.136,1.374,1,8063
"z[405,1]",-0.82,0.475,-1.612,-0.04,1,7423
"z[406,1]",0.855,0.413,0.173,1.537,1,8052
"z[407,1]",0.33,0.532,-0.544,1.201,1,7622
"z[408,1]",-0.505,0.456,-1.25,0.247,1,8375
"z[409,1]",-1.767,0.462,-2.539,-1.006,1,8176
"z[410,1]",-0.232,0.465,-0.996,0.551,1.001,8364
"z[411,1]",0.674,0.523,-0.196,1.53,1,7307
"z[412,1]",0.24,0.488,-0.564,1.069,1,8423
"z[413,1]",-0.574,0.525,-1.454,0.274,1,8783
"z[414,1]",0.327,0.399,-0.333,0.995,1,8120
"z[415,1]",-0.191,0.525,-1.071,0.674,1.001,8140
"z[416,1]",0.389,0.403,-0.26,1.059,1,6340
"z[417,1]",-1.833,0.407,-2.494,-1.176,1,7868
"z[418,1]",-0.373,0.413,-1.043,0.301,1,7635
"z[419,1]",-0.867,0.476,-1.652,-0.082,1,8089
"z[420,1]",0.974,0.52,0.132,1.836,1,8812
"z[421,1]",0.356,0.465,-0.395,1.142,1,7396
"z[422,1]",0.592,0.407,-0.066,1.275,1,7213
"z[423,1]",0.527,0.403,-0.132,1.194,1.001,7399
"z[424,1]",0.908,0.405,0.22,1.573,1,7944
"z[425,1]",-0.31,0.405,-0.974,0.353,1,7813
"z[426,1]",0.576,0.418,-0.116,1.267,1,7051
"z[427,1]",0.519,0.452,-0.221,1.259,1,8621
"z[428,1]",1.375,0.531,0.506,2.238,1,8977
"z[429,1]",-1.367,0.459,-2.126,-0.619,1,6237
"z[430,1]",-0.917,0.417,-1.591,-0.241,1,7931
"z[431,1]",0.307,0.528,-0.55,1.164,1.001,8496
"z[432,1]",0.094,0.423,-0.597,0.799,1.001,7510
"z[433,1]",0.739,0.463,-0.022,1.492,1.001,7935
"z[434,1]",0.525,0.406,-0.142,1.2,1.001,7737
"z[435,1]",0.402,0.519,-0.438,1.26,1,9148
"z[436,1]",0.785,0.433,0.066,1.476,1,7243
"z[437,1]",-0.155,0.427,-0.864,0.537,1,7855
"z[438,1]",-0.462,0.418,-1.14,0.229,1,8306
"z[439,1]",-0.357,0.495,-1.156,0.46,1.001,3986
"z[440,1]",-0.202,0.455,-0.943,0.539,1,8393
"z[441,1]",-0.275,0.452,-1.014,0.481,1,8072
"z[442,1]",-1.389,0.542,-2.303,-0.512,1,8228
"z[443,1]",1.587,0.534,0.719,2.464,1,8489
"z[444,1]",-0.52,0.456,-1.271,0.227,1,8500
"z[445,1]",-1.736,0.426,-2.446,-1.041,1,6324
"z[446,1]",-0.254,0.454,-0.997,0.499,1.001,7800
"z[447,1]",-0.38,0.438,-1.088,0.336,1,5696
"z[448,1]",0.406,0.463,-0.355,1.167,1,7833
"z[449,1]",0.184,0.458,-0.571,0.923,1,7599
"z[450,1]",-0.358,0.526,-1.231,0.507,1,8215
"z[451,1]",0.864,0.408,0.182,1.54,1,8088
"z[452,1]",0.588,0.448,-0.148,1.321,1,7940
"z[453,1]",0.068,0.46,-0.702,0.829,1,8446
"z[454,1]",1.405,0.435,0.693,2.124,1,8035
"z[455,1]",-0.141,0.431,-0.854,0.561,1,6339
"z[456,1]",-0.836,0.427,-1.555,-0.146,1,5083
"z[457,1]",-1.449,0.436,-2.17,-0.728,1.001,6493
"z[458,1]",-0.468,0.404,-1.137,0.183,1.001,7772
"z[459,1]",-1.944,0.521,-2.795,-1.095,1,8353
"z[460,1]",-0.207,0.47,-1.01,0.568,1,8633
"z[461,1]",-0.083,0.406,-0.739,0.579,1,7783
"z[462,1]",-0.964,0.398,-1.62,-0.325,1.001,8064
"z[463,1]",0.138,0.485,-0.672,0.922,1,7868
"z[464,1]",1.06,0.424,0.367,1.755,1,7292
"z[465,1]",-0.026,0.452,-0.769,0.718,1,8159
"z[466,1]",-0.854,0.457,-1.603,-0.113,1,8332
"z[467,1]",-0.012,0.407,-0.668,0.664,1,7214
"z[468,1]",-0.349,0.429,-1.049,0.367,1,7998
"z[469,1]",1.069,0.464,0.309,1.83,1,8128
"z[470,1]",0.903,0.525,0.051,1.769,1,7826
"z[471,1]",0.309,0.459,-0.455,1.06,1.001,8622
"z[472,1]",0.981,0.534,0.101,1.858,1,7369
"z[473,1]",0.743,0.521,-0.112,1.608,1,7843
"z[474,1]",-1.796,0.529,-2.686,-0.929,1,8570
"z[475,1]",-1.329,0.492,-2.135,-0.527,1,7185
"z[476,1]",1.798,0.458,1.043,2.559,1,8064
"z[477,1]",-0.486,0.528,-1.34,0.392,1,8801
"z[478,1]",0.169,0.464,-0.589,0.943,1.001,8870
"z[479,1]",0.434,0.458,-0.306,1.169,1,8387
"z[480,1]",-0.772,0.428,-1.476,-0.077,1,7142
"z[481,1]",-0.664,0.455,-1.41,0.093,1,7910
"z[482,1]",-1.351,0.41,-2.03,-0.679,1,7853
"z[483,1]",-1.32,0.405,-1.982,-0.648,1,8193
"z[484,1]",-0.317,0.404,-0.994,0.344,1.001,6727
"z[485,1]",0.839,0.528,-0.037,1.692,1,8561
"z[486,1]",-0.105,0.53,-0.976,0.762,1,8240
"z[487,1]",1.52,0.409,0.853,2.199,1,7700
"z[488,1]",0.797,0.436,0.094,1.513,1,8184
"z[489,1]",-1.33,0.554,-2.247,-0.422,1,8346
"z[490,1]",-1.301,0.45,-2.04,-0.566,1.001,8534
"z[491,1]",-1.621,0.426,-2.328,-0.919,1,8254
"z[492,1]",1.169,0.464,0.411,1.927,1,8287
"z[493,1]",-1.518,0.557,-2.441,-0.604,1,5764
"z[494,1]",-1.003,0.412,-1.673,-0.333,1,7798
"z[495,1]",0.47,0.449,-0.279,1.194,1,6402
"z[496,1]",-1.07,0.427,-1.776,-0.374,1,7881
"z[497,1]",1.632,0.465,0.846,2.39,1,8020
"z[498,1]",0.975,0.464,0.205,1.732,1,8228
"z[499,1]",-0.253,0.464,-1.013,0.509,1,8618
"z[500,1]",-0.851,0.479,-1.637,-0.055,1,6349
"z[501,1]",-1.693,0.41,-2.37,-1.022,1,7669
"z[502,1]",-0.631,0.435,-1.332,0.085,1,6588
"z[503,1]",0.327,0.439,-0.393,1.059,1,8196
"z[504,1]",2.095,0.458,1.349,2.844,1.001,8393
"z[505,1]",-0.504,0.42,-1.191,0.194,1,7091
"z[506,1]",0.242,0.529,-0.626,1.108,1,8352
"z[507,1]",-0.572,0.406,-1.233,0.097,1,7999
"z[508,1]",-0.777,0.406,-1.43,-0.104,1,6982
"z[509,1]",-0.206,0.464,-0.979,0.578,1,8667
"z[510,1]",-0.167,0.45,-0.921,0.567,1,8278
"z[511,1]",0.303,0.471,-0.467,1.085,1,8217
"z[512,1]",-0.454,0.438,-1.182,0.267,1,7125
"z[513,1]",-0.934,0.459,-1.683,-0.182,1,8195
"z[514,1]",1.163,0.519,0.32,2.021,1,7987
"z[515,1]",0.053,0.529,-0.823,0.911,1,7981
"z[516,1]",0.263,0.467,-0.509,1.03,1.001,8362
"z[517,1]",1.26,0.528,0.392,2.129,1,8112
"z[518,1]",0.099,0.456,-0.646,0.852,1,8231
"z[519,1]",-1.084,0.46,-1.834,-0.32,1,8645
"z[520,1]",-0.98,0.458,-1.729,-0.213,1.001,8336
"z[521,1]",-0.485,0.438,-1.199,0.231,1,7461
"z[522,1]",0.443,0.512,-0.397,1.287,1,8416
"z[523,1]",-1.252,0.507,-2.091,-0.431,1,8040
"z[524,1]",0.467,0.474,-0.312,1.245,1,7996
"z[525,1]",-2.136,0.544,-3.017,-1.236,1,6535
"z[526,1]",1.391,0.531,0.529,2.277,1.001,7985
"z[527,1]",0.202,0.452,-0.541,0.944,1,7886
"z[528,1]",0.281,0.465,-0.466,1.043,1.001,7658
"z[529,1]",-1.022,0.511,-1.87,-0.206,1,7834
"z[530,1]",-0.641,0.531,-1.523,0.228,1,7839
"z[531,1]",-0.526,0.501,-1.373,0.305,1,8177
"z[532,1]",-0.257,0.466,-1.018,0.511,1,7218
"z[533,1]",-1.189,0.469,-1.968,-0.43,1,7581
"z[534,1]",-0.639,0.467,-1.406,0.122,1,7107
"z[535,1]",0.617,0.487,-0.188,1.423,1,7004
"z[536,1]",-0.784,0.492,-1.584,0.02,1,5670
"z[537,1]",0.346,0.491,-0.453,1.148,1,8014
"z[538,1]",0.613,0.497,-0.206,1.439,1.001,6980
"z[539,1]",1.453,0.492,0.636,2.254,1,8247
"z[540,1]",-0.411,0.465,-1.184,0.353,1,8025
"z[541,1]",0.705,0.47,-0.057,1.479,1.001,7318
"z[542,1]",1.013,0.468,0.263,1.797,1,7279
"z[543,1]",-0.319,0.54,-1.202,0.58,1,6853
"z[544,1]",-0.012,0.521,-0.874,0.843,1,8440
"z[545,1]",1.138,0.515,0.296,1.985,1.001,6729
"z[546,1]",-0.096,0.469,-0.877,0.66,1,8043
"z[547,1]",1.031,0.513,0.196,1.89,1.001,5960
"z[548,1]",-0.489,0.485,-1.309,0.286,1,6067
"z[549,1]",1.084,0.494,0.301,1.916,1,6500
"z[550,1]",1.202,0.543,0.319,2.099,1,7495
"z[551,1]",-0.524,0.471,-1.305,0.253,1,7434
"z[552,1]",-0.16,0.481,-0.961,0.626,1,8251
"z[553,1]",0.842,0.456,0.096,1.594,1,7519
"z[554,1]",-0.439,0.516,-1.277,0.416,1,8131
"z[555,1]",-0.255,0.472,-1.035,0.518,1,6386
"z[556,1]",0.79,0.458,0.041,1.549,1,7541
"z[557,1]",0.195,0.466,-0.572,0.968,1,7846
"z[558,1]",0.253,0.562,-0.672,1.169,1,7615
"z[559,1]",0.036,0.507,-0.79,0.88,1,7173
"z[560,1]",-0.372,0.513,-1.213,0.472,1,7885
"z[561,1]",1.546,0.523,0.691,2.401,1,7153
"z[562,1]",-0.505,0.462,-1.267,0.251,1,7462
"z[563,1]",0.753,0.465,-0.01,1.517,1,7939
"z[564,1]",1.535,0.461,0.792,2.31,1,7594
"z[565,1]",0.53,0.51,-0.305,1.37,1,7670
"z[566,1]",-0.434,0.456,-1.185,0.31,1.001,7976
"z[567,1]",-0.637,0.46,-1.399,0.115,1,7382
"z[568,1]",0.756,0.493,-0.031,1.57,1,4921
"z[569,1]",0.455,0.498,-0.36,1.288,1.001,7502
"z[570,1]",0.018,0.479,-0.759,0.814,1,7488
"z[571,1]",1.392,0.554,0.467,2.276,1,7006
"z[572,1]",0.614,0.511,-0.216,1.464,1,7458
"z[573,1]",-0.571,0.474,-1.359,0.21,1,6274
"z[574,1]",-1.102,0.477,-1.889,-0.324,1,7603
"z[575,1]",1.545,0.511,0.711,2.372,1,7847
"z[576,1]",0.602,0.497,-0.21,1.413,1,7612
"z[577,1]",-1.118,0.467,-1.879,-0.357,1,7888
"z[578,1]",1.355,0.485,0.57,2.163,1,7769
"z[579,1]",-0.856,0.533,-1.729,0.02,1,6926
"z[580,1]",0.49,0.524,-0.376,1.345,1,6078
"z[581,1]",-0.245,0.48,-1.034,0.554,1,4510
"z[582,1]",-0.315,0.46,-1.079,0.443,1,7960
"z[583,1]",0.22,0.493,-0.595,1.024,1,6666
"z[584,1]",0.387,0.495,-0.443,1.183,1,7631
"z[585,1]",-1.387,0.476,-2.171,-0.605,1,7749
"z[586,1]",-0.992,0.506,-1.821,-0.161,1,7984
"z[587,1]",-0.464,0.533,-1.334,0.408,1,7615
"z[588,1]",-0.59,0.482,-1.389,0.196,1,7353
"z[589,1]",-1.213,0.467,-1.991,-0.459,1,7656
"z[590,1]",0.292,0.473,-0.496,1.076,1,7963
"z[591,1]",-0.718,0.507,-1.563,0.102,1,8113
"z[592,1]",0.063,0.475,-0.744,0.826,1,5081
"z[593,1]",0.375,0.486,-0.418,1.166,1,7479
"z[594,1]",0.6,0.452,-0.16,1.337,1,7792
"z[595,1]",1.14,0.527,0.282,2.006,1,6946
"z[596,1]",-0.387,0.509,-1.223,0.449,1,5025
"z[597,1]",1.635,0.466,0.859,2.391,1,7538
"z[598,1]",-0.452,0.463,-1.214,0.312,1,6845
"z[599,1]",0.735,0.509,-0.085,1.58,1,7863
"z[600,1]",-0.856,0.505,-1.681,-0.027,1,7394
"z[601,1]",-1.101,0.543,-1.982,-0.208,1,8040
"z[602,1]",1.59,0.536,0.72,2.476,1,7938
"z[603,1]",-0.973,0.493,-1.78,-0.171,1,7104
"z[604,1]",-0.19,0.456,-0.95,0.54,1,8085
"z[605,1]",-1.081,0.463,-1.837,-0.312,1,7819
"z[606,1]",1.008,0.471,0.237,1.789,1.001,6097
"z[607,1]",-0.357,0.508,-1.203,0.473,1,3954
"z[608,1]",0.657,0.475,-0.122,1.419,1,7598
"z[609,1]",-0.562,0.515,-1.409,0.289,1,7664
"z[610,1]",0.378,0.692,-0.761,1.504,1,7171
"z[611,1]",1.268,0.513,0.438,2.123,1,8559
"z[612,1]",0.135,0.524,-0.718,0.996,1,7421
"z[613,1]",-0.054,0.472,-0.841,0.714,1,7255
"z[614,1]",1.354,0.507,0.512,2.184,1,4468
"z[615,1]",0.498,0.516,-0.353,1.337,1.001,7909
"z[616,1]",-1.058,0.484,-1.849,-0.273,1,7256
"z[617,1]",-0.611,0.464,-1.373,0.153,1,8097
"z[618,1]",0.53,0.458,-0.217,1.288,1,7280
"z[619,1]",1.73,0.552,0.826,2.638,1,7620
"z[620,1]",0.338,0.505,-0.493,1.153,1,7824
"z[621,1]",-0.015,0.51,-0.846,0.831,1,4651
"z[622,1]",0.794,0.509,-0.053,1.639,1,8344
"z[623,1]",0.249,0.483,-0.534,1.044,1,7964
"z[624,1]",-0.932,0.466,-1.695,-0.166,1.001,7562
"z[625,1]",1.037,0.517,0.193,1.88,1,7850
"z[626,1]",-0.736,0.504,-1.571,0.086,1,6000
"z[627,1]",0.47,0.488,-0.322,1.281,1,6605
"z[628,1]",-0.976,0.475,-1.756,-0.187,1.001,5254
"z[629,1]",1.208,0.509,0.362,2.055,1.001,7939
"z[630,1]",-0.221,0.619,-1.23,0.815,1,6895
"z[631,1]",-1.188,0.616,-2.199,-0.177,1,8110
"z[632,1]",1.124,0.52,0.264,1.989,1,8202
"z[633,1]",-1.077,0.511,-1.925,-0.235,1.001,7097
"z[634,1]",0.898,0.464,0.129,1.649,1,7779
"z[635,1]",-1.747,0.505,-2.585,-0.938,1,6309
"z[636,1]",-0.381,0.468,-1.153,0.406,1,7531
"z[637,1]",-1.764,0.49,-2.572,-0.972,1,5419
"z[638,1]",0.457,0.496,-0.343,1.296,1,7258
"z[639,1]",0.52,0.516,-0.329,1.362,1,7396
"z[640,1]",0.606,0.48,-0.161,1.398,1,7850
"z[641,1]",-0.385,0.454,-1.122,0.362,1,7485
"z[642,1]",-0.058,0.534,-0.933,0.833,1,7551
"z[643,1]",0.706,0.487,-0.083,1.511,1,6328
"z[644,1]",-1.863,0.553,-2.775,-0.951,1,7739
"z[645,1]",-0.374,0.487,-1.175,0.425,1,5063
"z[646,1]",-0.034,0.518,-0.892,0.813,1.001,7293
"z[647,1]",-0.655,0.563,-1.562,0.283,1,4999
"z[648,1]",0.221,0.468,-0.557,0.98,1.001,5226
"z[649,1]",-0.302,0.49,-1.105,0.503,1,6844
"z[650,1]",1.451,0.612,0.448,2.468,1,8604
"z[651,1]",0.107,0.545,-0.779,1.004,1,6863
"z[652,1]",-0.458,0.463,-1.209,0.309,1.001,7043
"z[653,1]",-0.778,0.553,-1.671,0.131,1,5058
"z[654,1]",-1.266,0.478,-2.045,-0.469,1,7531
"z[655,1]",-0.814,0.505,-1.643,0.014,1,6861
"z[656,1]",0.497,0.529,-0.38,1.355,1,6654
"z[657,1]",-1.197,0.531,-2.071,-0.311,1,7787
"z[658,1]",-0.082,0.466,-0.852,0.676,1,7804
"z[659,1]",-1.727,0.477,-2.509,-0.942,1,7964
"z[660,1]",-0.936,0.517,-1.792,-0.101,1,8126
"z[661,1]",-0.603,0.477,-1.388,0.18,1,7488
"z[662,1]",0.651,0.464,-0.116,1.407,1,8239
"z[663,1]",-0.567,0.504,-1.388,0.26,1,7982
"z[1,2]",0.17,0.836,-1.251,1.526,1.002,3259
"z[2,2]",-0.157,0.83,-1.513,1.24,1,7554
"z[3,2]",-0.185,0.842,-1.571,1.244,1,4843
"z[4,2]",0.883,0.93,-0.728,2.322,1.002,1488
"z[5,2]",-0.42,0.874,-1.788,1.082,1.003,1303
"z[6,2]",-0.101,0.828,-1.48,1.245,1,5368
"z[7,2]",-0.363,0.954,-1.914,1.243,1.001,2109
"z[8,2]",-0.137,0.923,-1.654,1.395,1.001,4020
"z[9,2]",1.387,1.147,-0.762,3.016,1.005,554
"z[10,2]",-0.667,0.989,-2.187,1.043,1.004,619
"z[11,2]",0.036,1.099,-1.748,1.843,1.008,509
"z[12,2]",-0.674,0.896,-2.05,0.882,1.001,1732
"z[13,2]",0.317,0.917,-1.206,1.821,1,5837
"z[14,2]",0.232,0.869,-1.199,1.645,1,8075
"z[15,2]",0.012,0.864,-1.415,1.473,1,6005
"z[16,2]",0.096,0.892,-1.366,1.585,1.001,6192
"z[17,2]",0.372,0.999,-1.333,1.933,1.003,851
"z[18,2]",-0.324,0.934,-1.9,1.212,1.001,4334
"z[19,2]",0.53,1.298,-1.665,2.628,1.002,1463
"z[20,2]",-0.117,0.903,-1.594,1.376,1,6817
"z[21,2]",-0.222,0.947,-1.739,1.356,1.002,2877
"z[22,2]",0.09,0.977,-1.587,1.608,1.003,1182
"z[23,2]",-0.235,0.889,-1.738,1.174,1,5676
"z[24,2]",0.251,0.842,-1.141,1.629,1.001,4586
"z[25,2]",-0.248,0.881,-1.713,1.184,1,7612
"z[26,2]",-0.151,0.863,-1.636,1.219,1,6148
"z[27,2]",0.712,0.906,-0.817,2.15,1.001,3522
"z[28,2]",0.154,0.872,-1.264,1.594,1,7655
"z[29,2]",0.316,0.934,-1.255,1.841,1.001,3356
"z[30,2]",0.373,0.902,-1.164,1.79,1.002,986
"z[31,2]",-0.627,0.912,-2.034,0.956,1.004,886
"z[32,2]",-0.322,1.025,-1.966,1.409,1.002,3198
"z[33,2]",-0.095,0.875,-1.534,1.348,1,7183
"z[34,2]",-0.247,0.986,-1.804,1.403,1.002,1249
"z[35,2]",0.475,0.927,-1.158,1.909,1.005,996
"z[36,2]",0.356,1.067,-1.458,2.052,1.004,596
"z[37,2]",0.43,0.943,-1.189,1.902,1.004,796
"z[38,2]",0.238,0.928,-1.33,1.692,1.001,1555
"z[39,2]",-0.256,0.898,-1.744,1.244,1.001,5006
"z[40,2]",0.347,0.872,-1.166,1.734,1.002,1744
"z[41,2]",-0.047,0.879,-1.516,1.387,1.001,5761
"z[42,2]",-0.286,0.933,-1.813,1.223,1.002,1399
"z[43,2]",0.291,0.833,-1.117,1.653,1.001,5779
"z[44,2]",-0.226,0.939,-1.708,1.355,1.002,1991
"z[45,2]",-0.037,0.906,-1.546,1.459,1.001,8063
"z[46,2]",-0.262,0.909,-1.687,1.286,1.003,941
"z[47,2]",0.442,1.017,-1.298,2.029,1.002,925
"z[48,2]",-0.042,0.878,-1.514,1.4,1.001,7065
"z[49,2]",0.577,0.877,-0.937,1.958,1.002,1570
"z[50,2]",0.318,0.868,-1.139,1.678,1.002,1827
"z[51,2]",-0.124,0.843,-1.518,1.245,1,7198
"z[52,2]",-0.126,0.88,-1.579,1.294,1.002,3590
"z[53,2]",-0.098,0.816,-1.413,1.267,1.001,8052
"z[54,2]",-0.544,0.949,-2.041,1.093,1.003,1375
"z[55,2]",-0.513,0.857,-1.884,0.919,1.001,2447
"z[56,2]",0.146,0.871,-1.306,1.539,1.002,1631
"z[57,2]",0.602,0.931,-0.993,2.023,1.006,613
"z[58,2]",0.07,0.846,-1.35,1.403,1.002,1759
"z[59,2]",-0.036,0.825,-1.344,1.354,1.001,6287
"z[60,2]",0.106,0.896,-1.41,1.535,1.003,1049
"z[61,2]",0.055,0.834,-1.346,1.412,1,7119
"z[62,2]",0.245,0.914,-1.23,1.762,1.002,1908
"z[63,2]",0.459,0.872,-1.056,1.824,1.001,1754
"z[64,2]",-0.021,0.91,-1.552,1.416,1.003,1047
"z[65,2]",-0.27,0.85,-1.676,1.117,1,5963
"z[66,2]",-0.226,0.943,-1.746,1.395,1.004,755
"z[67,2]",-0.062,0.899,-1.575,1.396,1.002,7887
"z[68,2]",0.053,0.891,-1.426,1.495,1.001,4133
"z[69,2]",-0.416,0.883,-1.809,1.108,1.002,1560
"z[70,2]",0.922,0.966,-0.78,2.405,1.005,881
"z[71,2]",0.088,0.848,-1.327,1.465,1.001,5675
"z[72,2]",0.045,0.944,-1.471,1.625,1.001,1562
"z[73,2]",-0.109,0.886,-1.538,1.339,1.001,5743
"z[74,2]",0.477,0.896,-0.985,1.97,1,3230
"z[75,2]",0.759,0.914,-0.79,2.232,1.001,3003
"z[76,2]",0.171,0.992,-1.498,1.702,1.005,763
"z[77,2]",0.33,0.948,-1.268,1.864,1.001,2234
"z[78,2]",0.675,1.032,-1.135,2.232,1.004,611
"z[79,2]",-0.212,0.87,-1.668,1.2,1,7106
"z[80,2]",0.232,0.86,-1.142,1.646,1,3647
"z[81,2]",0.191,0.932,-1.386,1.667,1.003,1046
"z[82,2]",0.02,1.032,-1.709,1.667,1.007,481
"z[83,2]",-0.091,0.855,-1.501,1.29,1,7386
"z[84,2]",0.09,0.846,-1.235,1.505,1.001,3687
"z[85,2]",0.125,0.84,-1.289,1.496,1,7439
"z[86,2]",0.35,0.91,-1.194,1.79,1.002,2062
"z[87,2]",-0.235,0.852,-1.6,1.207,1.001,4028
"z[88,2]",0.653,0.873,-0.835,2.027,1.001,3201
"z[89,2]",0.181,0.904,-1.363,1.622,1.002,1246
"z[90,2]",0.018,0.866,-1.449,1.414,1.001,3201
"z[91,2]",0.08,0.912,-1.448,1.559,1,5391
"z[92,2]",-0.197,0.929,-1.734,1.289,1.001,1868
"z[93,2]",-0.219,0.835,-1.539,1.171,1.001,5678
"z[94,2]",-0.14,0.845,-1.542,1.21,1.001,5110
"z[95,2]",-0.288,0.989,-1.829,1.379,1.004,749
"z[96,2]",0.047,0.899,-1.454,1.494,1,7212
"z[97,2]",-0.587,0.935,-2.091,0.98,1.001,2922
"z[98,2]",-0.188,1.11,-1.956,1.69,1.007,486
"z[99,2]",-0.057,0.818,-1.429,1.282,1,7808
"z[100,2]",0.154,0.926,-1.305,1.708,1.002,1371
"z[101,2]",0.575,0.934,-1.028,2.017,1.003,1051
"z[102,2]",0.178,0.848,-1.252,1.54,1.001,1639
"z[103,2]",-0.159,0.81,-1.477,1.207,1,7155
"z[104,2]",-0.238,0.883,-1.666,1.24,1,7179
"z[105,2]",0.076,0.828,-1.257,1.492,1.001,6637
"z[106,2]",-0.27,0.821,-1.61,1.06,1,7195
"z[107,2]",-0.665,0.889,-2.075,0.85,1.001,2539
"z[108,2]",0.037,0.874,-1.385,1.491,1,5088
"z[109,2]",-0.488,0.888,-1.895,1.032,1.001,2262
"z[110,2]",-0.544,0.883,-1.908,0.989,1.001,2176
"z[111,2]",-0.089,0.912,-1.511,1.452,1.003,2075
"z[112,2]",0.251,1.16,-1.68,2.108,1.007,447
"z[113,2]",-0.072,0.94,-1.581,1.487,1.001,4112
"z[114,2]",0.248,0.92,-1.301,1.744,1.002,2185
"z[115,2]",0.398,0.978,-1.264,1.938,1.005,1108
"z[116,2]",0.326,0.925,-1.213,1.854,1.001,6175
"z[117,2]",0.103,0.962,-1.546,1.597,1.003,1592
"z[118,2]",0.005,0.926,-1.579,1.471,1,7188
"z[119,2]",-0.134,0.842,-1.493,1.294,1,4832
"z[120,2]",0.238,0.819,-1.121,1.581,1,7330
"z[121,2]",-0.553,0.883,-1.958,0.966,1.002,1582
"z[122,2]",-0.063,0.946,-1.665,1.455,1.001,2582
"z[123,2]",-0.347,0.854,-1.726,1.075,1,4099
"z[124,2]",0.137,0.913,-1.391,1.579,1.002,1687
"z[125,2]",0.122,0.961,-1.481,1.661,1.001,2894
"z[126,2]",0.013,0.989,-1.608,1.656,1.002,1235
"z[127,2]",-0.168,0.918,-1.663,1.356,1.001,4783
"z[128,2]",0.337,0.889,-1.113,1.817,1.001,5627
"z[129,2]",0.286,0.921,-1.238,1.849,1.001,7549
"z[130,2]",-0.494,0.872,-1.908,0.963,1,6462
"z[131,2]",0.12,0.911,-1.429,1.565,1.004,902
"z[132,2]",-0.199,0.847,-1.605,1.214,1,6860
"z[133,2]",-0.056,0.857,-1.43,1.399,1,6274
"z[134,2]",0.037,0.826,-1.336,1.387,1,8081
"z[135,2]",0.165,0.83,-1.221,1.547,1.001,7362
"z[136,2]",0.113,0.847,-1.247,1.497,1,8090
"z[137,2]",-0.035,0.917,-1.56,1.442,1,3169
"z[138,2]",-0.012,0.905,-1.53,1.432,1.001,2494
"z[139,2]",-0.027,0.852,-1.441,1.359,1.001,4713
"z[140,2]",0.022,0.862,-1.385,1.448,1.001,8415
"z[141,2]",-0.599,1.134,-2.318,1.338,1.008,490
"z[142,2]",-0.759,1.06,-2.438,1.019,1.001,3102
"z[143,2]",-0.409,1.042,-2.015,1.366,1.005,799
"z[144,2]",-0.302,0.976,-1.844,1.372,1.003,1379
"z[145,2]",-0.818,1.166,-2.578,1.218,1.003,1190
"z[146,2]",-0.269,0.915,-1.756,1.268,1.001,3847
"z[147,2]",0.225,1.012,-1.52,1.807,1.003,871
"z[148,2]",0.647,0.89,-0.883,2.064,1.001,2678
