parameter,mean,sd,q05,q95,rhat,ess
"mu_y[1619,1]",4.786,1.123,2.911,6.608,1,8261
"mu_y[1620,1]",1.919,0.872,0.498,3.361,1,8448
"mu_y[1621,1]",2.179,1.155,0.268,4.1,1,8769
"mu_y[1622,1]",2.463,0.727,1.283,3.665,1,7859
"mu_y[1623,1]",3.234,0.626,2.217,4.269,1,8036
"mu_y[1624,1]",3.998,0.595,3.038,4.978,1,8195
"mu_y[1625,1]",4.757,0.643,3.701,5.83,1,8236
"mu_y[1626,1]",5.533,0.758,4.274,6.778,1,8184
"mu_y[1627,1]",7.089,1.097,5.255,8.848,1,8031
"mu_y[1628,1]",3.02,0.884,1.571,4.469,1,8710
"mu_y[1629,1]",3.345,1.011,1.697,5.02,1,9133
"mu_y[1630,1]",2.951,0.731,1.784,4.178,1,7745
"mu_y[1631,1]",3.347,0.621,2.321,4.374,1.001,7900
"mu_y[1632,1]",3.64,0.602,2.646,4.647,1,8054
"mu_y[1633,1]",4.04,0.67,2.921,5.144,1,8200
"mu_y[1634,1]",4.347,0.779,3.079,5.627,1,8179
"mu_y[1635,1]",5.027,1.115,3.197,6.84,1,8107
"mu_y[1636,1]",1.521,0.726,0.316,2.706,1.001,5880
"mu_y[1637,1]",1.217,0.626,0.193,2.229,1.001,7468
"mu_y[1638,1]",0.909,0.596,-0.091,1.871,1,8015
"mu_y[1639,1]",0.598,0.649,-0.482,1.661,1,8281
"mu_y[1640,1]",0.281,0.771,-1.009,1.556,1,8271
"mu_y[1641,1]",-0.344,1.118,-2.211,1.485,1,7689
"mu_y[1642,1]",2.421,0.734,1.226,3.611,1,8517
"mu_y[1643,1]",2.714,0.708,1.552,3.875,1,8664
"mu_y[1644,1]",2.994,0.837,1.634,4.378,1,8684
"mu_y[1645,1]",3.303,1.088,1.53,5.133,1,8582
"mu_y[1646,1]",2.179,0.805,0.868,3.504,1,7904
"mu_y[1647,1]",1.944,0.837,0.567,3.296,1,8514
"mu_y[1648,1]",1.696,1.248,-0.348,3.765,1,8716
"mu_y[1649,1]",5.201,0.859,3.798,6.605,1.001,9314
"mu_y[1650,1]",7.69,1.24,5.655,9.735,1,9148
"mu_y[1651,1]",2.8,0.771,1.538,4.071,1,8472
"mu_y[1652,1]",3.233,0.835,1.867,4.587,1,8916
"mu_y[1653,1]",3.662,1.097,1.875,5.446,1,8866
"mu_y[1654,1]",3.849,0.733,2.662,5.045,1,7438
"mu_y[1655,1]",4.519,0.613,3.534,5.529,1,7906
"mu_y[1656,1]",4.997,0.602,4.026,5.996,1,8029
"mu_y[1657,1]",5.385,0.644,4.332,6.446,1,8024
"mu_y[1658,1]",5.934,0.764,4.67,7.191,1,7853
"mu_y[1659,1]",7.022,1.12,5.189,8.851,1,7542
"mu_y[1660,1]",3.283,0.71,2.108,4.448,1,7973
"mu_y[1661,1]",4.266,0.619,3.239,5.288,1,8539
"mu_y[1662,1]",5.172,0.605,4.182,6.172,1,8350
"mu_y[1663,1]",6.083,0.662,5.02,7.167,1,8138
"mu_y[1664,1]",7.097,0.791,5.814,8.403,1,7991
"mu_y[1665,1]",8.924,1.117,7.096,10.76,1,7915
"mu_y[1666,1]",3.888,0.715,2.699,5.067,1,7156
"mu_y[1667,1]",5.287,0.606,4.298,6.285,1,7538
"mu_y[1668,1]",6.371,0.59,5.401,7.337,1,7936
"mu_y[1669,1]",7.575,0.647,6.504,8.647,1,7985
"mu_y[1670,1]",8.747,0.763,7.489,10.008,1.001,7980
"mu_y[1671,1]",11.196,1.107,9.399,13.029,1,7936
"mu_y[1672,1]",1.895,0.702,0.741,3.042,1.001,7598
"mu_y[1673,1]",2.064,0.613,1.047,3.058,1,7712
"mu_y[1674,1]",2.27,0.591,1.284,3.242,1,8126
"mu_y[1675,1]",2.456,0.661,1.358,3.547,1.001,8127
"mu_y[1676,1]",2.614,0.769,1.352,3.889,1,8139
"mu_y[1677,1]",2.972,1.107,1.173,4.792,1.001,8182
"mu_y[1678,1]",4.709,0.737,3.462,5.894,1,7448
"mu_y[1679,1]",5.948,0.642,4.877,6.999,1,8305
"mu_y[1680,1]",6.938,0.68,5.82,8.066,1.001,8445
"mu_y[1681,1]",8.136,0.843,6.728,9.528,1.002,8315
"mu_y[1682,1]",9.108,1.03,7.397,10.801,1.002,8233
"mu_y[1683,1]",3.097,0.776,1.813,4.35,1,8260
"mu_y[1684,1]",3.81,0.847,2.436,5.2,1,8748
"mu_y[1685,1]",4.432,1.088,2.684,6.195,1,8697
"mu_y[1686,1]",6.13,0.886,4.678,7.611,1,7468
"mu_y[1687,1]",9.765,1.277,7.626,11.841,1,9132
"mu_y[1688,1]",1.445,0.789,0.132,2.713,1.001,6646
"mu_y[1689,1]",1.311,0.699,0.146,2.487,1,7720
"mu_y[1690,1]",1.247,0.776,-0.061,2.527,1,7977
"mu_y[1691,1]",1.055,1.273,-1.044,3.136,1,7341
"mu_y[1692,1]",1.288,0.721,0.135,2.481,1,8277
"mu_y[1693,1]",1.248,0.633,0.211,2.291,1,8107
"mu_y[1694,1]",1.221,0.652,0.152,2.301,1,8033
"mu_y[1695,1]",1.184,0.771,-0.072,2.459,1,8055
"mu_y[1696,1]",1.113,1.163,-0.799,3.02,1.001,8194
"mu_y[1697,1]",3.42,0.867,1.995,4.835,1,9261
"mu_y[1698,1]",3.795,1.1,1.993,5.59,1,9229
"mu_y[1699,1]",2.752,0.742,1.54,3.987,1,6747
"mu_y[1700,1]",2.745,0.657,1.665,3.831,1.001,7345
"mu_y[1701,1]",2.728,0.683,1.609,3.834,1,8171
"mu_y[1702,1]",2.72,0.802,1.396,4.025,1,8060
"mu_y[1703,1]",2.705,1.12,0.849,4.544,1,7776
"mu_y[1704,1]",4.826,0.775,3.551,6.099,1,8263
"mu_y[1705,1]",5.52,0.835,4.133,6.865,1,8380
"mu_y[1706,1]",6.169,1.076,4.404,7.919,1,8447
"mu_y[1707,1]",3.43,0.72,2.236,4.603,1.001,6023
"mu_y[1708,1]",4.032,0.633,2.971,5.066,1.001,7293
"mu_y[1709,1]",4.658,0.672,3.548,5.753,1,8051
"mu_y[1710,1]",5.288,0.826,3.916,6.662,1,8086
"mu_y[1711,1]",5.893,1.036,4.193,7.617,1,8028
"mu_y[1712,1]",3.263,0.885,1.836,4.695,1,9139
"mu_y[1713,1]",3.607,1.107,1.793,5.399,1,9001
"mu_y[1714,1]",4.631,0.741,3.418,5.862,1.001,8382
"mu_y[1715,1]",5.611,0.688,4.48,6.744,1,8394
"mu_y[1716,1]",6.685,0.756,5.457,7.927,1,8599
"mu_y[1717,1]",9.149,1.23,7.164,11.18,1,8514
"mu_y[1718,1]",2.578,0.747,1.346,3.773,1.001,7443
"mu_y[1719,1]",3.424,0.71,2.255,4.597,1.001,7816
"mu_y[1720,1]",4.273,0.858,2.845,5.687,1,8701
"mu_y[1721,1]",4.998,1.078,3.194,6.774,1,8597
"mu_y[1722,1]",2.499,0.73,1.294,3.675,1,7968
"mu_y[1723,1]",2.669,0.692,1.524,3.814,1,7816
"mu_y[1724,1]",2.841,0.824,1.506,4.198,1,8041
"mu_y[1725,1]",3.017,1.072,1.279,4.781,1,8296
"mu_y[1726,1]",2.784,0.844,1.435,4.221,1,5867
"mu_y[1727,1]",2.141,0.96,0.579,3.71,1,8241
"mu_y[1728,1]",1.944,1.156,0.059,3.823,1.001,8184
"mu_y[1729,1]",2.317,0.774,1.057,3.603,1,8844
"mu_y[1730,1]",2.603,0.85,1.205,3.978,1,9188
"mu_y[1731,1]",2.848,1.09,1.066,4.668,1,9141
"mu_y[1732,1]",2.319,0.784,1.028,3.6,1,8393
"mu_y[1733,1]",2.729,0.688,1.598,3.843,1,8049
"mu_y[1734,1]",3.142,0.858,1.748,4.539,1,7806
"mu_y[1735,1]",3.558,1.189,1.61,5.513,1,7835
"mu_y[1736,1]",1.237,0.883,-0.199,2.682,1,8689
"mu_y[1737,1]",1.032,1.102,-0.736,2.832,1,8621
"mu_y[1738,1]",7.145,0.897,5.668,8.62,1,6967
"mu_y[1739,1]",8.681,1.113,6.841,10.48,1,9412
"mu_y[1740,1]",2.254,0.754,1.016,3.498,1,9144
"mu_y[1741,1]",2.219,0.836,0.867,3.597,1,8751
"mu_y[1742,1]",2.188,1.078,0.424,3.968,1,8651
"mu_y[1743,1]",1.086,0.737,-0.146,2.286,1,6927
"mu_y[1744,1]",1.23,0.64,0.181,2.29,1,7216
"mu_y[1745,1]",1.387,0.603,0.412,2.4,1,7681
"mu_y[1746,1]",1.547,0.652,0.486,2.619,1.001,7992
"mu_y[1747,1]",1.697,0.762,0.442,2.948,1,7871
"mu_y[1748,1]",2.018,1.111,0.187,3.825,1,7566
"mu_y[1749,1]",2.434,0.777,1.151,3.737,1,8422
"mu_y[1750,1]",2.498,0.692,1.363,3.638,1,8161
"mu_y[1751,1]",2.565,0.869,1.143,3.977,1,7953
"mu_y[1752,1]",2.635,1.222,0.64,4.647,1,7998
"mu_y[1753,1]",1.79,0.753,0.531,2.985,1,8306
"mu_y[1754,1]",2.388,0.633,1.341,3.422,1,8089
"mu_y[1755,1]",2.673,0.679,1.555,3.79,1.001,7917
"mu_y[1756,1]",2.966,0.785,1.669,4.272,1.001,7803
"mu_y[1757,1]",3.565,1.108,1.728,5.375,1,7698
"mu_y[1758,1]",3.932,0.711,2.759,5.105,1.001,8290
"mu_y[1759,1]",4.201,0.719,2.99,5.392,1.001,8058
"mu_y[1760,1]",4.505,0.857,3.07,5.916,1.001,7626
"mu_y[1761,1]",4.783,1.06,3.021,6.53,1,7302
"mu_y[1762,1]",4.089,0.797,2.782,5.435,1,6883
"mu_y[1763,1]",5.287,0.697,4.147,6.455,1,7610
"mu_y[1764,1]",6.632,0.867,5.216,8.049,1.001,7705
"mu_y[1765,1]",7.929,1.201,5.963,9.92,1.001,7642
"mu_y[1766,1]",2.31,0.891,0.838,3.747,1,9123
"mu_y[1767,1]",2.522,1.086,0.717,4.281,1,8718
"mu_y[1768,1]",3.736,0.706,2.591,4.903,1,8467
"mu_y[1769,1]",4.646,0.628,3.613,5.675,1,8348
"mu_y[1770,1]",5.664,0.669,4.558,6.759,1,8213
"mu_y[1771,1]",6.687,0.826,5.33,8.051,1,8161
"mu_y[1772,1]",7.661,1.037,5.954,9.373,1,8169
"mu_y[1773,1]",4.333,0.772,3.032,5.59,1.001,7323
"mu_y[1774,1]",5.905,0.719,4.724,7.088,1,7717
"mu_y[1775,1]",6.648,0.846,5.267,8.045,1.001,7586
"mu_y[1776,1]",7.477,1.057,5.738,9.212,1,7476
"mu_y[1777,1]",3.161,0.781,1.886,4.459,1,9159
"mu_y[1778,1]",3.662,0.827,2.3,5.019,1,9156
"mu_y[1779,1]",4.398,1.132,2.539,6.232,1,8727
"mu_y[1780,1]",5.864,0.823,4.497,7.196,1.002,4800
"mu_y[1781,1]",7.654,0.719,6.473,8.819,1,6519
"mu_y[1782,1]",11.272,0.936,9.71,12.803,1.001,7544
"mu_y[1783,1]",12.956,1.164,11.043,14.878,1.001,6559
"mu_y[1784,1]",2.311,0.75,1.058,3.505,1,7476
"mu_y[1785,1]",3.12,0.692,1.972,4.244,1,7581
"mu_y[1786,1]",3.805,0.737,2.607,5.015,1,7716
"mu_y[1787,1]",6.063,1.276,3.969,8.139,1,7726
"mu_y[1788,1]",1.727,0.761,0.428,2.928,1,5831
"mu_y[1789,1]",2.341,0.648,1.247,3.396,1.001,7084
"mu_y[1790,1]",2.92,0.671,1.819,4.018,1.001,7999
"mu_y[1791,1]",3.551,0.828,2.183,4.901,1.001,8068
"mu_y[1792,1]",4.116,1.036,2.417,5.805,1.001,7988
"mu_y[1793,1]",1.482,0.751,0.236,2.717,1,7312
"mu_y[1794,1]",1.246,0.66,0.141,2.312,1,7878
"mu_y[1795,1]",0.775,0.698,-0.384,1.921,1,8021
"mu_y[1796,1]",0.561,0.805,-0.757,1.885,1,7953
"mu_y[1797,1]",0.092,1.14,-1.742,2.003,1,7887
"mu_y[1798,1]",1.851,0.724,0.619,3.019,1,7983
"mu_y[1799,1]",2.39,0.623,1.374,3.408,1,7982
"mu_y[1800,1]",2.898,0.596,1.924,3.888,1,8000
"mu_y[1801,1]",3.461,0.653,2.399,4.553,1,7800
"mu_y[1802,1]",3.974,0.768,2.73,5.259,1,7576
"mu_y[1803,1]",5.086,1.127,3.237,6.958,1.001,7335
"mu_y[1804,1]",1.136,0.856,-0.289,2.519,1,8972
"mu_y[1805,1]",0.575,1.248,-1.462,2.628,1,9430
"mu_y[1806,1]",2.328,0.81,0.991,3.665,1,7875
"mu_y[1807,1]",2.814,0.777,1.562,4.132,1,8554
"mu_y[1808,1]",3.838,1.401,1.535,6.081,1,8161
"mu_y[1809,1]",2.611,0.728,1.441,3.818,1,7692
"mu_y[1810,1]",2.497,0.642,1.452,3.553,1,8066
"mu_y[1811,1]",2.409,0.67,1.313,3.53,1,8227
"mu_y[1812,1]",2.277,0.847,0.896,3.663,1,8274
"mu_y[1813,1]",2.175,1.047,0.43,3.891,1,8268
"mu_y[1814,1]",1.518,0.72,0.339,2.677,1,7749
"mu_y[1815,1]",1.435,0.625,0.403,2.444,1.001,7654
"mu_y[1816,1]",1.343,0.599,0.35,2.323,1.001,7590
"mu_y[1817,1]",1.261,0.655,0.179,2.338,1.001,7610
"mu_y[1818,1]",1.175,0.776,-0.109,2.453,1.001,7840
"mu_y[1819,1]",1.006,1.114,-0.825,2.842,1.001,7975
"mu_y[1820,1]",4.174,0.761,2.915,5.43,1,8193
"mu_y[1821,1]",4.918,0.872,3.482,6.341,1,8139
"mu_y[1822,1]",5.631,1.11,3.809,7.459,1,8058
"mu_y[1823,1]",5.718,0.75,4.493,6.949,1,8012
"mu_y[1824,1]",6.89,0.659,5.804,7.972,1,8146
"mu_y[1825,1]",7.948,0.651,6.858,9.006,1,7992
"mu_y[1826,1]",10.136,0.848,8.734,11.525,1.001,7851
"mu_y[1827,1]",12.222,1.183,10.27,14.166,1.001,7873
"mu_y[1828,1]",2.917,0.809,1.566,4.234,1,7083
"mu_y[1829,1]",3.484,0.919,1.977,4.98,1,8989
"mu_y[1830,1]",3.753,1.152,1.855,5.645,1,8872
"mu_y[1831,1]",2.03,0.769,0.759,3.312,1,8855
"mu_y[1832,1]",1.628,0.834,0.247,3.005,1,9001
"mu_y[1833,1]",1.234,1.098,-0.559,3.063,1,8894
"mu_y[1834,1]",2.887,0.714,1.741,4.087,1,7169
"mu_y[1835,1]",2.961,0.617,1.963,3.988,1,7320
"mu_y[1836,1]",3.042,0.588,2.088,4.017,1,8082
"mu_y[1837,1]",3.115,0.641,2.072,4.172,1,8249
"mu_y[1838,1]",3.195,0.766,1.937,4.458,1,8224
"mu_y[1839,1]",3.346,1.103,1.519,5.185,1,7965
"mu_y[1840,1]",2.163,0.75,0.906,3.415,1,8391
"mu_y[1841,1]",2.236,0.691,1.11,3.38,1,8353
"mu_y[1842,1]",2.373,0.907,0.873,3.84,1,8062
"mu_y[1843,1]",2.438,1.106,0.606,4.232,1,7997
"mu_y[1844,1]",4.991,0.779,3.722,6.277,1.001,6738
"mu_y[1845,1]",6.36,0.832,4.983,7.722,1.001,8719
"mu_y[1846,1]",7.862,1.107,6.038,9.656,1.001,8762
"mu_y[1847,1]",5.208,0.876,3.781,6.654,1.001,8893
"mu_y[1848,1]",6.423,1.113,4.601,8.253,1,9097
"mu_y[1849,1]",2.96,0.766,1.703,4.24,1,8678
"mu_y[1850,1]",3.574,0.846,2.173,4.956,1,8324
"mu_y[1851,1]",4.096,1.089,2.312,5.905,1,8535
"mu_y[1852,1]",5.61,0.908,4.137,7.096,1.001,8840
"mu_y[1853,1]",6.51,1.167,4.619,8.425,1.001,8834
"mu_y[1854,1]",5.168,0.925,3.632,6.704,1,8898
"mu_y[1855,1]",6.096,1.156,4.18,8.011,1,8901
"mu_y[1856,1]",0.755,0.869,-0.697,2.172,1.001,8225
"mu_y[1857,1]",0.456,1.09,-1.344,2.237,1,8281
"mu_y[1858,1]",1.077,0.827,-0.275,2.445,1,7874
"mu_y[1859,1]",0.575,0.962,-1.016,2.161,1,8072
"mu_y[1860,1]",0.424,1.15,-1.47,2.331,1,8041
"mu_y[1861,1]",7.169,0.806,5.83,8.485,1,7760
"mu_y[1862,1]",10.054,0.792,8.745,11.347,1,8175
"mu_y[1863,1]",15.87,1.262,13.806,17.961,1,7378
"mu_y[1864,1]",1.634,0.872,0.19,3.052,1,8366
"mu_y[1865,1]",1.192,1.4,-1.096,3.506,1.001,8656
"mu_y[1866,1]",2.537,0.796,1.237,3.831,1,8196
"mu_y[1867,1]",3.184,0.835,1.8,4.572,1.001,8467
"mu_y[1868,1]",3.867,1.252,1.811,5.926,1,8456
"mu_y[1869,1]",3.629,0.784,2.343,4.925,1,8012
"mu_y[1870,1]",4.599,0.854,3.213,5.986,1,9160
"mu_y[1871,1]",5.443,1.093,3.67,7.189,1,9246
"mu_y[1872,1]",1.758,0.739,0.534,2.972,1,8106
"mu_y[1873,1]",1.779,0.716,0.588,2.969,1,8430
"mu_y[1874,1]",1.794,0.829,0.43,3.175,1,8377
"mu_y[1875,1]",1.813,1.072,0.042,3.598,1,8324
"mu_y[1876,1]",2.014,0.712,0.832,3.173,1,7439
"mu_y[1877,1]",2.105,0.724,0.906,3.284,1,8263
"mu_y[1878,1]",2.196,0.863,0.785,3.609,1,8160
"mu_y[1879,1]",2.289,1.084,0.524,4.054,1,7780
"mu_y[1880,1]",1.895,0.751,0.662,3.106,1.001,6363
"mu_y[1881,1]",1.638,0.651,0.555,2.704,1,8234
"mu_y[1882,1]",1.384,0.679,0.259,2.499,1,8136
"mu_y[1883,1]",1.137,0.816,-0.197,2.488,1,7971
"mu_y[1884,1]",0.878,1.028,-0.793,2.578,1,7853
"mu_y[1885,1]",1.384,0.722,0.184,2.581,1,8001
"mu_y[1886,1]",1.147,0.612,0.134,2.151,1,7938
"mu_y[1887,1]",0.967,0.597,-0.008,1.948,1,7993
"mu_y[1888,1]",0.71,0.688,-0.422,1.854,1,8224
"mu_y[1889,1]",0.596,0.76,-0.66,1.853,1,8321
"mu_y[1890,1]",0.207,1.087,-1.583,2.005,1,8364
"mu_y[1891,1]",2.197,0.729,0.972,3.368,1.001,4234
"mu_y[1892,1]",2.931,0.625,1.885,3.95,1.001,5340
"mu_y[1893,1]",3.736,0.593,2.773,4.719,1,6745
"mu_y[1894,1]",4.499,0.652,3.427,5.595,1,7762
"mu_y[1895,1]",5.341,0.795,4.057,6.667,1,7767
"mu_y[1896,1]",6.727,1.122,4.884,8.571,1,7476
"mu_y[1897,1]",4.952,0.872,3.531,6.384,1,9611
"mu_y[1898,1]",6.055,1.104,4.258,7.869,1,9306
"mu_y[1899,1]",3.069,0.956,1.492,4.642,1,8504
"mu_y[1900,1]",3.471,1.184,1.505,5.42,1,8409
"mu_y[1901,1]",5.999,0.751,4.8,7.249,1,8109
"mu_y[1902,1]",7.246,0.659,6.181,8.33,1,7952
"mu_y[1903,1]",8.579,0.691,7.446,9.73,1,8029
"mu_y[1904,1]",9.876,0.836,8.499,11.259,1,8073
"mu_y[1905,1]",11.216,1.055,9.47,12.968,1,8082
"mu_y[1906,1]",4.415,0.754,3.157,5.632,1,6839
"mu_y[1907,1]",6.247,0.702,5.104,7.423,1,8054
"mu_y[1908,1]",7.934,0.825,6.593,9.301,1,8027
"mu_y[1909,1]",9.843,1.093,8.059,11.633,1,7536
"mu_y[1910,1]",1.195,0.907,-0.277,2.686,1.001,7851
"mu_y[1911,1]",0.52,1.284,-1.576,2.614,1,7589
"mu_y[1912,1]",1.171,0.782,-0.119,2.433,1,9035
"mu_y[1913,1]",1.296,0.842,-0.091,2.676,1,9122
"mu_y[1914,1]",1.429,1.109,-0.415,3.257,1,9000
"mu_y[1915,1]",1.347,0.753,0.099,2.574,1,7748
"mu_y[1916,1]",1.137,0.698,-0.008,2.277,1,8010
"mu_y[1917,1]",0.915,0.78,-0.371,2.209,1,8127
"mu_y[1918,1]",0.488,1.198,-1.46,2.462,1,8104
"mu_y[1919,1]",4.542,0.784,3.267,5.833,1,8556
"mu_y[1920,1]",5.979,0.841,4.602,7.374,1,8421
"mu_y[1921,1]",7.473,1.097,5.663,9.273,1,8452
"mu_y[1922,1]",1.539,0.916,0.007,3.051,1,7473
"mu_y[1923,1]",1.104,1.3,-1.039,3.227,1,7185
"mu_y[1924,1]",1.677,0.72,0.481,2.855,1,7354
"mu_y[1925,1]",1.523,0.622,0.49,2.538,1,7430
"mu_y[1926,1]",1.37,0.589,0.392,2.328,1,7812
"mu_y[1927,1]",1.204,0.637,0.15,2.268,1,7956
"mu_y[1928,1]",1.062,0.737,-0.163,2.296,1.001,7952
"mu_y[1929,1]",0.671,1.15,-1.219,2.573,1.001,7994
"mu_y[1930,1]",3.219,0.709,2.023,4.383,1,7068
"mu_y[1931,1]",3.423,0.649,2.353,4.498,1,7337
"mu_y[1932,1]",3.628,0.674,2.516,4.737,1,7586
"mu_y[1933,1]",3.834,0.776,2.561,5.119,1,7641
"mu_y[1934,1]",4.273,1.142,2.42,6.185,1,7502
"mu_y[1935,1]",1.6,0.734,0.391,2.782,1.001,8260
"mu_y[1936,1]",1.364,0.688,0.223,2.489,1,8151
"mu_y[1937,1]",1.07,0.823,-0.269,2.43,1,8448
"mu_y[1938,1]",0.775,1.095,-1.012,2.604,1,8496
"mu_y[1939,1]",6.046,0.819,4.704,7.412,1.001,7257
"mu_y[1940,1]",10.314,0.841,8.941,11.688,1,8533
"mu_y[1941,1]",14.749,1.274,12.666,16.836,1,8064
"mu_y[1942,1]",5.113,0.771,3.858,6.414,1,8322
"mu_y[1943,1]",6.095,0.832,4.71,7.455,1,8621
"mu_y[1944,1]",7.198,1.119,5.36,9.019,1,8476
"mu_y[1945,1]",2.589,0.764,1.345,3.873,1,8917
"mu_y[1946,1]",2.68,0.842,1.304,4.087,1,8195
"mu_y[1947,1]",2.76,1.087,0.998,4.568,1,8095
"mu_y[1948,1]",1.478,0.723,0.301,2.649,1,8070
"mu_y[1949,1]",1.229,0.727,0.046,2.425,1,7939
"mu_y[1950,1]",0.96,0.871,-0.464,2.401,1,7968
"mu_y[1951,1]",0.733,1.065,-1.008,2.494,1,8029
"mu_y[1952,1]",1.462,0.717,0.287,2.631,1.001,8149
"mu_y[1953,1]",1.121,0.61,0.102,2.111,1,8183
"mu_y[1954,1]",0.834,0.585,-0.122,1.801,1,8161
"mu_y[1955,1]",0.53,0.632,-0.504,1.576,1,8085
"mu_y[1956,1]",0.199,0.752,-1.033,1.445,1,8007
"mu_y[1957,1]",-0.422,1.083,-2.213,1.352,1,7935
"mu_y[1958,1]",1.724,0.717,0.574,2.919,1,7874
"mu_y[1959,1]",1.379,0.608,0.399,2.379,1.001,7821
"mu_y[1960,1]",1.136,0.59,0.173,2.105,1.001,7884
"mu_y[1961,1]",0.837,0.642,-0.223,1.896,1,7931
"mu_y[1962,1]",0.399,0.83,-0.96,1.77,1,7575
"mu_y[1963,1]",-0.047,1.091,-1.824,1.764,1,7472
"mu_y[1964,1]",3.844,0.77,2.586,5.121,1,6539
"mu_y[1965,1]",3.74,0.708,2.576,4.897,1,7365
"mu_y[1966,1]",3.615,0.749,2.383,4.841,1,8027
"mu_y[1967,1]",3.266,1.306,1.118,5.424,1,8174
"mu_y[1968,1]",7.565,0.787,6.297,8.871,1,8732
"mu_y[1969,1]",9.663,0.836,8.287,11.033,1,8917
"mu_y[1970,1]",12.099,1.114,10.258,13.923,1,8824
"mu_y[1971,1]",1.772,0.737,0.591,2.998,1.001,6947
"mu_y[1972,1]",1.63,0.654,0.568,2.709,1.001,7467
"mu_y[1973,1]",1.483,0.656,0.391,2.565,1,8056
"mu_y[1974,1]",1.341,0.742,0.135,2.569,1,8198
"mu_y[1975,1]",0.927,1.251,-1.117,2.951,1,8050
"mu_y[1976,1]",2.864,0.864,1.47,4.293,1,9012
"mu_y[1977,1]",3.238,1.107,1.443,5.042,1,9399
"mu_y[1978,1]",1.961,0.713,0.773,3.139,1.001,7985
"mu_y[1979,1]",1.869,0.622,0.843,2.894,1.001,8168
"mu_y[1980,1]",1.777,0.6,0.787,2.766,1.001,8391
"mu_y[1981,1]",1.68,0.66,0.588,2.754,1,8520
"mu_y[1982,1]",1.58,0.788,0.303,2.876,1,8496
"mu_y[1983,1]",1.396,1.122,-0.434,3.245,1,8359
"mu_y[1984,1]",1.445,0.709,0.281,2.605,1,7356
"mu_y[1985,1]",1.363,0.615,0.354,2.376,1,8009
"mu_y[1986,1]",1.275,0.591,0.318,2.25,1,8033
"mu_y[1987,1]",1.185,0.656,0.112,2.265,1,7886
"mu_y[1988,1]",1.103,0.775,-0.145,2.375,1,7812
"mu_y[1989,1]",0.935,1.116,-0.866,2.802,1,7874
"mu_y[1990,1]",2.55,0.773,1.28,3.794,1,9188
"mu_y[1991,1]",2.943,0.829,1.575,4.273,1,9189
"mu_y[1992,1]",3.357,1.09,1.564,5.14,1,9025
"mu_y[1993,1]",2.428,0.758,1.195,3.68,1,8937
"mu_y[1994,1]",2.842,0.83,1.496,4.237,1,9326
"mu_y[1995,1]",3.257,1.096,1.468,5.032,1,9192
"mu_y[1996,1]",2.975,0.793,1.679,4.266,1,8605
"mu_y[1997,1]",3.408,0.799,2.09,4.711,1,9080
"mu_y[1998,1]",4.275,1.227,2.267,6.258,1,8693
"mu_y[1999,1]",2.221,0.768,0.934,3.476,1.001,8089
"mu_y[2000,1]",2.098,0.641,1.06,3.151,1,8028
"mu_y[2001,1]",2.036,0.689,0.91,3.173,1,7857
"mu_y[2002,1]",1.976,0.797,0.656,3.292,1,7710
"mu_y[2003,1]",1.857,1.114,0.034,3.669,1,7411
"mu_y[2004,1]",2.056,0.773,0.782,3.312,1,8870
"mu_y[2005,1]",1.93,0.836,0.549,3.29,1,9066
"mu_y[2006,1]",1.786,1.125,-0.064,3.634,1,8513
"mu_y[2007,1]",5.662,0.884,4.215,7.128,1,8830
"mu_y[2008,1]",7.19,1.12,5.381,9.037,1,8834
"mu_y[2009,1]",3.494,0.878,2.066,4.965,1,9054
"mu_y[2010,1]",4.115,1.144,2.264,6.012,1,8958
"mu_y[2011,1]",3.629,0.781,2.33,4.917,1.001,8734
"mu_y[2012,1]",4.278,0.837,2.898,5.664,1.001,8755
"mu_y[2013,1]",4.977,1.106,3.149,6.779,1.001,8594
"mu_y[2014,1]",5.719,0.881,4.267,7.166,1,8439
"mu_y[2015,1]",7.15,1.121,5.314,8.983,1,8404
"mu_y[2016,1]",2.913,0.768,1.655,4.161,1,8064
"mu_y[2017,1]",3.315,0.851,1.917,4.725,1,8881
"mu_y[2018,1]",3.591,1.056,1.852,5.334,1.001,8884
"mu_y[2019,1]",1.885,0.765,0.651,3.169,1,9037
"mu_y[2020,1]",1.688,0.811,0.366,3.01,1,9104
"mu_y[2021,1]",1.407,1.155,-0.488,3.262,1,8812
"mu_y[2022,1]",1.837,0.77,0.561,3.096,1.001,8945
"mu_y[2023,1]",1.711,0.837,0.35,3.112,1,8836
"mu_y[2024,1]",1.569,1.149,-0.313,3.479,1,8825
"mu_y[2025,1]",1.599,0.792,0.289,2.89,1,8429
"mu_y[2026,1]",2.338,0.741,1.128,3.558,1,8144
"mu_y[2027,1]",2.638,0.869,1.223,4.061,1,8051
"mu_y[2028,1]",2.957,1.061,1.242,4.674,1,8004
"mu_y[2029,1]",7.969,0.968,6.385,9.558,1,7959
"mu_y[2030,1]",11.029,1.625,8.356,13.733,1,7910
"mu_y[2031,1]",4.662,0.987,3,6.271,1,8505
"mu_y[2032,1]",4.867,1.43,2.539,7.224,1,8648
"mu_y[2033,1]",7.162,0.908,5.69,8.672,1,7890
"mu_y[2034,1]",8.201,0.962,6.61,9.773,1,8209
"mu_y[2035,1]",9.341,1.45,6.936,11.714,1,8096
