parameter,mean,sd,q05,q95,rhat,ess
"beta[77,2]",0.172,0.222,-0.198,0.525,1.001,5341
"beta[78,2]",0.101,0.175,-0.177,0.397,1.002,2049
"beta[79,2]",0,0.166,-0.298,0.245,1.001,3831
"beta[80,2]",0.135,0.148,-0.103,0.381,1.001,8005
"beta[81,2]",0.054,0.15,-0.191,0.297,1,7518
"beta[82,2]",0.005,0.161,-0.28,0.252,1.001,1289
"beta[83,2]",0.029,0.157,-0.237,0.279,1,8559
"beta[84,2]",0.095,0.15,-0.126,0.369,1,3336
"beta[85,2]",0.1,0.147,-0.14,0.336,1.002,2562
"beta[86,2]",0.103,0.16,-0.16,0.367,1,8684
"beta[87,2]",0.056,0.153,-0.199,0.305,1.002,4443
"beta[88,2]",0.242,0.154,0.011,0.511,1.001,4477
"beta[89,2]",0.033,0.146,-0.202,0.277,1,7745
"beta[90,2]",0.137,0.171,-0.16,0.409,1.001,5187
"beta[91,2]",0.08,0.18,-0.207,0.373,1.001,7329
"beta[92,2]",0.035,0.137,-0.195,0.249,1,8280
"beta[93,2]",-0.012,0.14,-0.257,0.196,1,6394
"beta[94,2]",-0.008,0.162,-0.299,0.226,1.001,3271
"beta[95,2]",0.027,0.142,-0.209,0.26,1,7352
"beta[96,2]",0.043,0.166,-0.236,0.308,1.001,3630
"beta[97,2]",-0.038,0.162,-0.326,0.2,1.001,3636
"beta[98,2]",0.134,0.164,-0.113,0.424,1.001,6896
"beta[99,2]",0.011,0.155,-0.26,0.243,1,3269
"beta[100,2]",0.289,0.169,0.028,0.575,1,3723
"beta[101,2]",0.181,0.162,-0.063,0.466,1.001,2614
"beta[102,2]",0.047,0.138,-0.176,0.278,1,7552
"beta[103,2]",0.021,0.14,-0.207,0.251,1,6929
"beta[104,2]",-0.008,0.16,-0.278,0.237,1.001,7162
"beta[105,2]",0.132,0.139,-0.092,0.365,1,7497
"beta[106,2]",-0.049,0.143,-0.291,0.164,1,3444
"beta[107,2]",-0.069,0.146,-0.322,0.145,1.001,4251
"beta[108,2]",0.183,0.167,-0.079,0.469,1.002,2444
"beta[109,2]",-0.011,0.159,-0.291,0.222,1,4588
"beta[110,2]",-0.06,0.151,-0.332,0.156,1.001,3810
"beta[111,2]",0.056,0.164,-0.201,0.337,1.001,5478
"beta[112,2]",-0.007,0.163,-0.289,0.243,1.001,6039
"beta[113,2]",0.098,0.182,-0.2,0.395,1,7637
"beta[114,2]",0.072,0.177,-0.221,0.364,1.001,8126
"beta[115,2]",0.098,0.176,-0.195,0.387,1,8899
"beta[116,2]",0.166,0.191,-0.13,0.498,1,4925
"beta[117,2]",0.028,0.175,-0.265,0.307,1,8282
"beta[118,2]",0.061,0.186,-0.246,0.367,1,6849
"beta[119,2]",0.061,0.142,-0.167,0.294,1.001,3444
"beta[120,2]",0.128,0.138,-0.075,0.374,1.001,4930
"beta[121,2]",-0.043,0.147,-0.295,0.187,1,6262
"beta[122,2]",-0.005,0.18,-0.319,0.266,1,7962
"beta[123,2]",-0.058,0.148,-0.308,0.169,1,6570
"beta[124,2]",-0.052,0.169,-0.34,0.205,1,5426
"beta[125,2]",0.033,0.198,-0.293,0.356,1.001,3512
"beta[126,2]",0.134,0.152,-0.11,0.385,1.001,4178
"beta[127,2]",0.018,0.178,-0.273,0.311,1,7890
"beta[128,2]",0.261,0.186,-0.013,0.594,1,4540
"beta[129,2]",0.194,0.187,-0.087,0.516,1,8263
"beta[130,2]",-0.012,0.154,-0.279,0.229,1.002,2575
"beta[131,2]",-0.011,0.141,-0.25,0.209,1.001,7351
"beta[132,2]",-0.067,0.147,-0.329,0.147,1,4361
"beta[133,2]",0.179,0.166,-0.088,0.456,1,4269
"beta[134,2]",0.039,0.142,-0.197,0.27,1.001,6517
"beta[135,2]",0.118,0.168,-0.151,0.406,1.001,1578
"beta[136,2]",0.085,0.149,-0.159,0.333,1,9206
"beta[137,2]",-0.041,0.165,-0.323,0.215,1,8162
"beta[138,2]",-0.015,0.168,-0.306,0.251,1,5252
"beta[139,2]",0.063,0.155,-0.195,0.309,1,6743
"beta[140,2]",0.051,0.15,-0.195,0.295,1,7630
"beta[141,2]",0.075,0.182,-0.219,0.386,1.002,3804
"beta[142,2]",-0.095,0.155,-0.361,0.137,1,4024
"beta[143,2]",0.044,0.187,-0.268,0.346,1.001,4292
"beta[144,2]",0.063,0.181,-0.244,0.35,1.001,7237
"beta[145,2]",-0.074,0.175,-0.374,0.201,1.001,2396
"beta[146,2]",-0.01,0.183,-0.315,0.281,1.001,5646
"beta[147,2]",0.028,0.188,-0.279,0.343,1.001,8366
"beta[148,2]",0.19,0.153,-0.028,0.468,1.002,3224
"beta[149,2]",0.026,0.158,-0.239,0.275,1,6842
"beta[150,2]",0.035,0.15,-0.214,0.271,1.001,5230
"beta[151,2]",0.126,0.146,-0.095,0.386,1.001,5725
"beta[152,2]",0.049,0.155,-0.206,0.299,1.002,1464
"beta[153,2]",0.063,0.161,-0.198,0.332,1.001,2569
"beta[154,2]",0.108,0.14,-0.129,0.332,1,7558
"beta[155,2]",-0.029,0.153,-0.295,0.205,1.002,1928
"beta[156,2]",-0.003,0.154,-0.26,0.245,1.001,7754
"beta[157,2]",0.001,0.179,-0.312,0.271,1,7348
"beta[158,2]",0.129,0.16,-0.116,0.407,1,8368
"beta[159,2]",0.009,0.183,-0.301,0.292,1.001,7915
"beta[160,2]",0.022,0.153,-0.238,0.26,1,7509
"beta[161,2]",0.056,0.187,-0.256,0.357,1,5305
"beta[162,2]",-0.001,0.166,-0.288,0.26,1.001,3053
"beta[163,2]",0.077,0.14,-0.14,0.313,1,7427
"beta[164,2]",0,0.171,-0.289,0.271,1.001,3997
"beta[165,2]",-0.012,0.152,-0.272,0.221,1.001,2305
"beta[166,2]",0.179,0.162,-0.067,0.46,1.001,2722
"beta[167,2]",0.05,0.183,-0.26,0.349,1,8883
"beta[168,2]",0.116,0.192,-0.21,0.421,1.001,2678
"beta[169,2]",0.101,0.18,-0.191,0.406,1,9249
"beta[170,2]",0.139,0.186,-0.173,0.441,1,8693
"beta[171,2]",0.039,0.158,-0.217,0.297,1.001,8926
"beta[172,2]",-0.009,0.172,-0.302,0.263,1.001,6925
"beta[173,2]",-0.039,0.17,-0.332,0.221,1.001,5457
"beta[174,2]",0.14,0.18,-0.134,0.455,1.001,5562
"beta[175,2]",0.097,0.164,-0.163,0.375,1.004,1052
"beta[176,2]",-0.008,0.149,-0.271,0.219,1,5194
"beta[177,2]",-0.059,0.145,-0.305,0.162,1,6346
"beta[178,2]",0.265,0.175,0.004,0.575,1.001,4706
"beta[179,2]",0.158,0.152,-0.067,0.426,1,5828
"beta[180,2]",0.012,0.18,-0.293,0.298,1,8874
"beta[181,2]",-0.064,0.153,-0.33,0.165,1.001,6345
"beta[182,2]",0.336,0.209,0.039,0.7,1,3889
"beta[183,2]",0.13,0.154,-0.125,0.386,1,6368
"beta[184,2]",0.025,0.144,-0.227,0.246,1,7584
"beta[185,2]",0.059,0.145,-0.19,0.29,1,7605
"beta[186,2]",0.102,0.148,-0.146,0.341,1.001,3994
"beta[187,2]",0.053,0.14,-0.176,0.279,1,6463
"beta[188,2]",0.102,0.152,-0.134,0.368,1,6089
"beta[189,2]",0.157,0.162,-0.094,0.433,1,6355
"beta[190,2]",-0.065,0.171,-0.362,0.198,1,5904
"beta[191,2]",0.079,0.193,-0.243,0.395,1.001,6810
"beta[192,2]",0.064,0.186,-0.252,0.368,1,9050
"beta[193,2]",0.054,0.156,-0.203,0.306,1.001,3525
"beta[194,2]",0.031,0.182,-0.265,0.331,1,3616
"beta[195,2]",-0.054,0.166,-0.342,0.2,1,7475
"beta[196,2]",0.032,0.156,-0.231,0.285,1,8938
"beta[197,2]",-0.026,0.177,-0.323,0.253,1.003,1219
"beta[198,2]",1.519,0.441,0.784,2.252,1,8049
"beta[199,2]",0.348,0.437,-0.363,1.07,1,8121
"beta[200,2]",0.477,0.751,-0.815,1.671,1,7463
"beta[201,2]",4.801,0.62,3.832,5.884,1.002,2514
"beta[202,2]",-0.055,0.439,-0.794,0.658,1,7086
"beta[203,2]",-0.342,0.446,-1.075,0.388,1,8005
"beta[204,2]",-0.127,0.72,-1.299,1.058,1.001,7749
"beta[205,2]",0.913,0.851,-0.502,2.301,1,8389
"beta[206,2]",-0.563,0.62,-1.582,0.437,1.001,7416
"beta[207,2]",-0.634,0.582,-1.592,0.331,1,8338
"beta[208,2]",1.475,0.605,0.455,2.458,1,5967
"beta[209,2]",0.492,0.529,-0.387,1.354,1,6895
"beta[210,2]",-0.29,0.591,-1.283,0.656,1,6471
"beta[211,2]",-0.072,0.643,-1.137,0.972,1,7950
"beta[212,2]",0.413,0.455,-0.35,1.157,1.001,6405
"beta[213,2]",0.365,0.84,-1.01,1.739,1,8286
"beta[214,2]",0.908,0.74,-0.32,2.12,1.001,6506
"beta[215,2]",0.88,0.755,-0.343,2.151,1,8738
"beta[216,2]",1.247,0.447,0.48,1.956,1,7874
"beta[217,2]",0.154,0.581,-0.806,1.092,1,7934
"beta[218,2]",1.144,0.628,0.112,2.177,1.001,7678
"beta[219,2]",0.355,0.586,-0.574,1.338,1.001,4947
"beta[220,2]",0.973,0.612,-0.045,1.96,1,5437
"beta[221,2]",1.919,0.937,0.322,3.445,1,8006
"beta[222,2]",0.547,0.585,-0.436,1.471,1,7897
"beta[223,2]",-0.355,0.526,-1.234,0.498,1,7606
"beta[224,2]",0.034,0.899,-1.432,1.495,1,9003
"beta[225,2]",-0.32,0.467,-1.081,0.465,1,6344
"beta[226,2]",0.858,0.569,-0.085,1.774,1,7072
"beta[227,2]",-0.224,0.549,-1.135,0.662,1.001,4431
"beta[228,2]",0.984,0.712,-0.186,2.154,1.001,5646
"beta[229,2]",1.71,0.718,0.528,2.877,1,7739
"beta[230,2]",1.881,0.723,0.678,3.054,1,8322
"beta[231,2]",2.312,0.466,1.566,3.103,1,5213
"beta[232,2]",1.219,0.457,0.459,1.974,1,7443
"beta[233,2]",2.675,0.458,1.935,3.453,1,6488
"beta[234,2]",-0.416,0.451,-1.166,0.308,1,6546
"beta[235,2]",1.859,0.589,0.92,2.831,1.001,6803
"beta[236,2]",1.013,0.896,-0.461,2.486,1,6941
"beta[237,2]",-0.388,0.576,-1.309,0.574,1.001,6782
"beta[238,2]",4.406,0.741,3.204,5.658,1,7288
"beta[239,2]",-0.29,0.565,-1.236,0.637,1,8243
"beta[240,2]",0.656,0.718,-0.503,1.861,1,7933
"beta[241,2]",1.192,0.712,0.023,2.347,1.001,8097
"beta[242,2]",0.899,1.1,-0.908,2.72,1,6559
"beta[243,2]",2.372,0.846,1.012,3.792,1,7473
"beta[244,2]",0.321,0.603,-0.672,1.311,1,8276
"beta[245,2]",-0.569,0.904,-2.057,0.919,1,9005
"beta[246,2]",0.115,0.628,-0.903,1.148,1,8218
"beta[247,2]",-0.454,0.572,-1.389,0.477,1,8440
"beta[248,2]",0.927,0.583,-0.037,1.872,1,7994
"beta[249,2]",-0.332,0.443,-1.069,0.384,1,7774
"beta[250,2]",0.492,0.872,-0.955,1.931,1.001,8965
"beta[251,2]",0.904,0.825,-0.439,2.239,1.001,7833
"beta[252,2]",0.17,0.778,-1.111,1.441,1.001,5638
"beta[253,2]",3.032,0.727,1.848,4.247,1,8629
"beta[254,2]",0.759,0.585,-0.204,1.703,1,8129
"beta[255,2]",4.705,0.498,3.901,5.551,1.001,6540
"beta[256,2]",1.422,0.619,0.406,2.453,1,7989
"beta[257,2]",3.302,0.736,2.099,4.528,1,7787
"beta[258,2]",0.033,0.895,-1.43,1.506,1,8263
"beta[259,2]",1.942,0.905,0.474,3.461,1,7441
"beta[260,2]",-0.369,0.728,-1.544,0.854,1.001,6671
"beta[261,2]",1.052,0.795,-0.233,2.381,1,5040
"beta[262,2]",1.076,0.582,0.121,2.043,1,6990
"beta[263,2]",1.181,0.5,0.347,1.997,1,6886
"beta[264,2]",1.017,0.466,0.252,1.785,1,8302
"beta[265,2]",1.161,0.65,0.093,2.246,1,7808
"beta[266,2]",-0.206,0.52,-1.082,0.643,1,8018
"beta[267,2]",-0.375,0.455,-1.119,0.383,1,7881
"beta[268,2]",3.082,0.958,1.515,4.682,1,7647
"beta[269,2]",0.171,0.717,-0.997,1.364,1,7185
"beta[270,2]",1.021,0.91,-0.494,2.521,1,8368
"beta[271,2]",1.072,1.066,-0.665,2.852,1,9359
"beta[272,2]",0.656,0.592,-0.284,1.641,1,6591
"beta[273,2]",5.182,0.73,4.016,6.422,1,3486
"beta[274,2]",1.778,0.741,0.525,2.975,1,6846
"beta[275,2]",2.004,0.902,0.512,3.447,1,8418
"beta[276,2]",-0.278,0.578,-1.219,0.671,1,6812
"beta[277,2]",4.165,0.637,3.124,5.202,1.001,7181
"beta[278,2]",1.73,0.43,1.026,2.441,1,8122
"beta[279,2]",2.558,0.606,1.602,3.577,1,6362
"beta[280,2]",6.165,0.826,4.789,7.529,1.001,5930
"beta[281,2]",1.177,0.53,0.307,2.058,1,8153
"beta[282,2]",0.373,0.891,-1.08,1.814,1,9037
"beta[283,2]",1.41,0.464,0.64,2.151,1.001,6229
"beta[284,2]",-0.481,0.456,-1.244,0.266,1,7442
"beta[285,2]",1.475,0.443,0.737,2.2,1.001,7657
"beta[286,2]",1.046,0.437,0.325,1.752,1,6629
"beta[287,2]",2.985,0.63,1.946,4.004,1.001,7917
"beta[288,2]",1.249,0.733,0.022,2.443,1,8208
"beta[289,2]",3.799,0.595,2.832,4.797,1,7183
"beta[290,2]",0.336,0.46,-0.421,1.084,1,5702
"beta[291,2]",1.226,1.109,-0.573,3.08,1,8473
"beta[292,2]",0.383,0.733,-0.86,1.544,1,3424
"beta[293,2]",2.015,0.6,0.974,2.966,1,5399
"beta[294,2]",1.35,0.912,-0.167,2.833,1,7465
"beta[295,2]",-0.354,0.447,-1.09,0.389,1,7937
"beta[296,2]",2.199,0.641,1.133,3.238,1,8516
"beta[297,2]",2.891,0.458,2.151,3.649,1,7445
"beta[298,2]",-0.472,0.448,-1.217,0.257,1,7772
"beta[299,2]",0.207,0.451,-0.54,0.944,1.001,5503
"beta[300,2]",3.081,0.904,1.59,4.599,1,7614
"beta[301,2]",2.281,1.125,0.46,4.145,1.001,7851
"beta[302,2]",2.522,1.128,0.626,4.356,1,9348
"beta[303,2]",-0.489,0.576,-1.437,0.468,1,8148
"beta[304,2]",1.662,0.488,0.84,2.438,1.001,6843
"beta[305,2]",-0.293,0.441,-1.028,0.434,1,6912
"beta[306,2]",3.056,0.631,2.048,4.109,1,7947
"beta[307,2]",1.534,0.883,0.053,2.972,1,8860
"beta[308,2]",2.202,0.589,1.229,3.181,1,7833
"beta[309,2]",2.723,0.441,1.991,3.451,1,6970
"beta[310,2]",-0.265,0.443,-0.999,0.462,1,7875
"beta[311,2]",1.76,0.468,1.005,2.537,1.001,7488
"beta[312,2]",-0.359,0.582,-1.306,0.601,1,7943
"beta[313,2]",-0.536,0.621,-1.551,0.478,1,8258
"beta[314,2]",-0.175,0.637,-1.216,0.877,1,6801
"beta[315,2]",2.795,0.698,1.629,3.934,1.001,8333
"beta[316,2]",0.516,0.914,-1.009,2.006,1.001,8753
"beta[317,2]",0.307,0.731,-0.871,1.532,1,5875
"beta[318,2]",2.089,0.883,0.646,3.532,1.001,8948
"beta[319,2]",0.199,0.659,-0.88,1.273,1,5016
"beta[320,2]",0.093,0.913,-1.405,1.623,1.001,6861
"beta[321,2]",2.449,0.578,1.515,3.405,1,5641
"beta[322,2]",2.304,0.639,1.268,3.378,1,7309
"beta[323,2]",2.058,0.531,1.169,2.922,1,7986
"beta[324,2]",0.433,0.919,-1.077,1.935,1,7541
"beta[325,2]",0.855,0.57,-0.061,1.794,1,8502
"beta[326,2]",1.771,0.648,0.694,2.822,1,8121
"beta[327,2]",0.678,0.454,-0.085,1.425,1,7605
"beta[328,2]",-0.112,0.443,-0.86,0.6,1,7349
"beta[329,2]",2.014,0.53,1.156,2.878,1,6249
"beta[330,2]",1.039,0.447,0.308,1.773,1,8059
"beta[331,2]",1.359,0.584,0.417,2.323,1,7305
"beta[332,2]",1.644,0.72,0.453,2.818,1,7678
"beta[333,2]",1.483,0.535,0.584,2.351,1,6993
"beta[334,2]",0.334,0.898,-1.159,1.799,1,8636
"beta[335,2]",0.655,0.581,-0.304,1.596,1,6929
"beta[336,2]",0.404,0.907,-1.044,1.91,1,8437
"beta[337,2]",0.33,0.587,-0.634,1.284,1,7461
"beta[338,2]",1.017,0.443,0.292,1.742,1,5641
"beta[339,2]",0.811,0.48,0.008,1.571,1,4713
"beta[340,2]",1.231,0.439,0.497,1.944,1,7676
"beta[341,2]",1.167,0.453,0.41,1.901,1,6560
"beta[342,2]",1.337,0.453,0.574,2.064,1,6817
"beta[343,2]",0.105,0.614,-0.892,1.103,1,7242
"beta[344,2]",1.671,0.591,0.697,2.633,1,8199
"beta[345,2]",1.956,0.517,1.106,2.814,1,8145
"beta[346,2]",1.015,0.443,0.265,1.736,1,7989
"beta[347,2]",1.082,1.084,-0.705,2.828,1,9054
"beta[348,2]",1.015,0.577,0.08,1.975,1,7396
"beta[349,2]",2.019,0.696,0.903,3.187,1.001,7989
"beta[350,2]",0.219,0.466,-0.547,0.989,1,7759
"beta[351,2]",-0.352,0.616,-1.364,0.666,1,8668
"beta[352,2]",0.255,0.519,-0.589,1.121,1,7921
"beta[353,2]",2.438,0.519,1.595,3.289,1,7561
"beta[354,2]",1.313,0.59,0.362,2.294,1.001,8444
"beta[355,2]",0.862,0.447,0.128,1.597,1,7113
"beta[356,2]",2.671,0.585,1.71,3.638,1,8459
"beta[357,2]",1.255,0.445,0.523,1.981,1,8283
"beta[358,2]",1.606,1.093,-0.199,3.382,1,9018
"beta[359,2]",0.612,0.882,-0.82,2.05,1,8415
"beta[360,2]",0.658,0.86,-0.763,2.082,1,8324
"beta[361,2]",0.634,0.451,-0.127,1.367,1.001,7024
"beta[362,2]",2.512,1.062,0.801,4.255,1,9121
"beta[363,2]",2.449,0.887,0.997,3.927,1.001,8448
"beta[364,2]",0.243,1.057,-1.51,2,1,8715
"beta[365,2]",-0.427,0.448,-1.155,0.323,1,7985
"beta[366,2]",3.636,0.487,2.857,4.455,1,4769
"beta[367,2]",0.368,0.411,-0.307,1.051,1,7415
"beta[368,2]",1.883,0.902,0.442,3.389,1,8332
"beta[369,2]",-0.541,0.528,-1.415,0.333,1,7726
"beta[370,2]",1.228,0.891,-0.206,2.712,1,8227
"beta[371,2]",1.194,0.449,0.459,1.95,1,7029
"beta[372,2]",1.23,1.301,-0.929,3.376,1.001,8874
"beta[373,2]",0.319,0.714,-0.852,1.511,1,7016
"beta[374,2]",0.133,0.426,-0.563,0.84,1,8454
"beta[375,2]",0.508,0.573,-0.43,1.451,1,7995
"beta[376,2]",0.552,0.405,-0.135,1.2,1,7926
"beta[377,2]",1.851,0.53,0.986,2.726,1,8053
"beta[378,2]",1.89,0.701,0.748,3.064,1,7385
"beta[379,2]",-0.256,0.588,-1.209,0.734,1,8225
"beta[380,2]",0.228,0.435,-0.489,0.936,1,8142
"beta[381,2]",-0.482,0.474,-1.239,0.318,1.001,6004
"beta[382,2]",0.25,0.618,-0.784,1.235,1,6241
"beta[383,2]",1.392,0.591,0.415,2.349,1,8152
"beta[384,2]",0.689,0.454,-0.048,1.425,1,8197
"beta[385,2]",-0.34,0.544,-1.219,0.563,1.001,7959
"beta[386,2]",-0.042,0.726,-1.206,1.17,1,8267
"beta[387,2]",1.063,0.476,0.292,1.856,1,8229
"beta[388,2]",3.57,0.766,2.31,4.833,1,7686
"beta[389,2]",0.767,0.465,0.031,1.552,1,6087
"beta[390,2]",0.762,0.58,-0.178,1.737,1.001,7723
"beta[391,2]",-0.067,0.591,-1.051,0.895,1,6224
"beta[392,2]",-0.498,0.589,-1.471,0.463,1,7555
"beta[393,2]",-0.592,0.441,-1.305,0.149,1,7824
"beta[394,2]",2.726,0.449,1.982,3.446,1,8105
"beta[395,2]",-0.017,0.933,-1.605,1.489,1,8177
"beta[396,2]",2.826,0.898,1.365,4.322,1.001,6683
"beta[397,2]",0.112,0.862,-1.32,1.515,1,8653
"beta[398,2]",1.022,0.867,-0.371,2.446,1.001,8860
"beta[399,2]",3.062,1.158,1.181,4.932,1.001,9303
"beta[400,2]",0.667,0.84,-0.696,2.06,1,7745
"beta[401,2]",2.822,1.101,1.029,4.664,1,9218
"beta[402,2]",-0.549,0.529,-1.382,0.332,1,7019
"beta[403,2]",0.379,0.895,-1.069,1.846,1.001,8219
"beta[404,2]",2.413,0.751,1.18,3.665,1,6486
"beta[405,2]",-0.346,0.76,-1.585,0.892,1,8055
"beta[406,2]",0.93,0.519,0.083,1.776,1,6967
"beta[407,2]",-0.399,0.859,-1.818,0.981,1,8067
"beta[408,2]",0.601,0.892,-0.868,2.073,1.001,9296
"beta[409,2]",-0.6,0.75,-1.835,0.635,1,8405
"beta[410,2]",0.222,0.62,-0.811,1.214,1,7012
"beta[411,2]",0.609,0.94,-0.939,2.139,1,8293
"beta[412,2]",0.627,0.717,-0.569,1.789,1,8028
"beta[413,2]",0.41,1.036,-1.296,2.095,1.001,8893
"beta[414,2]",1.539,0.446,0.789,2.265,1,7699
"beta[415,2]",1.208,1.179,-0.742,3.139,1,6291
"beta[416,2]",0.695,0.454,-0.076,1.419,1,7808
"beta[417,2]",-0.617,0.45,-1.362,0.117,1.001,6002
"beta[418,2]",0.586,0.709,-0.578,1.752,1,8359
"beta[419,2]",-0.24,0.62,-1.264,0.768,1,8248
"beta[420,2]",2.403,0.903,0.915,3.89,1,8506
"beta[421,2]",0.859,0.9,-0.647,2.326,1,6280
"beta[422,2]",1.027,0.444,0.284,1.745,1,6867
"beta[423,2]",1.889,0.442,1.159,2.616,1,7953
"beta[424,2]",2.443,0.45,1.698,3.182,1,7632
"beta[425,2]",0.358,0.44,-0.364,1.07,1,7925
"beta[426,2]",2.164,0.576,1.223,3.138,1.001,7437
"beta[427,2]",1.327,0.878,-0.119,2.773,1.001,6654
"beta[428,2]",3.556,0.919,2.023,5.047,1,8868
"beta[429,2]",-0.129,0.482,-0.908,0.693,1,6656
"beta[430,2]",-0.068,0.519,-0.944,0.777,1.001,8415
"beta[431,2]",0.725,1.09,-1.08,2.477,1,8864
"beta[432,2]",-0.016,0.445,-0.748,0.714,1,7169
"beta[433,2]",1.376,0.898,-0.126,2.835,1,8425
"beta[434,2]",1.256,0.597,0.267,2.23,1.001,5475
"beta[435,2]",0.697,1.074,-1.066,2.467,1,8593
"beta[436,2]",2.021,0.579,1.05,2.971,1,8601
"beta[437,2]",1.632,0.729,0.446,2.846,1,7925
"beta[438,2]",0.345,0.718,-0.826,1.536,1.002,8904
"beta[439,2]",-0.429,0.623,-1.49,0.57,1.001,6119
"beta[440,2]",0.529,0.877,-0.906,1.969,1,8790
"beta[441,2]",0.411,0.449,-0.323,1.15,1,7988
"beta[442,2]",-0.414,1.092,-2.203,1.396,1,8742
"beta[443,2]",3.098,1.142,1.215,4.995,1.001,6745
"beta[444,2]",-0.067,0.881,-1.55,1.378,1,8780
"beta[445,2]",0.309,0.45,-0.438,1.039,1,7039
"beta[446,2]",0.065,0.448,-0.663,0.797,1,7713
"beta[447,2]",0.59,0.438,-0.132,1.319,1,7827
"beta[448,2]",0.584,0.631,-0.479,1.594,1,6390
"beta[449,2]",1.275,0.454,0.542,2.02,1.001,7404
"beta[450,2]",0.49,1.117,-1.354,2.341,1,8215
"beta[451,2]",1.965,0.58,0.998,2.914,1,8337
"beta[452,2]",1.577,0.585,0.631,2.55,1,7285
"beta[453,2]",1.204,0.882,-0.233,2.642,1.001,8843
"beta[454,2]",3.493,0.652,2.443,4.602,1.001,3718
"beta[455,2]",1.49,0.541,0.608,2.39,1,7538
"beta[456,2]",1.187,0.609,0.219,2.23,1,6122
"beta[457,2]",-0.462,0.447,-1.204,0.262,1,7244
"beta[458,2]",1.077,0.456,0.335,1.848,1.001,6986
"beta[459,2]",-0.553,0.925,-2.083,0.986,1,8840
"beta[460,2]",0.504,0.491,-0.291,1.303,1,7371
"beta[461,2]",-0.219,0.589,-1.215,0.736,1,7632
"beta[462,2]",-0.172,0.451,-0.906,0.579,1,8087
"beta[463,2]",1.378,0.736,0.193,2.606,1,7990
"beta[464,2]",2.194,0.464,1.436,2.948,1,7904
"beta[465,2]",0.562,0.742,-0.618,1.797,1,7039
"beta[466,2]",-0.785,0.897,-2.268,0.672,1,8516
"beta[467,2]",0.153,0.445,-0.583,0.871,1,7323
"beta[468,2]",0.139,0.586,-0.84,1.105,1.001,7952
"beta[469,2]",2.856,0.914,1.371,4.374,1,5117
"beta[470,2]",2.385,1.109,0.563,4.222,1,8474
"beta[471,2]",1.161,0.904,-0.327,2.653,1,9208
"beta[472,2]",1.58,0.889,0.111,3.019,1,8137
"beta[473,2]",1.914,0.91,0.423,3.384,1,8932
"beta[474,2]",-0.624,1.123,-2.45,1.243,1,7451
"beta[475,2]",-0.326,0.592,-1.294,0.642,1.001,7511
"beta[476,2]",5.817,0.822,4.504,7.197,1.001,6191
"beta[477,2]",-0.224,0.65,-1.294,0.829,1.001,8228
"beta[478,2]",0.662,0.622,-0.37,1.693,1,8254
"beta[479,2]",1.834,0.897,0.38,3.313,1,6920
"beta[480,2]",0.038,0.737,-1.162,1.247,1,8072
"beta[481,2]",0.181,0.635,-0.869,1.215,1,5895
"beta[482,2]",-0.508,0.592,-1.47,0.474,1,5188
"beta[483,2]",-0.395,0.443,-1.126,0.337,1,8344
"beta[484,2]",1.514,0.461,0.78,2.291,1,6003
"beta[485,2]",2.087,1.085,0.32,3.892,1,8941
"beta[486,2]",0.753,0.73,-0.461,1.95,1.001,7832
"beta[487,2]",2.587,0.593,1.585,3.537,1,8159
"beta[488,2]",3.538,0.739,2.343,4.79,1,6258
"beta[489,2]",-0.682,0.658,-1.767,0.392,1,7749
"beta[490,2]",0.258,0.901,-1.2,1.746,1,8128
"beta[491,2]",-0.421,0.615,-1.441,0.598,1,7915
"beta[492,2]",2.947,0.891,1.481,4.442,1,8749
"beta[493,2]",-0.428,0.678,-1.536,0.666,1.001,5261
"beta[494,2]",-0.308,0.43,-1.013,0.398,1,7993
"beta[495,2]",0.41,0.479,-0.373,1.212,1,7036
"beta[496,2]",-0.512,0.693,-1.637,0.642,1.001,8426
"beta[497,2]",4.363,0.658,3.294,5.47,1.001,6769
"beta[498,2]",2.013,0.891,0.523,3.469,1,7532
"beta[499,2]",0.175,0.9,-1.33,1.61,1.001,8238
"beta[500,2]",-0.473,0.6,-1.454,0.517,1,8275
"beta[501,2]",-0.623,0.439,-1.337,0.093,1,7900
"beta[502,2]",-0.581,0.435,-1.304,0.129,1,7475
"beta[503,2]",-0.23,0.561,-1.148,0.686,1,7899
"beta[504,2]",4.559,0.922,3.049,6.056,1,8428
"beta[505,2]",-0.285,0.483,-1.098,0.502,1,7544
"beta[506,2]",0.725,1.098,-1.115,2.492,1,8948
"beta[507,2]",-0.186,0.44,-0.906,0.539,1,7957
"beta[508,2]",-0.17,0.447,-0.9,0.561,1.001,7192
"beta[509,2]",0.801,0.884,-0.624,2.276,1,8579
"beta[510,2]",0.826,0.889,-0.627,2.29,1,8381
"beta[511,2]",0.869,0.753,-0.38,2.094,1,8251
"beta[512,2]",-0.122,0.447,-0.852,0.614,1,7281
"beta[513,2]",-0.259,0.883,-1.695,1.182,1,8084
"beta[514,2]",2.965,1.114,1.162,4.793,1,9158
"beta[515,2]",1.012,1.054,-0.725,2.73,1,7777
"beta[516,2]",1.323,0.888,-0.133,2.782,1,8477
"beta[517,2]",2.763,1.098,0.948,4.581,1,8533
"beta[518,2]",0.684,0.864,-0.777,2.091,1,8396
"beta[519,2]",-0.396,0.818,-1.718,0.952,1,8668
