parameter,mean,sd,q05,q95,rhat,ess
"beta[575,4]",-0.275,0.081,-0.407,-0.141,1.001,8115
"beta[576,4]",-0.258,0.061,-0.362,-0.159,1,8100
"beta[577,4]",-0.224,0.072,-0.339,-0.1,1,7093
"beta[578,4]",-0.233,0.074,-0.347,-0.103,1.001,6364
"beta[579,4]",-0.258,0.07,-0.384,-0.152,1.001,4525
"beta[580,4]",-0.269,0.064,-0.375,-0.162,1.001,5756
"beta[581,4]",-0.23,0.069,-0.33,-0.103,1.001,2334
"beta[582,4]",-0.292,0.077,-0.433,-0.179,1.001,5677
"beta[583,4]",-0.299,0.067,-0.418,-0.202,1.001,2932
"beta[584,4]",-0.24,0.067,-0.345,-0.124,1,7079
"beta[585,4]",-0.2,0.067,-0.297,-0.08,1.001,4795
"beta[586,4]",-0.247,0.079,-0.38,-0.114,1.001,7929
"beta[587,4]",-0.196,0.067,-0.292,-0.076,1.001,3764
"beta[588,4]",-0.211,0.064,-0.308,-0.1,1.001,5572
"beta[589,4]",-0.249,0.061,-0.35,-0.147,1,7848
"beta[590,4]",-0.231,0.068,-0.332,-0.108,1,7417
"beta[591,4]",-0.265,0.063,-0.37,-0.162,1,7851
"beta[592,4]",-0.268,0.062,-0.371,-0.164,1.001,7635
"beta[593,4]",-0.25,0.059,-0.347,-0.149,1.001,8092
"beta[594,4]",-0.267,0.058,-0.366,-0.174,1,8196
"beta[595,4]",-0.283,0.075,-0.408,-0.161,1.001,7371
"beta[596,4]",-0.283,0.1,-0.468,-0.135,1.005,759
"beta[597,4]",-0.282,0.064,-0.39,-0.18,1.001,8385
"beta[598,4]",-0.247,0.062,-0.345,-0.139,1,5651
"beta[599,4]",-0.246,0.078,-0.375,-0.116,1.001,7630
"beta[600,4]",-0.258,0.079,-0.39,-0.128,1.001,5416
"beta[601,4]",-0.206,0.067,-0.305,-0.086,1.001,3431
"beta[602,4]",-0.282,0.07,-0.399,-0.168,1,8376
"beta[603,4]",-0.233,0.081,-0.356,-0.087,1,6731
"beta[604,4]",-0.255,0.058,-0.351,-0.155,1.001,7661
"beta[605,4]",-0.225,0.062,-0.322,-0.117,1.001,7734
"beta[606,4]",-0.262,0.075,-0.381,-0.133,1.001,4128
"beta[607,4]",-0.28,0.065,-0.392,-0.176,1,6159
"beta[608,4]",-0.259,0.072,-0.377,-0.133,1.001,6900
"beta[609,4]",-0.268,0.082,-0.404,-0.132,1.001,7192
"beta[610,4]",-0.268,0.082,-0.409,-0.139,1.002,3049
"beta[611,4]",-0.26,0.079,-0.388,-0.126,1.001,8052
"beta[612,4]",-0.213,0.077,-0.326,-0.073,1.001,5447
"beta[613,4]",-0.335,0.076,-0.477,-0.232,1.003,1927
"beta[614,4]",-0.305,0.082,-0.446,-0.176,1.001,3732
"beta[615,4]",-0.262,0.077,-0.385,-0.135,1.001,7677
"beta[616,4]",-0.265,0.076,-0.397,-0.146,1.001,7210
"beta[617,4]",-0.265,0.077,-0.403,-0.148,1.001,5641
"beta[618,4]",-0.293,0.063,-0.407,-0.202,1.001,4149
"beta[619,4]",-0.293,0.084,-0.437,-0.157,1.001,7933
"beta[620,4]",-0.27,0.08,-0.413,-0.147,1,8004
"beta[621,4]",-0.199,0.075,-0.316,-0.067,1.001,2632
"beta[622,4]",-0.248,0.078,-0.369,-0.108,1,7244
"beta[623,4]",-0.253,0.065,-0.361,-0.141,1,8299
"beta[624,4]",-0.25,0.067,-0.359,-0.136,1.001,4621
"beta[625,4]",-0.239,0.075,-0.356,-0.109,1.001,6858
"beta[626,4]",-0.348,0.085,-0.502,-0.234,1.001,2315
"beta[627,4]",-0.171,0.073,-0.275,-0.042,1.001,3437
"beta[628,4]",-0.194,0.086,-0.328,-0.047,1.001,6781
"beta[629,4]",-0.248,0.081,-0.372,-0.106,1.001,7780
"beta[630,4]",-0.225,0.082,-0.358,-0.087,1,3511
"beta[631,4]",-0.212,0.085,-0.347,-0.065,1.002,4117
"beta[632,4]",-0.316,0.088,-0.482,-0.197,1.001,3414
"beta[633,4]",-0.198,0.066,-0.293,-0.078,1.001,5138
"beta[634,4]",-0.238,0.078,-0.354,-0.096,1,6769
"beta[635,4]",-0.232,0.074,-0.348,-0.103,1.001,4206
"beta[636,4]",-0.261,0.062,-0.366,-0.157,1,8610
"beta[637,4]",-0.241,0.073,-0.357,-0.115,1,5105
"beta[638,4]",-0.304,0.065,-0.422,-0.21,1,4571
"beta[639,4]",-0.252,0.075,-0.368,-0.119,1,7161
"beta[640,4]",-0.241,0.075,-0.36,-0.113,1.001,7591
"beta[641,4]",-0.353,0.087,-0.507,-0.237,1.001,1710
"beta[642,4]",-0.253,0.065,-0.362,-0.144,1,8101
"beta[643,4]",-0.283,0.084,-0.437,-0.161,1.002,1922
"beta[644,4]",-0.207,0.082,-0.334,-0.066,1,5916
"beta[645,4]",-0.256,0.081,-0.384,-0.113,1.001,4039
"beta[646,4]",-0.248,0.073,-0.37,-0.127,1.001,6782
"beta[647,4]",-0.225,0.082,-0.361,-0.096,1.001,3714
"beta[648,4]",-0.311,0.064,-0.424,-0.218,1,5101
"beta[649,4]",-0.255,0.063,-0.362,-0.152,1.001,6661
"beta[650,4]",-0.267,0.083,-0.406,-0.13,1.001,7496
"beta[651,4]",-0.239,0.066,-0.347,-0.126,1.002,6408
"beta[652,4]",-0.241,0.058,-0.341,-0.147,1.001,5916
"beta[653,4]",-0.235,0.088,-0.384,-0.096,1.003,1678
"beta[654,4]",-0.198,0.072,-0.312,-0.075,1.001,6948
"beta[655,4]",-0.272,0.067,-0.395,-0.172,1.001,5632
"beta[656,4]",-0.318,0.069,-0.444,-0.221,1.001,3827
"beta[657,4]",-0.183,0.069,-0.281,-0.061,1,4605
"beta[658,4]",-0.233,0.073,-0.352,-0.108,1.001,8096
"beta[659,4]",-0.217,0.076,-0.336,-0.083,1,6377
"beta[660,4]",-0.247,0.081,-0.376,-0.107,1.001,5195
"beta[661,4]",-0.19,0.082,-0.312,-0.046,1,4909
"beta[662,4]",-0.245,0.073,-0.36,-0.116,1.001,6488
"beta[663,4]",-0.261,0.078,-0.398,-0.134,1.002,6345
"beta[1,5]",7.313,0.289,6.836,7.802,1,6800
"beta[2,5]",8.219,0.179,7.926,8.513,1,7955
"beta[3,5]",8.362,0.296,7.876,8.846,1,7220
"beta[4,5]",6.592,0.3,6.094,7.081,1.001,6986
"beta[5,5]",9.203,0.193,8.887,9.517,1,8003
"beta[6,5]",7.596,0.188,7.285,7.903,1,7860
"beta[7,5]",8.578,0.293,8.091,9.059,1,7207
"beta[8,5]",8.375,0.28,7.92,8.844,1,7409
"beta[9,5]",5.734,0.223,5.373,6.105,1,6800
"beta[10,5]",9.705,0.292,9.226,10.182,1.001,6259
"beta[11,5]",10.172,0.255,9.757,10.599,1,6814
"beta[12,5]",8.852,0.267,8.417,9.285,1,7236
"beta[13,5]",7.769,0.27,7.33,8.22,1,7459
"beta[14,5]",7.686,0.187,7.382,7.993,1,7247
"beta[15,5]",8.333,0.25,7.929,8.746,1,7330
"beta[16,5]",8.12,0.19,7.814,8.433,1,8344
"beta[17,5]",6.925,0.292,6.45,7.412,1.001,7168
"beta[18,5]",7.699,0.278,7.241,8.149,1,6920
"beta[19,5]",9.152,0.254,8.743,9.585,1,6161
"beta[20,5]",8.49,0.267,8.05,8.93,1,7277
"beta[21,5]",8.804,0.295,8.319,9.287,1,7542
"beta[22,5]",6.744,0.204,6.411,7.083,1,7951
"beta[23,5]",7.803,0.261,7.38,8.237,1,7093
"beta[24,5]",7.487,0.248,7.076,7.897,1.001,6607
"beta[25,5]",7.845,0.253,7.431,8.26,1,6982
"beta[26,5]",7.656,0.263,7.227,8.101,1,7273
"beta[27,5]",7.879,0.296,7.393,8.369,1,6883
"beta[28,5]",7.913,0.189,7.605,8.224,1,7821
"beta[29,5]",7.621,0.343,7.062,8.19,1,6604
"beta[30,5]",6.774,0.283,6.312,7.236,1,6836
"beta[31,5]",9.437,0.178,9.141,9.732,1,8121
"beta[32,5]",8.949,0.252,8.53,9.362,1.001,6909
"beta[33,5]",7.751,0.2,7.419,8.081,1,7693
"beta[34,5]",9.403,0.244,8.998,9.802,1,7864
"beta[35,5]",6.568,0.239,6.172,6.963,1,7285
"beta[36,5]",6.118,0.314,5.606,6.641,1,7255
"beta[37,5]",6.317,0.321,5.794,6.849,1,6548
"beta[38,5]",7.042,0.224,6.674,7.406,1,8258
"beta[39,5]",8.504,0.199,8.179,8.827,1,8180
"beta[40,5]",7.069,0.189,6.761,7.381,1,8410
"beta[41,5]",7.692,0.279,7.235,8.153,1,7101
"beta[42,5]",6.978,0.207,6.635,7.319,1.001,7623
"beta[43,5]",7.57,0.291,7.099,8.05,1.001,6480
"beta[44,5]",8.932,0.258,8.506,9.36,1.001,6718
"beta[45,5]",7.859,0.296,7.358,8.345,1,6994
"beta[46,5]",9.303,0.239,8.91,9.704,1.001,6658
"beta[47,5]",6.616,0.307,6.111,7.123,1,7010
"beta[48,5]",7.572,0.213,7.223,7.919,1,7112
"beta[49,5]",6.955,0.182,6.66,7.251,1,7951
"beta[50,5]",6.846,0.216,6.494,7.201,1,7548
"beta[51,5]",7.69,0.336,7.137,8.246,1,6820
"beta[52,5]",7.361,0.198,7.032,7.688,1,7730
"beta[53,5]",8.13,0.242,7.73,8.531,1,7033
"beta[54,5]",9.127,0.247,8.723,9.533,1,7190
"beta[55,5]",8.685,0.255,8.268,9.112,1,7119
"beta[56,5]",6.957,0.201,6.629,7.292,1,7300
"beta[57,5]",6.276,0.26,5.846,6.709,1,7405
"beta[58,5]",7.059,0.251,6.648,7.469,1,6715
"beta[59,5]",8.396,0.242,7.995,8.796,1.001,7469
"beta[60,5]",6.723,0.201,6.392,7.053,1,7858
"beta[61,5]",7.814,0.25,7.403,8.224,1,6721
"beta[62,5]",8.881,0.214,8.523,9.231,1,7600
"beta[63,5]",6.979,0.247,6.58,7.382,1,7116
"beta[64,5]",6.939,0.191,6.623,7.247,1,7813
"beta[65,5]",7.787,0.244,7.376,8.185,1,7438
"beta[66,5]",9.449,0.181,9.147,9.748,1,7709
"beta[67,5]",7.769,0.277,7.321,8.23,1.001,6978
"beta[68,5]",7.438,0.224,7.069,7.801,1,7185
"beta[69,5]",8.792,0.257,8.365,9.21,1,7307
"beta[70,5]",6.478,0.262,6.044,6.91,1,6769
"beta[71,5]",7.832,0.242,7.433,8.232,1,7259
"beta[72,5]",9.19,0.269,8.744,9.628,1,7316
"beta[73,5]",7.95,0.182,7.65,8.243,1,8041
"beta[74,5]",8.576,0.25,8.161,8.985,1,7385
"beta[75,5]",7.469,0.261,7.037,7.896,1,6716
"beta[76,5]",6.445,0.201,6.111,6.767,1,7766
"beta[77,5]",7.487,0.267,7.049,7.927,1,6831
"beta[78,5]",5.986,0.188,5.675,6.296,1.001,7896
"beta[79,5]",8.112,0.252,7.692,8.53,1,7417
"beta[80,5]",8.528,0.314,8.014,9.048,1,6504
"beta[81,5]",6.665,0.253,6.245,7.076,1,7135
"beta[82,5]",6.044,0.198,5.715,6.369,1,7705
"beta[83,5]",7.999,0.225,7.631,8.373,1,7294
"beta[84,5]",8.211,0.275,7.755,8.661,1.001,7027
"beta[85,5]",7.77,0.186,7.465,8.07,1,7909
"beta[86,5]",7.12,0.267,6.684,7.561,1,6385
"beta[87,5]",8.617,0.195,8.295,8.94,1,7844
"beta[88,5]",7.52,0.249,7.106,7.93,1.001,7177
"beta[89,5]",6.723,0.251,6.312,7.142,1.001,7126
"beta[90,5]",7.484,0.274,7.03,7.939,1,7176
"beta[91,5]",7.532,0.304,7.029,8.029,1,7669
"beta[92,5]",7.282,0.272,6.83,7.725,1,6630
"beta[93,5]",8.559,0.24,8.165,8.953,1,7240
"beta[94,5]",7.656,0.232,7.284,8.037,1,7899
"beta[95,5]",9.513,0.302,9.007,10.007,1,6881
"beta[96,5]",7.829,0.277,7.365,8.28,1,7113
"beta[97,5]",8.761,0.24,8.367,9.151,1,7724
"beta[98,5]",10.097,0.208,9.754,10.437,1,8091
"beta[99,5]",8.101,0.245,7.696,8.502,1,7443
"beta[100,5]",9.175,0.305,8.674,9.679,1,6399
"beta[101,5]",6.55,0.231,6.169,6.93,1,7237
"beta[102,5]",7.018,0.178,6.722,7.313,1.001,8021
"beta[103,5]",8.156,0.178,7.866,8.447,1,7897
"beta[104,5]",8.3,0.293,7.82,8.79,1,6172
"beta[105,5]",8.299,0.193,7.982,8.619,1,8144
"beta[106,5]",8.001,0.176,7.711,8.293,1,8310
"beta[107,5]",8.814,0.188,8.501,9.119,1,7417
"beta[108,5]",8.514,0.265,8.082,8.951,1.001,6538
"beta[109,5]",8.866,0.192,8.557,9.183,1,8287
"beta[110,5]",9.063,0.244,8.666,9.462,1,7615
"beta[111,5]",8.676,0.186,8.364,8.977,1,8108
"beta[112,5]",5.436,0.25,5.025,5.85,1.001,7127
"beta[113,5]",8.668,0.248,8.261,9.072,1,7727
"beta[114,5]",7.223,0.203,6.885,7.55,1,8044
"beta[115,5]",6.816,0.222,6.451,7.18,1,7260
"beta[116,5]",7.801,0.216,7.447,8.156,1.001,7715
"beta[117,5]",6.931,0.201,6.607,7.262,1,7845
"beta[118,5]",7.542,0.247,7.143,7.948,1,8010
"beta[119,5]",8.561,0.247,8.156,8.967,1,7212
"beta[120,5]",8.094,0.185,7.792,8.405,1,8396
"beta[121,5]",9.044,0.242,8.652,9.442,1,7139
"beta[122,5]",7.291,0.265,6.862,7.733,1,6936
"beta[123,5]",8.581,0.31,8.063,9.083,1,7270
"beta[124,5]",6.963,0.215,6.612,7.32,1,7932
"beta[125,5]",6.95,0.32,6.433,7.483,1,6258
"beta[126,5]",9.208,0.194,8.888,9.529,1,7906
"beta[127,5]",8.515,0.213,8.175,8.867,1,7998
"beta[128,5]",8.193,0.278,7.739,8.651,1,7249
"beta[129,5]",8.095,0.247,7.689,8.502,1,8064
"beta[130,5]",8.442,0.247,8.034,8.849,1,6998
"beta[131,5]",6.573,0.243,6.17,6.971,1,7419
"beta[132,5]",7.937,0.238,7.547,8.324,1,7084
"beta[133,5]",8.636,0.202,8.307,8.968,1,7734
"beta[134,5]",7.932,0.214,7.582,8.28,1,7796
"beta[135,5]",7.823,0.269,7.374,8.265,1,7216
"beta[136,5]",8.193,0.274,7.744,8.64,1.001,7233
"beta[137,5]",7.265,0.272,6.814,7.713,1,7285
"beta[138,5]",7.125,0.189,6.809,7.436,1.001,7919
"beta[139,5]",7.487,0.216,7.136,7.84,1,7554
"beta[140,5]",8.199,0.323,7.662,8.725,1,6994
"beta[141,5]",10.324,0.277,9.869,10.781,1,7120
"beta[142,5]",7.96,0.255,7.537,8.374,1,6637
"beta[143,5]",9.568,0.339,9.004,10.129,1,6030
"beta[144,5]",9.317,0.26,8.893,9.747,1,7266
"beta[145,5]",9.544,0.224,9.171,9.91,1,6976
"beta[146,5]",8.437,0.263,8.004,8.868,1,6690
"beta[147,5]",6.325,0.288,5.858,6.794,1,7382
"beta[148,5]",7.232,0.183,6.931,7.532,1,7785
"beta[149,5]",5.293,0.278,4.828,5.748,1,7548
"beta[150,5]",7.407,0.193,7.089,7.725,1,8261
"beta[151,5]",7.671,0.179,7.38,7.966,1,7676
"beta[152,5]",10.039,0.209,9.696,10.382,1,8273
"beta[153,5]",8.81,0.193,8.496,9.124,1,7853
"beta[154,5]",6.909,0.183,6.608,7.213,1,8123
"beta[155,5]",8.053,0.186,7.745,8.359,1.001,7647
"beta[156,5]",8.692,0.199,8.366,9.021,1,7629
"beta[157,5]",10.781,0.266,10.341,11.215,1,7453
"beta[158,5]",7.671,0.214,7.322,8.025,1,8048
"beta[159,5]",8.073,0.261,7.652,8.501,1,6944
"beta[160,5]",8.381,0.252,7.971,8.799,1,7162
"beta[161,5]",10.24,0.29,9.76,10.718,1.001,6504
"beta[162,5]",8.702,0.186,8.4,9.002,1.001,7946
"beta[163,5]",9.89,0.248,9.484,10.3,1.001,6923
"beta[164,5]",7.493,0.275,7.047,7.947,1,7010
"beta[165,5]",8.997,0.214,8.645,9.347,1.001,8228
"beta[166,5]",5.003,0.193,4.687,5.317,1,7383
"beta[167,5]",7.278,0.245,6.875,7.689,1,8136
"beta[168,5]",7.024,0.27,6.582,7.47,1,7182
"beta[169,5]",8.882,0.255,8.461,9.301,1,7777
"beta[170,5]",9.92,0.259,9.488,10.345,1,7240
"beta[171,5]",8.576,0.25,8.169,8.987,1,6635
"beta[172,5]",12.623,0.218,12.265,12.98,1,8092
"beta[173,5]",9.375,0.278,8.913,9.839,1,7676
"beta[174,5]",8.924,0.331,8.385,9.474,1,7284
"beta[175,5]",6.818,0.262,6.383,7.242,1,7180
"beta[176,5]",8.049,0.228,7.68,8.426,1,7923
"beta[177,5]",6.731,0.185,6.426,7.035,1,7782
"beta[178,5]",7.963,0.261,7.534,8.391,1,7520
"beta[179,5]",8.468,0.209,8.125,8.813,1,7077
"beta[180,5]",9.158,0.294,8.671,9.637,1,7243
"beta[181,5]",9.17,0.256,8.751,9.597,1,7940
"beta[182,5]",12.14,0.288,11.669,12.61,1,7753
"beta[183,5]",7.747,0.22,7.389,8.107,1,7759
"beta[184,5]",10.76,0.218,10.406,11.12,1,8024
"beta[185,5]",7.809,0.272,7.364,8.262,1,7329
"beta[186,5]",7.977,0.182,7.678,8.275,1,8136
"beta[187,5]",7.101,0.238,6.711,7.496,1,7135
"beta[188,5]",8.387,0.249,7.982,8.796,1,6820
"beta[189,5]",7.831,0.247,7.431,8.24,1,7066
"beta[190,5]",6.141,0.265,5.704,6.575,1.002,6720
"beta[191,5]",7.135,0.383,6.494,7.762,1,7564
"beta[192,5]",7.649,0.245,7.24,8.05,1,7826
"beta[193,5]",7.276,0.336,6.723,7.833,1,6997
"beta[194,5]",8.885,0.261,8.456,9.314,1,7278
"beta[195,5]",7.55,0.294,7.056,8.028,1,6618
"beta[196,5]",8.561,0.216,8.211,8.921,1,7350
"beta[197,5]",6.179,0.258,5.759,6.6,1,6929
"beta[198,5]",9.375,0.212,9.025,9.725,1,5944
"beta[199,5]",5.793,0.248,5.383,6.2,1.001,4859
"beta[200,5]",6.368,0.229,5.994,6.742,1,6333
"beta[201,5]",9.412,0.291,8.94,9.895,1,5623
"beta[202,5]",7.779,0.321,7.255,8.306,1,3945
"beta[203,5]",7.534,0.247,7.129,7.94,1,4647
"beta[204,5]",7.483,0.231,7.106,7.868,1,4619
"beta[205,5]",6.409,0.267,5.97,6.846,1,5445
"beta[206,5]",6.595,0.241,6.201,6.995,1,6635
"beta[207,5]",7.736,0.174,7.45,8.023,1,7388
"beta[208,5]",8.368,0.263,7.936,8.803,1,4537
"beta[209,5]",7.587,0.177,7.297,7.883,1,7865
"beta[210,5]",9.672,0.263,9.243,10.108,1.001,4150
"beta[211,5]",10.348,0.272,9.902,10.798,1.001,5182
"beta[212,5]",8.513,0.26,8.086,8.94,1,4959
"beta[213,5]",6.204,0.274,5.759,6.645,1,5275
"beta[214,5]",5.011,0.261,4.587,5.444,1,7758
"beta[215,5]",6.244,0.215,5.891,6.6,1,6997
"beta[216,5]",7.365,0.175,7.079,7.65,1,7395
"beta[217,5]",5.347,0.246,4.943,5.751,1,4736
"beta[218,5]",9.08,0.228,8.702,9.453,1,5054
"beta[219,5]",5.564,0.18,5.27,5.859,1,7436
"beta[220,5]",8.308,0.288,7.832,8.781,1,4722
"beta[221,5]",8.031,0.312,7.524,8.556,1,5496
"beta[222,5]",7.408,0.181,7.105,7.707,1.001,7581
"beta[223,5]",9.419,0.245,9.014,9.823,1.001,4542
"beta[224,5]",7.192,0.291,6.721,7.668,1,4937
"beta[225,5]",7.624,0.295,7.145,8.109,1,3954
"beta[226,5]",6.583,0.255,6.164,7.006,1,4691
"beta[227,5]",5.632,0.255,5.22,6.05,1,4636
"beta[228,5]",3.923,0.252,3.509,4.337,1.001,4822
"beta[229,5]",7.012,0.192,6.703,7.328,1,7889
"beta[230,5]",4.572,0.318,4.05,5.1,1,4010
"beta[231,5]",5.348,0.262,4.919,5.786,1,4492
"beta[232,5]",7.16,0.249,6.754,7.581,1,5092
"beta[233,5]",6.822,0.172,6.541,7.103,1.001,8059
"beta[234,5]",8.438,0.246,8.039,8.84,1,4141
"beta[235,5]",9.135,0.243,8.742,9.537,1,4889
"beta[236,5]",7.752,0.212,7.408,8.098,1,8085
"beta[237,5]",10.287,0.248,9.875,10.695,1,4751
"beta[238,5]",7.265,0.253,6.855,7.683,1.001,4725
"beta[239,5]",9.255,0.255,8.834,9.672,1.001,4665
"beta[240,5]",5.803,0.284,5.338,6.271,1,4429
"beta[241,5]",8.902,0.193,8.584,9.228,1.001,7437
"beta[242,5]",5.366,0.318,4.832,5.892,1,5205
"beta[243,5]",4.902,0.214,4.551,5.257,1,7761
"beta[244,5]",8.077,0.261,7.651,8.508,1,4833
"beta[245,5]",7.342,0.258,6.918,7.764,1,7605
"beta[246,5]",8.549,0.188,8.243,8.858,1.001,7525
"beta[247,5]",8.316,0.262,7.883,8.753,1,4646
"beta[248,5]",10.246,0.264,9.806,10.677,1,4756
"beta[249,5]",8.263,0.247,7.859,8.67,1,4514
"beta[250,5]",7.938,0.266,7.51,8.379,1,5418
"beta[251,5]",5.711,0.285,5.245,6.177,1,5032
"beta[252,5]",4.529,0.325,3.994,5.058,1.001,4868
"beta[253,5]",6.022,0.215,5.664,6.376,1.001,7919
"beta[254,5]",8.013,0.189,7.705,8.32,1,6647
"beta[255,5]",6.91,0.288,6.43,7.387,1,4433
"beta[256,5]",5.903,0.288,5.43,6.367,1,4590
"beta[257,5]",5.325,0.254,4.917,5.751,1,4847
"beta[258,5]",6.613,0.284,6.142,7.081,1,4946
"beta[259,5]",5.609,0.269,5.164,6.05,1.001,4857
"beta[260,5]",8.98,0.253,8.56,9.395,1.001,4698
"beta[261,5]",4.686,0.273,4.23,5.135,1,5042
"beta[262,5]",5.939,0.243,5.542,6.342,1,4638
"beta[263,5]",7.735,0.272,7.299,8.186,1,4634
"beta[264,5]",6.656,0.246,6.257,7.067,1,4786
"beta[265,5]",7.446,0.362,6.847,8.039,1,4724
"beta[266,5]",7.37,0.29,6.896,7.843,1,4105
"beta[267,5]",7.947,0.255,7.528,8.373,1,4317
"beta[268,5]",6.993,0.401,6.334,7.651,1,5904
"beta[269,5]",9.031,0.277,8.577,9.487,1,5172
"beta[270,5]",9.168,0.284,8.692,9.64,1,4953
"beta[271,5]",7.836,0.321,7.301,8.375,1,5019
"beta[272,5]",7.18,0.195,6.857,7.498,1,8033
"beta[273,5]",4.609,0.177,4.322,4.902,1,7794
"beta[274,5]",6.007,0.256,5.582,6.427,1,4494
"beta[275,5]",6.442,0.309,5.936,6.961,1,5392
"beta[276,5]",8.303,0.177,8.011,8.597,1,7785
"beta[277,5]",3.169,0.256,2.756,3.595,1,4840
"beta[278,5]",3.214,0.192,2.899,3.531,1,7468
"beta[279,5]",5.163,0.259,4.745,5.594,1,4858
"beta[280,5]",7.077,0.222,6.721,7.45,1,7677
"beta[281,5]",5.501,0.191,5.187,5.817,1,7635
"beta[282,5]",7.149,0.228,6.769,7.521,1,6559
"beta[283,5]",6.194,0.209,5.847,6.536,1,5329
"beta[284,5]",7.552,0.253,7.132,7.968,1,4608
"beta[285,5]",3.762,0.25,3.353,4.172,1,4428
"beta[286,5]",7.012,0.265,6.588,7.453,1,4490
"beta[287,5]",6.896,0.26,6.474,7.327,1.001,5042
"beta[288,5]",7.398,0.252,6.985,7.814,1,4537
"beta[289,5]",5.793,0.174,5.509,6.076,1,8099
"beta[290,5]",5.408,0.259,4.99,5.843,1,4867
"beta[291,5]",9.584,0.363,8.98,10.185,1,7194
"beta[292,5]",5.114,0.262,4.683,5.539,1.001,4536
"beta[293,5]",7.87,0.176,7.58,8.159,1,7653
"beta[294,5]",4.744,0.278,4.3,5.205,1.001,4876
"beta[295,5]",9.44,0.268,8.994,9.883,1.001,5109
"beta[296,5]",6.732,0.274,6.288,7.178,1,5006
"beta[297,5]",6.422,0.262,5.998,6.851,1,4689
"beta[298,5]",11.031,0.25,10.624,11.444,1,5219
"beta[299,5]",5.459,0.244,5.058,5.861,1,4543
"beta[300,5]",7.283,0.275,6.822,7.729,1,4948
"beta[301,5]",6.739,0.309,6.234,7.248,1,5725
"beta[302,5]",7.187,0.34,6.645,7.759,1,4952
"beta[303,5]",7.896,0.244,7.492,8.3,1,4665
"beta[304,5]",7.649,0.256,7.229,8.072,1,5201
"beta[305,5]",7.507,0.185,7.205,7.816,1,5916
"beta[306,5]",6.646,0.218,6.291,7.008,1,8032
"beta[307,5]",6.709,0.289,6.234,7.18,1,5365
"beta[308,5]",7.212,0.257,6.788,7.637,1,4748
"beta[309,5]",6.882,0.249,6.478,7.294,1,4413
"beta[310,5]",5.859,0.252,5.452,6.279,1.001,4590
"beta[311,5]",6.403,0.206,6.069,6.745,1,5325
"beta[312,5]",7.601,0.241,7.205,7.997,1,4575
"beta[313,5]",6.896,0.243,6.493,7.3,1,6104
"beta[314,5]",5.494,0.216,5.133,5.844,1.001,5896
"beta[315,5]",9.518,0.26,9.088,9.946,1.001,4789
"beta[316,5]",9.024,0.272,8.572,9.471,1,5210
"beta[317,5]",5.448,0.27,5.002,5.888,1,4373
"beta[318,5]",7.36,0.215,7.004,7.712,1,7586
"beta[319,5]",6.633,0.279,6.173,7.086,1,5136
"beta[320,5]",8.328,0.274,7.879,8.779,1,5212
"beta[321,5]",5.799,0.259,5.375,6.223,1,4983
"beta[322,5]",7.657,0.285,7.189,8.126,1,5395
"beta[323,5]",7.265,0.276,6.809,7.726,1,4157
"beta[324,5]",8.794,0.219,8.429,9.149,1,7809
"beta[325,5]",7.014,0.244,6.616,7.419,1,4735
"beta[326,5]",5.858,0.352,5.277,6.441,1,4414
"beta[327,5]",8.309,0.264,7.873,8.745,1.001,4943
"beta[328,5]",5.831,0.24,5.435,6.227,1.001,4517
"beta[329,5]",4.252,0.258,3.832,4.676,1,4802
"beta[330,5]",9.509,0.249,9.102,9.925,1,4814
"beta[331,5]",6.635,0.245,6.239,7.04,1.001,4792
"beta[332,5]",7.427,0.214,7.074,7.783,1.001,5663
"beta[333,5]",10.073,0.263,9.647,10.509,1,3769
"beta[334,5]",6.87,0.28,6.415,7.337,1,5261
"beta[335,5]",6.795,0.189,6.484,7.105,1,6856
"beta[336,5]",7.003,0.289,6.527,7.479,1.001,5255
"beta[337,5]",5.508,0.184,5.205,5.808,1,6818
"beta[338,5]",4.563,0.25,4.155,4.981,1,4551
"beta[339,5]",7.582,0.175,7.294,7.869,1.001,7347
"beta[340,5]",6.057,0.248,5.648,6.46,1,4767
"beta[341,5]",4.557,0.191,4.243,4.868,1,7677
"beta[342,5]",8.494,0.247,8.089,8.902,1,4871
"beta[343,5]",5.806,0.254,5.393,6.225,1,5032
"beta[344,5]",7.147,0.259,6.721,7.576,1,5214
"beta[345,5]",5.919,0.213,5.569,6.273,1,6558
"beta[346,5]",5.702,0.241,5.305,6.099,1,4644
"beta[347,5]",6.753,0.309,6.252,7.262,1,5117
"beta[348,5]",7.457,0.239,7.065,7.851,1,4854
"beta[349,5]",5.594,0.208,5.257,5.938,1,6255
"beta[350,5]",6.971,0.259,6.546,7.394,1.001,5293
"beta[351,5]",6.313,0.273,5.871,6.767,1,5094
"beta[352,5]",10.781,0.253,10.376,11.201,1.001,5107
"beta[353,5]",6.272,0.245,5.872,6.682,1,4257
"beta[354,5]",6.256,0.247,5.851,6.666,1.001,5064
"beta[355,5]",6.451,0.259,6.024,6.877,1.001,5057
"beta[356,5]",6.561,0.289,6.08,7.029,1,4161
"beta[357,5]",8.011,0.268,7.578,8.447,1,5034
"beta[358,5]",7.515,0.391,6.871,8.163,1,6841
"beta[359,5]",8.227,0.207,7.886,8.57,1,7877
