parameter,mean,sd,q05,q95,rhat,ess
"mu_y[1282,2]",5.712,0.11,5.53,5.892,1,7900
"mu_y[1283,2]",3.963,0.105,3.795,4.139,1,8519
"mu_y[1284,2]",3.851,0.089,3.707,3.998,1,8306
"mu_y[1285,2]",3.628,0.085,3.488,3.767,1,7896
"mu_y[1286,2]",3.396,0.118,3.201,3.593,1,8038
"mu_y[1287,2]",6.463,0.11,6.281,6.643,1,7588
"mu_y[1288,2]",6.331,0.077,6.204,6.459,1,8127
"mu_y[1289,2]",6.262,0.073,6.144,6.382,1,8052
"mu_y[1290,2]",6.202,0.078,6.078,6.329,1,7918
"mu_y[1291,2]",6.073,0.11,5.894,6.256,1,7653
"mu_y[1292,2]",6.253,0.098,6.094,6.415,1,8371
"mu_y[1293,2]",6.127,0.079,5.997,6.257,1,8208
"mu_y[1294,2]",6.006,0.073,5.887,6.125,1,7906
"mu_y[1295,2]",5.877,0.081,5.743,6.011,1,7680
"mu_y[1296,2]",5.766,0.098,5.604,5.93,1,7683
"mu_y[1297,2]",6.337,0.099,6.175,6.499,1,7980
"mu_y[1298,2]",6.23,0.084,6.094,6.368,1,8065
"mu_y[1299,2]",6.123,0.084,5.985,6.261,1,7965
"mu_y[1300,2]",6.015,0.1,5.855,6.182,1,8016
"mu_y[1301,2]",6.382,0.098,6.222,6.541,1,8443
"mu_y[1302,2]",6.24,0.081,6.106,6.374,1,8354
"mu_y[1303,2]",6.1,0.074,5.979,6.221,1,8200
"mu_y[1304,2]",5.958,0.077,5.83,6.085,1,8076
"mu_y[1305,2]",5.667,0.112,5.485,5.851,1,7874
"mu_y[1306,2]",5.297,0.104,5.128,5.466,1.001,7564
"mu_y[1307,2]",5.224,0.095,5.068,5.379,1.001,7724
"mu_y[1308,2]",5.15,0.105,4.976,5.325,1,7888
"mu_y[1309,2]",7.14,0.098,6.977,7.3,1,7553
"mu_y[1310,2]",7.056,0.08,6.925,7.188,1,7561
"mu_y[1311,2]",6.968,0.073,6.847,7.088,1,7696
"mu_y[1312,2]",6.88,0.08,6.747,7.013,1,7779
"mu_y[1313,2]",6.797,0.098,6.637,6.956,1,7820
"mu_y[1314,2]",4.949,0.103,4.778,5.12,1,8310
"mu_y[1315,2]",4.879,0.095,4.724,5.037,1,8220
"mu_y[1316,2]",4.802,0.105,4.628,4.974,1,8293
"mu_y[1317,2]",5.76,0.095,5.599,5.916,1,8209
"mu_y[1318,2]",5.688,0.079,5.555,5.818,1,8022
"mu_y[1319,2]",5.61,0.073,5.49,5.731,1,7834
"mu_y[1320,2]",5.535,0.081,5.402,5.667,1,7811
"mu_y[1321,2]",5.46,0.098,5.298,5.62,1.001,7885
"mu_y[1322,2]",4.031,0.093,3.875,4.185,1,8788
"mu_y[1323,2]",3.942,0.079,3.812,4.071,1,8648
"mu_y[1324,2]",3.835,0.068,3.723,3.946,1,8431
"mu_y[1325,2]",3.738,0.067,3.63,3.847,1,8243
"mu_y[1326,2]",3.649,0.074,3.528,3.77,1,8138
"mu_y[1327,2]",3.433,0.111,3.249,3.615,1,8309
"mu_y[1328,2]",6.055,0.097,5.891,6.214,1.001,7457
"mu_y[1329,2]",5.907,0.078,5.777,6.036,1.001,7733
"mu_y[1330,2]",5.797,0.069,5.685,5.911,1,7789
"mu_y[1331,2]",5.663,0.067,5.555,5.775,1,7814
"mu_y[1332,2]",5.55,0.075,5.429,5.672,1,7787
"mu_y[1333,2]",5.271,0.113,5.082,5.455,1,7613
"mu_y[1334,2]",5.08,0.102,4.912,5.248,1,8476
"mu_y[1335,2]",5.005,0.086,4.863,5.146,1,8297
"mu_y[1336,2]",4.835,0.074,4.714,4.955,1,7753
"mu_y[1337,2]",4.772,0.079,4.643,4.902,1,7702
"mu_y[1338,2]",4.615,0.111,4.431,4.797,1,7925
"mu_y[1339,2]",4.523,0.11,4.343,4.702,1,8398
"mu_y[1340,2]",4.329,0.077,4.202,4.456,1,8223
"mu_y[1341,2]",4.24,0.073,4.119,4.359,1.001,7939
"mu_y[1342,2]",4.145,0.078,4.014,4.271,1,7671
"mu_y[1343,2]",3.964,0.109,3.786,4.14,1,7236
"mu_y[1344,2]",5.9,0.093,5.747,6.053,1,8377
"mu_y[1345,2]",5.821,0.078,5.693,5.947,1.001,8323
"mu_y[1346,2]",5.743,0.068,5.631,5.855,1,8280
"mu_y[1347,2]",5.659,0.067,5.548,5.769,1,8242
"mu_y[1348,2]",5.572,0.076,5.449,5.697,1,8295
"mu_y[1349,2]",5.416,0.109,5.24,5.596,1,8402
"mu_y[1350,2]",5.158,0.1,4.993,5.322,1,8064
"mu_y[1351,2]",5.095,0.085,4.955,5.235,1,8025
"mu_y[1352,2]",5.042,0.082,4.907,5.176,1,8027
"mu_y[1353,2]",4.907,0.114,4.723,5.098,1,8294
"mu_y[1354,2]",6.373,0.111,6.19,6.557,1,8105
"mu_y[1355,2]",6.175,0.083,6.04,6.312,1,7702
"mu_y[1356,2]",6.061,0.086,5.921,6.202,1,7907
"mu_y[1357,2]",5.964,0.099,5.8,6.129,1,8192
"mu_y[1358,2]",5.536,0.108,5.356,5.716,1,8521
"mu_y[1359,2]",5.304,0.082,5.17,5.439,1,7557
"mu_y[1360,2]",5.181,0.082,5.047,5.315,1,7503
"mu_y[1361,2]",4.953,0.11,4.774,5.136,1,8187
"mu_y[1362,2]",6.159,0.096,6.002,6.319,1.001,7966
"mu_y[1363,2]",6.059,0.077,5.933,6.188,1.001,7853
"mu_y[1364,2]",5.986,0.069,5.874,6.1,1,7866
"mu_y[1365,2]",5.905,0.067,5.795,6.018,1,7951
"mu_y[1366,2]",5.814,0.075,5.69,5.94,1,8070
"mu_y[1367,2]",5.649,0.107,5.47,5.828,1,8414
"mu_y[1368,2]",6.3,0.117,6.107,6.488,1,7792
"mu_y[1369,2]",6.211,0.117,6.017,6.404,1,7810
"mu_y[1370,2]",6.87,0.095,6.712,7.027,1,7944
"mu_y[1371,2]",6.778,0.079,6.648,6.907,1,7825
"mu_y[1372,2]",6.683,0.072,6.564,6.802,1.001,7692
"mu_y[1373,2]",6.579,0.08,6.449,6.71,1.001,7616
"mu_y[1374,2]",6.487,0.098,6.326,6.645,1.001,7739
"mu_y[1375,2]",5.283,0.099,5.122,5.446,1,7587
"mu_y[1376,2]",5.175,0.084,5.038,5.314,1,7423
"mu_y[1377,2]",5.049,0.084,4.911,5.19,1,7638
"mu_y[1378,2]",4.936,0.1,4.774,5.101,1,8097
"mu_y[1379,2]",5.189,0.11,5.007,5.366,1,8866
"mu_y[1380,2]",5.038,0.083,4.899,5.171,1,8522
"mu_y[1381,2]",4.968,0.082,4.832,5.101,1,8314
"mu_y[1382,2]",4.744,0.121,4.544,4.943,1,8194
"mu_y[1383,2]",6.588,0.116,6.395,6.776,1,7953
"mu_y[1384,2]",6.525,0.093,6.375,6.679,1.001,8175
"mu_y[1385,2]",6.464,0.117,6.271,6.657,1.001,8157
"mu_y[1386,2]",7.295,0.101,7.128,7.462,1.001,8482
"mu_y[1387,2]",7.234,0.087,7.088,7.378,1,8492
"mu_y[1388,2]",7.183,0.082,7.047,7.319,1,8378
"mu_y[1389,2]",6.968,0.127,6.758,7.175,1.001,7649
"mu_y[1390,2]",4.956,0.095,4.801,5.113,1,8437
"mu_y[1391,2]",4.821,0.08,4.69,4.954,1,8264
"mu_y[1392,2]",4.684,0.073,4.564,4.803,1,8049
"mu_y[1393,2]",4.558,0.075,4.435,4.681,1,7937
"mu_y[1394,2]",4.214,0.115,4.025,4.403,1,8084
"mu_y[1395,2]",6.314,0.095,6.158,6.469,1,8652
"mu_y[1396,2]",6.193,0.078,6.066,6.318,1,8266
"mu_y[1397,2]",6.098,0.073,5.977,6.215,1,7885
"mu_y[1398,2]",5.985,0.08,5.854,6.114,1,7669
"mu_y[1399,2]",5.864,0.099,5.698,6.024,1,7743
"mu_y[1400,2]",5.221,0.111,5.04,5.406,1,8099
"mu_y[1401,2]",4.973,0.085,4.834,5.114,1,7949
"mu_y[1402,2]",4.846,0.082,4.71,4.981,1.001,8074
"mu_y[1403,2]",4.409,0.126,4.202,4.616,1,8550
"mu_y[1404,2]",5.922,0.099,5.761,6.084,1,8346
"mu_y[1405,2]",5.769,0.084,5.63,5.907,1,8004
"mu_y[1406,2]",5.641,0.082,5.505,5.774,1,7799
"mu_y[1407,2]",5.29,0.118,5.093,5.483,1,8045
"mu_y[1408,2]",6.189,0.106,6.015,6.364,1,8404
"mu_y[1409,2]",6.101,0.092,5.95,6.254,1,8313
"mu_y[1410,2]",5.891,0.083,5.755,6.029,1,8030
"mu_y[1411,2]",5.614,0.125,5.411,5.82,1,8056
"mu_y[1412,2]",5.425,0.16,5.165,5.692,1,8141
"mu_y[1413,2]",5.653,0.102,5.483,5.817,1,7896
"mu_y[1414,2]",5.564,0.094,5.409,5.717,1,7804
"mu_y[1415,2]",5.454,0.105,5.282,5.627,1,7932
"mu_y[1416,2]",6.759,0.102,6.593,6.924,1,7484
"mu_y[1417,2]",6.639,0.094,6.485,6.795,1,8183
"mu_y[1418,2]",6.579,0.101,6.414,6.747,1,8227
"mu_y[1419,2]",6.557,0.1,6.396,6.721,1,8345
"mu_y[1420,2]",6.386,0.072,6.267,6.504,1,8491
"mu_y[1421,2]",6.358,0.069,6.243,6.47,1,8489
"mu_y[1422,2]",6.257,0.067,6.147,6.365,1,8526
"mu_y[1423,2]",6.17,0.073,6.051,6.289,1,8552
"mu_y[1424,2]",5.978,0.106,5.805,6.152,1,8504
"mu_y[1425,2]",5.39,0.117,5.197,5.586,1,8234
"mu_y[1426,2]",5.206,0.119,5.009,5.402,1,8022
"mu_y[1427,2]",6.806,0.103,6.635,6.976,1,7802
"mu_y[1428,2]",6.669,0.093,6.516,6.825,1,7727
"mu_y[1429,2]",6.543,0.103,6.375,6.715,1.001,7850
"mu_y[1430,2]",6.403,0.116,6.211,6.595,1,8363
"mu_y[1431,2]",6.326,0.117,6.134,6.517,1,8383
"mu_y[1432,2]",8.076,0.095,7.918,8.232,1,8098
"mu_y[1433,2]",8.058,0.078,7.927,8.186,1,8066
"mu_y[1434,2]",8.04,0.068,7.924,8.152,1,8085
"mu_y[1435,2]",8.023,0.067,7.91,8.134,1,8171
"mu_y[1436,2]",8.004,0.075,7.88,8.129,1,8136
"mu_y[1437,2]",7.969,0.108,7.793,8.147,1,8039
"mu_y[1438,2]",4.399,0.103,4.229,4.566,1,8927
"mu_y[1439,2]",4.24,0.087,4.096,4.383,1,8671
"mu_y[1440,2]",3.901,0.073,3.781,4.021,1.001,7766
"mu_y[1441,2]",3.722,0.081,3.592,3.853,1.001,7575
"mu_y[1442,2]",3.421,0.11,3.242,3.601,1,7727
"mu_y[1443,2]",6.83,0.096,6.672,6.988,1,7781
"mu_y[1444,2]",6.787,0.078,6.66,6.915,1,8021
"mu_y[1445,2]",6.759,0.07,6.644,6.874,1,8015
"mu_y[1446,2]",6.718,0.067,6.608,6.826,1,7996
"mu_y[1447,2]",6.687,0.072,6.567,6.804,1,8110
"mu_y[1448,2]",6.587,0.116,6.397,6.78,1,8310
"mu_y[1449,2]",6.048,0.104,5.875,6.219,1,8261
"mu_y[1450,2]",5.918,0.094,5.762,6.072,1,8195
"mu_y[1451,2]",5.8,0.103,5.632,5.971,1.001,8050
"mu_y[1452,2]",6.784,0.096,6.624,6.943,1.001,8632
"mu_y[1453,2]",6.767,0.082,6.631,6.903,1,8445
"mu_y[1454,2]",6.745,0.073,6.624,6.865,1,8238
"mu_y[1455,2]",6.727,0.077,6.6,6.854,1,8244
"mu_y[1456,2]",6.688,0.111,6.508,6.87,1,8496
"mu_y[1457,2]",5.672,0.103,5.504,5.84,1,8246
"mu_y[1458,2]",5.559,0.093,5.407,5.711,1,7636
"mu_y[1459,2]",5.449,0.102,5.281,5.616,1,7082
"mu_y[1460,2]",6.676,0.099,6.517,6.839,1,8469
"mu_y[1461,2]",6.587,0.083,6.452,6.724,1,8305
"mu_y[1462,2]",6.498,0.074,6.377,6.62,1,8077
"mu_y[1463,2]",6.328,0.082,6.192,6.463,1,8064
"mu_y[1464,2]",6.156,0.115,5.967,6.346,1.001,8345
"mu_y[1465,2]",5.632,0.161,5.367,5.899,1,8118
"mu_y[1466,2]",7.211,0.099,7.047,7.374,1,7677
"mu_y[1467,2]",7.179,0.082,7.045,7.313,1,7858
"mu_y[1468,2]",7.152,0.082,7.016,7.286,1,7834
"mu_y[1469,2]",7.118,0.101,6.951,7.284,1,7716
"mu_y[1470,2]",6.611,0.095,6.456,6.768,1.001,8247
"mu_y[1471,2]",6.557,0.078,6.431,6.685,1.001,8091
"mu_y[1472,2]",6.509,0.068,6.398,6.62,1.001,7854
"mu_y[1473,2]",6.458,0.066,6.352,6.567,1.001,7479
"mu_y[1474,2]",6.403,0.074,6.282,6.526,1,7489
"mu_y[1475,2]",6.296,0.109,6.119,6.474,1,7879
"mu_y[1476,2]",5.782,0.099,5.614,5.945,1,7777
"mu_y[1477,2]",5.736,0.08,5.604,5.869,1,7686
"mu_y[1478,2]",5.682,0.074,5.561,5.803,1,7608
"mu_y[1479,2]",5.645,0.081,5.512,5.78,1,7602
"mu_y[1480,2]",5.606,0.098,5.446,5.768,1,7568
"mu_y[1481,2]",5.782,0.105,5.609,5.957,1,8072
"mu_y[1482,2]",5.648,0.077,5.521,5.775,1,8096
"mu_y[1483,2]",5.576,0.071,5.46,5.693,1,8101
"mu_y[1484,2]",5.49,0.076,5.366,5.615,1,8064
"mu_y[1485,2]",5.316,0.114,5.13,5.502,1,8104
"mu_y[1486,2]",5.596,0.102,5.427,5.763,1,8190
"mu_y[1487,2]",5.474,0.087,5.329,5.617,1,7975
"mu_y[1488,2]",5.351,0.081,5.216,5.487,1.001,7761
"mu_y[1489,2]",4.986,0.122,4.784,5.187,1,7867
"mu_y[1490,2]",5.366,0.114,5.177,5.553,1.001,8324
"mu_y[1491,2]",5.132,0.095,4.973,5.288,1.001,8121
"mu_y[1492,2]",5.033,0.106,4.857,5.206,1,8186
"mu_y[1493,2]",6.816,0.104,6.644,6.988,1,8247
"mu_y[1494,2]",6.769,0.087,6.627,6.913,1,8265
"mu_y[1495,2]",6.677,0.089,6.53,6.825,1,8095
"mu_y[1496,2]",6.637,0.104,6.466,6.81,1,8034
"mu_y[1497,2]",5.367,0.11,5.188,5.55,1,8688
"mu_y[1498,2]",5.15,0.078,5.022,5.278,1,8019
"mu_y[1499,2]",5.046,0.074,4.925,5.168,1.001,7644
"mu_y[1500,2]",4.961,0.077,4.835,5.089,1,7510
"mu_y[1501,2]",4.723,0.112,4.536,4.908,1.001,7944
"mu_y[1502,2]",7.536,0.113,7.348,7.718,1,8494
"mu_y[1503,2]",7.532,0.084,7.395,7.67,1,7962
"mu_y[1504,2]",7.53,0.082,7.398,7.665,1,7599
"mu_y[1505,2]",7.525,0.125,7.32,7.732,1,7117
"mu_y[1506,2]",6.181,0.097,6.025,6.344,1,8335
"mu_y[1507,2]",6.096,0.079,5.966,6.226,1,8170
"mu_y[1508,2]",6.015,0.072,5.896,6.134,1,7743
"mu_y[1509,2]",5.923,0.08,5.793,6.055,1.001,7533
"mu_y[1510,2]",5.845,0.096,5.688,6.005,1.001,7496
"mu_y[1511,2]",5.695,0.097,5.535,5.854,1.001,8076
"mu_y[1512,2]",5.605,0.08,5.474,5.737,1,7709
"mu_y[1513,2]",5.508,0.073,5.386,5.63,1,7413
"mu_y[1514,2]",5.424,0.081,5.292,5.558,1,7824
"mu_y[1515,2]",5.327,0.1,5.163,5.493,1,8186
"mu_y[1516,2]",6.288,0.107,6.111,6.466,1,8532
"mu_y[1517,2]",6.177,0.092,6.027,6.33,1,8322
"mu_y[1518,2]",5.879,0.089,5.731,6.022,1,8137
"mu_y[1519,2]",5.673,0.118,5.477,5.862,1,8450
"mu_y[1520,2]",7.693,0.102,7.524,7.859,1,7717
"mu_y[1521,2]",7.678,0.087,7.532,7.821,1,7616
"mu_y[1522,2]",7.659,0.082,7.524,7.795,1,7629
"mu_y[1523,2]",7.616,0.121,7.413,7.816,1,8304
"mu_y[1524,2]",6.638,0.098,6.479,6.799,1,8763
"mu_y[1525,2]",6.585,0.082,6.449,6.72,1,8608
"mu_y[1526,2]",6.541,0.084,6.403,6.678,1.001,8182
"mu_y[1527,2]",6.497,0.098,6.339,6.659,1.001,7995
"mu_y[1528,2]",5.988,0.095,5.835,6.145,1,7980
"mu_y[1529,2]",5.901,0.08,5.77,6.033,1,7871
"mu_y[1530,2]",5.826,0.073,5.705,5.947,1,7711
"mu_y[1531,2]",5.745,0.074,5.623,5.869,1,7749
"mu_y[1532,2]",5.496,0.121,5.299,5.695,1,8276
"mu_y[1533,2]",5.92,0.105,5.747,6.094,1,7625
"mu_y[1534,2]",5.76,0.094,5.604,5.915,1,7610
"mu_y[1535,2]",5.44,0.116,5.248,5.629,1,7885
"mu_y[1536,2]",6.17,0.096,6.013,6.33,1,7045
"mu_y[1537,2]",6.09,0.08,5.958,6.22,1,7413
"mu_y[1538,2]",6.01,0.069,5.894,6.123,1,7789
"mu_y[1539,2]",5.929,0.067,5.819,6.039,1,7735
"mu_y[1540,2]",5.839,0.075,5.715,5.962,1,7205
"mu_y[1541,2]",5.672,0.11,5.49,5.852,1,6681
"mu_y[1542,2]",6.126,0.098,5.965,6.286,1,7743
"mu_y[1543,2]",6.029,0.08,5.899,6.159,1,7834
"mu_y[1544,2]",5.933,0.072,5.814,6.051,1,7799
"mu_y[1545,2]",5.835,0.079,5.705,5.964,1,7840
"mu_y[1546,2]",5.738,0.097,5.581,5.897,1,7732
"mu_y[1547,2]",7.204,0.104,7.034,7.376,1,7816
"mu_y[1548,2]",7.148,0.086,7.006,7.288,1,7719
"mu_y[1549,2]",7.042,0.086,6.898,7.183,1,8070
"mu_y[1550,2]",6.986,0.104,6.815,7.159,1,8228
"mu_y[1551,2]",6.249,0.098,6.084,6.412,1.001,8018
"mu_y[1552,2]",6.251,0.079,6.122,6.384,1,7896
"mu_y[1553,2]",6.254,0.072,6.134,6.373,1.001,7781
"mu_y[1554,2]",6.256,0.08,6.123,6.387,1,7714
"mu_y[1555,2]",6.258,0.1,6.091,6.42,1,7737
"mu_y[1556,2]",6.856,0.096,6.702,7.015,1,8881
"mu_y[1557,2]",6.837,0.079,6.709,6.968,1,8555
"mu_y[1558,2]",6.818,0.068,6.708,6.932,1,8198
"mu_y[1559,2]",6.801,0.067,6.692,6.91,1.001,8085
"mu_y[1560,2]",6.781,0.075,6.659,6.906,1,8282
"mu_y[1561,2]",6.746,0.108,6.569,6.923,1.001,8793
"mu_y[1562,2]",5.734,0.096,5.577,5.894,1,8605
"mu_y[1563,2]",5.597,0.078,5.468,5.726,1,8387
"mu_y[1564,2]",5.47,0.068,5.358,5.582,1,8189
"mu_y[1565,2]",5.343,0.067,5.231,5.452,1,8076
"mu_y[1566,2]",5.219,0.075,5.096,5.341,1,8105
"mu_y[1567,2]",4.967,0.108,4.789,5.144,1,8421
"mu_y[1568,2]",7.118,0.121,6.918,7.315,1,7789
"mu_y[1569,2]",6.985,0.123,6.783,7.187,1,8001
"mu_y[1570,2]",3.783,0.103,3.614,3.953,1,7349
"mu_y[1571,2]",3.632,0.094,3.478,3.785,1,7480
"mu_y[1572,2]",3.48,0.104,3.309,3.65,1,8124
"mu_y[1573,2]",6.49,0.104,6.317,6.661,1,7995
"mu_y[1574,2]",6.406,0.094,6.249,6.561,1,7920
"mu_y[1575,2]",6.381,0.1,6.216,6.547,1.001,7963
"mu_y[1576,2]",6.41,0.102,6.243,6.578,1,7900
"mu_y[1577,2]",6.287,0.093,6.133,6.439,1,8028
"mu_y[1578,2]",6.189,0.103,6.018,6.362,1,8091
"mu_y[1579,2]",5.376,0.114,5.189,5.56,1,8013
"mu_y[1580,2]",5.259,0.115,5.069,5.449,1,7974
"mu_y[1581,2]",7.169,0.103,7,7.339,1,7525
"mu_y[1582,2]",7.099,0.095,6.943,7.254,1,7776
"mu_y[1583,2]",6.91,0.112,6.725,7.096,1,8061
"mu_y[1584,2]",5.897,0.117,5.704,6.092,1,8024
"mu_y[1585,2]",5.756,0.117,5.561,5.951,1,8042
"mu_y[1586,2]",6.778,0.1,6.616,6.943,1,8040
"mu_y[1587,2]",6.77,0.079,6.641,6.902,1,7757
"mu_y[1588,2]",6.765,0.073,6.646,6.886,1,7628
"mu_y[1589,2]",6.756,0.083,6.62,6.894,1,7610
"mu_y[1590,2]",6.749,0.103,6.579,6.92,1,7716
"mu_y[1591,2]",5.596,0.114,5.41,5.787,1,8255
"mu_y[1592,2]",5.539,0.114,5.354,5.729,1,8197
"mu_y[1593,2]",6.684,0.107,6.508,6.859,1,7971
"mu_y[1594,2]",6.563,0.094,6.407,6.718,1,7924
"mu_y[1595,2]",6.302,0.118,6.11,6.492,1,7962
"mu_y[1596,2]",7.913,0.112,7.728,8.093,1.001,8330
"mu_y[1597,2]",7.892,0.097,7.731,8.047,1.001,8017
"mu_y[1598,2]",7.884,0.107,7.705,8.058,1.001,7857
"mu_y[1599,2]",7.612,0.1,7.445,7.776,1,8572
"mu_y[1600,2]",7.537,0.08,7.404,7.668,1,8270
"mu_y[1601,2]",7.463,0.072,7.346,7.581,1,7767
"mu_y[1602,2]",7.383,0.079,7.253,7.51,1,7404
"mu_y[1603,2]",7.294,0.103,7.123,7.461,1,7382
"mu_y[1604,2]",7.082,0.125,6.877,7.287,1,7469
"mu_y[1605,2]",7.064,0.129,6.853,7.279,1,7877
"mu_y[1606,2]",6.561,0.102,6.393,6.732,1.001,8130
"mu_y[1607,2]",6.463,0.093,6.309,6.616,1,7921
"mu_y[1608,2]",6.378,0.102,6.21,6.544,1,7779
"mu_y[1609,2]",6.558,0.107,6.381,6.738,1,7785
"mu_y[1610,2]",6.536,0.095,6.38,6.693,1,7404
"mu_y[1611,2]",6.492,0.115,6.302,6.68,1,7732
"mu_y[1612,2]",5.603,0.114,5.415,5.787,1,8444
"mu_y[1613,2]",5.451,0.094,5.297,5.606,1,8091
"mu_y[1614,2]",5.285,0.118,5.091,5.48,1,7871
"mu_y[1615,2]",6.711,0.122,6.507,6.91,1.001,8182
"mu_y[1616,2]",6.555,0.124,6.35,6.76,1,7697
"mu_y[1617,2]",5.801,0.099,5.638,5.966,1,7607
"mu_y[1618,2]",5.737,0.093,5.585,5.895,1,7600
"mu_y[1619,2]",5.609,0.104,5.439,5.781,1,7755
"mu_y[1620,2]",6.287,0.116,6.097,6.477,1,7851
"mu_y[1621,2]",6.196,0.117,6.005,6.389,1,8107
"mu_y[1622,2]",5.491,0.095,5.335,5.65,1,8146
"mu_y[1623,2]",5.33,0.078,5.203,5.46,1,8059
"mu_y[1624,2]",5.17,0.068,5.059,5.282,1,7919
"mu_y[1625,2]",5.012,0.067,4.903,5.121,1,7814
"mu_y[1626,2]",4.85,0.076,4.727,4.974,1.001,7812
"mu_y[1627,2]",4.524,0.112,4.341,4.711,1,7933
"mu_y[1628,2]",4.189,0.114,4,4.373,1.001,8223
"mu_y[1629,2]",4.133,0.114,3.944,4.321,1.001,8255
"mu_y[1630,2]",5.869,0.095,5.711,6.025,1,8409
"mu_y[1631,2]",5.748,0.077,5.621,5.875,1,8330
"mu_y[1632,2]",5.659,0.068,5.545,5.77,1,8222
"mu_y[1633,2]",5.537,0.067,5.425,5.646,1,8227
"mu_y[1634,2]",5.443,0.074,5.318,5.565,1.001,8019
"mu_y[1635,2]",5.236,0.107,5.056,5.412,1,7152
"mu_y[1636,2]",7.769,0.094,7.615,7.923,1,8515
"mu_y[1637,2]",7.749,0.078,7.62,7.877,1,8343
"mu_y[1638,2]",7.73,0.068,7.617,7.84,1,8128
"mu_y[1639,2]",7.71,0.067,7.601,7.819,1,8007
"mu_y[1640,2]",7.689,0.074,7.565,7.81,1,8094
"mu_y[1641,2]",7.649,0.108,7.469,7.825,1,8389
"mu_y[1642,2]",6.008,0.098,5.848,6.17,1,8058
"mu_y[1643,2]",5.913,0.083,5.776,6.051,1,8024
"mu_y[1644,2]",5.821,0.084,5.683,5.958,1,8078
"mu_y[1645,2]",5.721,0.1,5.555,5.886,1,8145
"mu_y[1646,2]",6.646,0.115,6.458,6.839,1,8581
"mu_y[1647,2]",6.532,0.095,6.374,6.689,1,8302
"mu_y[1648,2]",6.411,0.119,6.218,6.61,1,8275
"mu_y[1649,2]",4.426,0.123,4.221,4.626,1,7790
"mu_y[1650,2]",4.169,0.125,3.958,4.372,1,7777
"mu_y[1651,2]",5.234,0.103,5.064,5.403,1,7784
"mu_y[1652,2]",5.125,0.094,4.971,5.277,1.001,7591
"mu_y[1653,2]",5.018,0.104,4.846,5.188,1.001,7399
"mu_y[1654,2]",4.964,0.097,4.807,5.123,1,8147
"mu_y[1655,2]",4.844,0.077,4.72,4.97,1,8256
"mu_y[1656,2]",4.758,0.068,4.647,4.87,1,8321
"mu_y[1657,2]",4.688,0.067,4.579,4.797,1,8159
"mu_y[1658,2]",4.59,0.074,4.467,4.709,1,8003
"mu_y[1659,2]",4.395,0.108,4.218,4.573,1,7906
"mu_y[1660,2]",5.883,0.096,5.723,6.036,1,8957
"mu_y[1661,2]",5.745,0.079,5.615,5.871,1,8869
"mu_y[1662,2]",5.618,0.069,5.504,5.729,1,8599
"mu_y[1663,2]",5.491,0.067,5.381,5.599,1,8236
"mu_y[1664,2]",5.349,0.075,5.225,5.471,1,8032
"mu_y[1665,2]",5.093,0.107,4.915,5.269,1,8014
"mu_y[1666,2]",6.751,0.096,6.594,6.911,1,8571
"mu_y[1667,2]",6.572,0.077,6.445,6.699,1,8381
"mu_y[1668,2]",6.434,0.069,6.321,6.547,1,8154
"mu_y[1669,2]",6.28,0.067,6.171,6.39,1,7945
"mu_y[1670,2]",6.13,0.074,6.01,6.252,1,7903
"mu_y[1671,2]",5.817,0.108,5.642,5.994,1,8078
"mu_y[1672,2]",7.155,0.095,7.001,7.313,1,8208
"mu_y[1673,2]",7.084,0.08,6.952,7.215,1,8207
"mu_y[1674,2]",6.996,0.069,6.883,7.11,1.001,8011
"mu_y[1675,2]",6.918,0.068,6.804,7.029,1,7827
"mu_y[1676,2]",6.851,0.075,6.729,6.974,1,7756
"mu_y[1677,2]",6.7,0.107,6.525,6.876,1,7820
"mu_y[1678,2]",4.387,0.1,4.222,4.549,1,8548
"mu_y[1679,2]",4.272,0.079,4.141,4.401,1.001,8187
"mu_y[1680,2]",4.18,0.073,4.06,4.3,1,7936
"mu_y[1681,2]",4.068,0.081,3.934,4.201,1,7983
"mu_y[1682,2]",3.978,0.097,3.818,4.136,1,8186
"mu_y[1683,2]",7.163,0.101,6.994,7.328,1,7916
"mu_y[1684,2]",7.044,0.092,6.894,7.192,1,7956
"mu_y[1685,2]",6.94,0.102,6.772,7.109,1,8109
"mu_y[1686,2]",5.668,0.122,5.468,5.865,1,7996
"mu_y[1687,2]",5.372,0.124,5.169,5.575,1,7935
"mu_y[1688,2]",7.805,0.11,7.623,7.988,1,8127
"mu_y[1689,2]",7.742,0.083,7.603,7.878,1,8000
"mu_y[1690,2]",7.711,0.081,7.576,7.845,1,7931
"mu_y[1691,2]",7.62,0.121,7.424,7.819,1,7645
"mu_y[1692,2]",6.257,0.098,6.097,6.418,1,8543
"mu_y[1693,2]",6.188,0.079,6.059,6.317,1,8055
"mu_y[1694,2]",6.14,0.073,6.019,6.258,1,7693
"mu_y[1695,2]",6.075,0.076,5.948,6.199,1,7346
"mu_y[1696,2]",5.953,0.112,5.769,6.137,1,7331
"mu_y[1697,2]",6.141,0.115,5.954,6.329,1,7738
"mu_y[1698,2]",6.059,0.116,5.868,6.252,1,7784
"mu_y[1699,2]",7.715,0.101,7.547,7.88,1,8464
"mu_y[1700,2]",7.691,0.086,7.55,7.832,1,8306
"mu_y[1701,2]",7.635,0.072,7.519,7.755,1,7998
