parameter,mean,sd,q05,q95,rhat,ess
"beta[564,2]",5.806,0.87,4.378,7.224,1,8148
"beta[565,2]",2.4,1.957,-0.796,5.566,1,6729
"beta[566,2]",1.546,0.876,0.142,2.99,1,8162
"beta[567,2]",0.998,1.406,-1.352,3.322,1,7805
"beta[568,2]",1.756,0.95,0.17,3.279,1.001,5979
"beta[569,2]",1.811,0.859,0.381,3.211,1,7876
"beta[570,2]",1.086,0.883,-0.385,2.525,1,7524
"beta[571,2]",7.861,0.961,6.315,9.44,1,7280
"beta[572,2]",2.165,0.897,0.654,3.602,1,7659
"beta[573,2]",1.662,0.896,0.195,3.113,1,7038
"beta[574,2]",0.252,1.414,-2.053,2.563,1.001,7949
"beta[575,2]",8.193,2.028,5.039,11.599,1,7468
"beta[576,2]",4.688,0.874,3.262,6.119,1.001,7873
"beta[577,2]",0.54,1.391,-1.743,2.799,1.001,8245
"beta[578,2]",3.657,1.182,1.685,5.597,1.001,6681
"beta[579,2]",0.331,0.921,-1.196,1.819,1,7240
"beta[580,2]",6.317,0.906,4.837,7.841,1,6831
"beta[581,2]",3.456,0.918,1.972,4.993,1,5503
"beta[582,2]",2.338,1.394,0.107,4.737,1,7708
"beta[583,2]",6.543,0.931,5.049,8.11,1,6443
"beta[584,2]",4.501,1.131,2.631,6.323,1,7718
"beta[585,2]",1.192,0.89,-0.278,2.673,1,7275
"beta[586,2]",0.701,1.89,-2.352,3.804,1.001,8314
"beta[587,2]",1.84,0.904,0.36,3.324,1,7615
"beta[588,2]",2.326,0.888,0.847,3.774,1,7907
"beta[589,2]",0.574,0.897,-0.863,2.082,1,7171
"beta[590,2]",2.18,1.099,0.367,4.004,1,7759
"beta[591,2]",0.193,0.894,-1.301,1.657,1,6959
"beta[592,2]",3.875,0.909,2.423,5.406,1.001,6143
"beta[593,2]",2.482,0.899,0.985,3.954,1,8075
"beta[594,2]",3.564,0.857,2.133,4.96,1,7990
"beta[595,2]",6.774,1.502,4.378,9.282,1,7734
"beta[596,2]",2.385,1.434,0.031,4.749,1,6035
"beta[597,2]",7.224,0.89,5.748,8.683,1,8183
"beta[598,2]",0.673,0.864,-0.761,2.083,1,7701
"beta[599,2]",3.715,1.977,0.432,6.931,1,7393
"beta[600,2]",0.712,1.891,-2.385,3.851,1,7200
"beta[601,2]",-0.23,0.924,-1.743,1.298,1,8272
"beta[602,2]",6.242,1.165,4.318,8.165,1,7649
"beta[603,2]",-0.715,1.459,-3.101,1.735,1,7395
"beta[604,2]",1.474,0.875,0.024,2.906,1,7465
"beta[605,2]",-0.483,0.881,-1.932,0.99,1,7683
"beta[606,2]",5.386,1.383,3.136,7.658,1,8091
"beta[607,2]",6.209,0.936,4.682,7.753,1.001,4023
"beta[608,2]",4.317,1.373,2.043,6.577,1,8037
"beta[609,2]",0.971,1.961,-2.238,4.183,1.001,6015
"beta[610,2]",5.005,0.941,3.471,6.544,1,8124
"beta[611,2]",5.697,1.938,2.517,8.866,1,8342
"beta[612,2]",3.764,1.374,1.542,6.046,1,7255
"beta[613,2]",4.636,0.894,3.179,6.131,1,6294
"beta[614,2]",9.089,1.606,6.523,11.834,1,5475
"beta[615,2]",1.543,1.46,-0.919,3.872,1,7356
"beta[616,2]",-0.639,1.442,-3.001,1.687,1,7989
"beta[617,2]",1.12,1.422,-1.262,3.437,1,8100
"beta[618,2]",1.887,0.877,0.424,3.303,1,6741
"beta[619,2]",8.635,2.086,5.351,12.18,1,7613
"beta[620,2]",3.476,1.92,0.296,6.646,1,7491
"beta[621,2]",2.388,1.179,0.396,4.305,1.001,5598
"beta[622,2]",5.09,1.864,2.053,8.184,1,8520
"beta[623,2]",3.304,1.14,1.421,5.171,1,7792
"beta[624,2]",0.081,1.129,-1.774,1.958,1,8128
"beta[625,2]",5.137,1.457,2.766,7.553,1,7784
"beta[626,2]",-0.402,0.901,-1.884,1.077,1,7791
"beta[627,2]",2.207,0.929,0.675,3.716,1.001,5334
"beta[628,2]",0.582,1.488,-1.931,3.03,1,4655
"beta[629,2]",4.384,1.833,1.294,7.343,1,8627
"beta[630,2]",2.428,1.949,-0.779,5.613,1,7892
"beta[631,2]",0.673,1.994,-2.634,3.956,1.001,7776
"beta[632,2]",6.82,1.484,4.434,9.294,1,7081
"beta[633,2]",0.803,0.892,-0.659,2.248,1.001,7323
"beta[634,2]",3.448,1.391,1.115,5.685,1,8234
"beta[635,2]",0.821,1.164,-1.099,2.739,1,7252
"beta[636,2]",0.979,0.903,-0.511,2.456,1,8027
"beta[637,2]",0.399,1.157,-1.453,2.33,1,7118
"beta[638,2]",2.378,0.889,0.926,3.83,1,8420
"beta[639,2]",2.254,1.5,-0.253,4.662,1,7601
"beta[640,2]",5.977,1.434,3.644,8.395,1,6697
"beta[641,2]",1.601,0.897,0.138,3.072,1,8040
"beta[642,2]",1.13,0.92,-0.365,2.646,1,7686
"beta[643,2]",4.864,1.456,2.456,7.235,1.001,6064
"beta[644,2]",-0.602,1.474,-3.024,1.855,1,7981
"beta[645,2]",1.668,1.464,-0.737,4.076,1,5628
"beta[646,2]",4.009,1.467,1.666,6.478,1,7483
"beta[647,2]",0.979,1.433,-1.442,3.304,1,5577
"beta[648,2]",3.047,0.879,1.619,4.503,1.001,7126
"beta[649,2]",-0.726,0.886,-2.218,0.731,1,6933
"beta[650,2]",6.669,2.006,3.399,10.012,1,8242
"beta[651,2]",2.937,0.908,1.454,4.425,1,7707
"beta[652,2]",0.273,0.848,-1.122,1.665,1,7674
"beta[653,2]",0.961,1.491,-1.527,3.42,1.001,7735
"beta[654,2]",0.638,0.931,-0.888,2.156,1,6837
"beta[655,2]",-0.793,0.917,-2.341,0.701,1.001,6862
"beta[656,2]",4.46,0.886,2.997,5.908,1,7579
"beta[657,2]",0.362,0.99,-1.223,1.974,1,7918
"beta[658,2]",2.84,1.42,0.538,5.148,1,7942
"beta[659,2]",-0.186,1.329,-2.383,1.999,1,8543
"beta[660,2]",-0.276,1.976,-3.537,2.962,1,7107
"beta[661,2]",2.609,1.447,0.232,5.025,1,6477
"beta[662,2]",4.872,1.421,2.564,7.204,1,7647
"beta[663,2]",0.276,1.949,-3.023,3.361,1,7598
"beta[1,3]",7.233,0.18,6.933,7.539,1,6826
"beta[2,3]",7.765,0.116,7.571,7.953,1,8132
"beta[3,3]",7.609,0.191,7.295,7.927,1,7646
"beta[4,3]",6.97,0.196,6.649,7.299,1,5933
"beta[5,3]",7.407,0.122,7.207,7.606,1,7811
"beta[6,3]",7.092,0.123,6.889,7.293,1,7697
"beta[7,3]",7.429,0.181,7.131,7.726,1,5984
"beta[8,3]",7.746,0.167,7.477,8.02,1,6792
"beta[9,3]",5.436,0.137,5.212,5.665,1.001,7720
"beta[10,3]",8.143,0.183,7.842,8.446,1,6912
"beta[11,3]",8.671,0.164,8.396,8.939,1,6108
"beta[12,3]",7.696,0.169,7.423,7.975,1,7095
"beta[13,3]",7.175,0.165,6.904,7.448,1,6610
"beta[14,3]",7.259,0.117,7.069,7.454,1,8030
"beta[15,3]",7.548,0.16,7.287,7.811,1,6416
"beta[16,3]",7.708,0.12,7.513,7.905,1,8557
"beta[17,3]",6.509,0.181,6.216,6.812,1,6767
"beta[18,3]",6.774,0.18,6.472,7.064,1,6920
"beta[19,3]",7.873,0.173,7.592,8.162,1,6853
"beta[20,3]",7.373,0.165,7.101,7.646,1,6489
"beta[21,3]",7.864,0.173,7.583,8.15,1,7050
"beta[22,3]",6.365,0.125,6.159,6.572,1,8028
"beta[23,3]",7.117,0.167,6.841,7.393,1,6785
"beta[24,3]",7.293,0.161,7.032,7.555,1,6238
"beta[25,3]",7.959,0.157,7.698,8.218,1,6691
"beta[26,3]",7.043,0.165,6.77,7.319,1,6572
"beta[27,3]",7.218,0.191,6.904,7.536,1,6133
"beta[28,3]",7.424,0.118,7.23,7.619,1,8204
"beta[29,3]",6.931,0.212,6.583,7.285,1,5790
"beta[30,3]",6.491,0.186,6.182,6.792,1,6878
"beta[31,3]",8.328,0.114,8.14,8.517,1,7847
"beta[32,3]",8.042,0.159,7.783,8.309,1,6894
"beta[33,3]",7.159,0.123,6.955,7.361,1,7134
"beta[34,3]",7.782,0.144,7.544,8.019,1,7476
"beta[35,3]",6.677,0.154,6.422,6.931,1,6652
"beta[36,3]",6.232,0.188,5.926,6.537,1,7082
"beta[37,3]",6.665,0.198,6.338,6.991,1,6697
"beta[38,3]",6.436,0.142,6.201,6.672,1,7247
"beta[39,3]",8.079,0.126,7.869,8.287,1,7416
"beta[40,3]",6.869,0.118,6.674,7.064,1.001,8561
"beta[41,3]",6.973,0.175,6.682,7.26,1,7077
"beta[42,3]",6.72,0.129,6.505,6.93,1,7519
"beta[43,3]",7.184,0.185,6.886,7.49,1,6919
"beta[44,3]",7.845,0.158,7.581,8.102,1,6842
"beta[45,3]",7.281,0.176,6.991,7.571,1,7108
"beta[46,3]",8.045,0.155,7.792,8.297,1,6610
"beta[47,3]",6.352,0.19,6.049,6.664,1,6838
"beta[48,3]",7.106,0.13,6.896,7.321,1.001,7994
"beta[49,3]",6.239,0.118,6.047,6.431,1,7665
"beta[50,3]",6.776,0.138,6.548,7.001,1,7679
"beta[51,3]",7.052,0.219,6.688,7.412,1,5938
"beta[52,3]",7.067,0.125,6.866,7.276,1,7970
"beta[53,3]",7.517,0.154,7.26,7.771,1.001,6575
"beta[54,3]",8.007,0.155,7.756,8.261,1,6560
"beta[55,3]",7.472,0.161,7.207,7.737,1,7132
"beta[56,3]",6.97,0.128,6.763,7.183,1,8295
"beta[57,3]",6.529,0.167,6.255,6.804,1,6584
"beta[58,3]",6.649,0.16,6.388,6.913,1,7206
"beta[59,3]",7.404,0.156,7.15,7.664,1,6674
"beta[60,3]",6.494,0.127,6.285,6.704,1,7799
"beta[61,3]",7.449,0.161,7.184,7.715,1,6591
"beta[62,3]",7.732,0.139,7.504,7.965,1,8106
"beta[63,3]",7.026,0.157,6.771,7.287,1,6410
"beta[64,3]",6.297,0.121,6.101,6.494,1,8185
"beta[65,3]",7.522,0.155,7.265,7.776,1,6545
"beta[66,3]",8.44,0.118,8.248,8.634,1,8092
"beta[67,3]",7.206,0.168,6.935,7.485,1,7175
"beta[68,3]",6.849,0.134,6.632,7.067,1,8193
"beta[69,3]",7.884,0.159,7.621,8.146,1,6694
"beta[70,3]",6.47,0.167,6.202,6.747,1,5982
"beta[71,3]",7.511,0.156,7.256,7.766,1,6626
"beta[72,3]",8.356,0.17,8.076,8.636,1,6798
"beta[73,3]",7.288,0.116,7.094,7.479,1,7789
"beta[74,3]",8.149,0.162,7.884,8.412,1,6631
"beta[75,3]",6.401,0.163,6.136,6.669,1,6988
"beta[76,3]",6.464,0.125,6.257,6.668,1,7771
"beta[77,3]",7.054,0.165,6.785,7.327,1,6384
"beta[78,3]",5.794,0.117,5.601,5.988,1,8175
"beta[79,3]",7.18,0.16,6.92,7.446,1,6579
"beta[80,3]",7.814,0.197,7.492,8.144,1,6840
"beta[81,3]",6.515,0.161,6.251,6.777,1,7032
"beta[82,3]",5.699,0.126,5.49,5.904,1,7731
"beta[83,3]",7.182,0.141,6.949,7.412,1,7737
"beta[84,3]",7.648,0.176,7.361,7.943,1,6522
"beta[85,3]",7.681,0.119,7.486,7.877,1,8321
"beta[86,3]",6.979,0.166,6.705,7.253,1,7131
"beta[87,3]",7.862,0.122,7.664,8.061,1,8110
"beta[88,3]",7.347,0.16,7.084,7.608,1,6841
"beta[89,3]",6.582,0.16,6.31,6.841,1,6364
"beta[90,3]",7.279,0.168,7.004,7.552,1,7286
"beta[91,3]",6.924,0.179,6.627,7.221,1,6628
"beta[92,3]",6.892,0.176,6.595,7.181,1,6832
"beta[93,3]",7.759,0.154,7.503,8.014,1,6796
"beta[94,3]",7.612,0.15,7.366,7.857,1.001,7446
"beta[95,3]",7.93,0.193,7.616,8.245,1,7084
"beta[96,3]",7.016,0.175,6.726,7.307,1,6570
"beta[97,3]",7.515,0.151,7.268,7.763,1,7725
"beta[98,3]",8.431,0.132,8.214,8.648,1,6470
"beta[99,3]",7.742,0.155,7.484,7.995,1,6519
"beta[100,3]",8.163,0.191,7.845,8.479,1,6763
"beta[101,3]",6.721,0.144,6.481,6.957,1,7289
"beta[102,3]",6.707,0.114,6.519,6.894,1,8612
"beta[103,3]",7.529,0.114,7.345,7.719,1,7933
"beta[104,3]",7.697,0.183,7.399,8.004,1,6548
"beta[105,3]",7.438,0.119,7.243,7.635,1.001,7809
"beta[106,3]",7.667,0.117,7.475,7.862,1,8317
"beta[107,3]",7.705,0.122,7.503,7.902,1,7473
"beta[108,3]",8.052,0.166,7.785,8.328,1.001,6780
"beta[109,3]",7.996,0.12,7.798,8.191,1,7758
"beta[110,3]",7.829,0.154,7.575,8.078,1,7945
"beta[111,3]",7.82,0.115,7.631,8.008,1,8136
"beta[112,3]",5.898,0.159,5.642,6.161,1,6979
"beta[113,3]",7.577,0.149,7.332,7.817,1,8021
"beta[114,3]",6.854,0.124,6.651,7.061,1,7638
"beta[115,3]",6.804,0.133,6.588,7.026,1,7739
"beta[116,3]",7.614,0.13,7.402,7.828,1,7720
"beta[117,3]",6.662,0.121,6.463,6.862,1,8024
"beta[118,3]",7.343,0.147,7.102,7.585,1,8004
"beta[119,3]",7.937,0.161,7.675,8.207,1,6251
"beta[120,3]",7.579,0.12,7.383,7.776,1,7944
"beta[121,3]",7.975,0.155,7.72,8.231,1,6449
"beta[122,3]",7.07,0.164,6.801,7.341,1,6632
"beta[123,3]",7.605,0.2,7.276,7.93,1,6369
"beta[124,3]",7.02,0.134,6.798,7.241,1,7768
"beta[125,3]",6.422,0.193,6.106,6.743,1,6908
"beta[126,3]",7.731,0.125,7.531,7.937,1,7487
"beta[127,3]",7.625,0.127,7.415,7.831,1.001,8026
"beta[128,3]",7.836,0.172,7.552,8.119,1,7170
"beta[129,3]",7.604,0.148,7.363,7.847,1,7751
"beta[130,3]",7.968,0.155,7.71,8.228,1,7044
"beta[131,3]",6.585,0.156,6.329,6.843,1,6714
"beta[132,3]",7.338,0.154,7.079,7.586,1,6732
"beta[133,3]",7.402,0.128,7.193,7.614,1,7872
"beta[134,3]",7.295,0.138,7.065,7.524,1,8048
"beta[135,3]",6.562,0.167,6.285,6.835,1,6963
"beta[136,3]",7.577,0.174,7.291,7.862,1,7144
"beta[137,3]",7.035,0.171,6.749,7.316,1,6678
"beta[138,3]",6.637,0.117,6.447,6.829,1,8098
"beta[139,3]",7.064,0.134,6.843,7.284,1,7638
"beta[140,3]",7.56,0.207,7.217,7.9,1,6406
"beta[141,3]",8.896,0.171,8.615,9.183,1,6685
"beta[142,3]",7.303,0.16,7.039,7.571,1,6746
"beta[143,3]",8.52,0.205,8.191,8.863,1,6973
"beta[144,3]",8.215,0.16,7.952,8.48,1,6839
"beta[145,3]",7.986,0.146,7.739,8.222,1.001,6110
"beta[146,3]",7.79,0.163,7.524,8.057,1,6839
"beta[147,3]",6.379,0.175,6.089,6.663,1,7164
"beta[148,3]",6.901,0.121,6.702,7.1,1,7614
"beta[149,3]",5.752,0.175,5.468,6.041,1,6373
"beta[150,3]",7.265,0.123,7.068,7.472,1,7804
"beta[151,3]",7.061,0.117,6.872,7.255,1,7939
"beta[152,3]",8.934,0.138,8.707,9.16,1,8351
"beta[153,3]",8.062,0.121,7.864,8.263,1.001,7725
"beta[154,3]",6.799,0.117,6.608,6.992,1,8363
"beta[155,3]",7.079,0.118,6.88,7.269,1,7744
"beta[156,3]",7.756,0.125,7.553,7.966,1,7867
"beta[157,3]",8.723,0.165,8.454,8.997,1,6521
"beta[158,3]",7.215,0.131,6.998,7.429,1,8797
"beta[159,3]",7.331,0.158,7.076,7.591,1,6730
"beta[160,3]",7.756,0.162,7.493,8.019,1,6805
"beta[161,3]",8.811,0.176,8.524,9.104,1,6950
"beta[162,3]",8.007,0.115,7.819,8.194,1,8673
"beta[163,3]",8.202,0.156,7.946,8.456,1,6390
"beta[164,3]",6.907,0.174,6.617,7.189,1,6842
"beta[165,3]",8.358,0.142,8.125,8.591,1,8194
"beta[166,3]",5.736,0.12,5.541,5.935,1,7577
"beta[167,3]",6.988,0.144,6.751,7.228,1,7988
"beta[168,3]",6.597,0.166,6.324,6.871,1,7160
"beta[169,3]",7.902,0.155,7.648,8.157,1,7639
"beta[170,3]",8.522,0.161,8.257,8.785,1,6961
"beta[171,3]",7.733,0.159,7.472,7.994,1,6900
"beta[172,3]",9.662,0.131,9.448,9.875,1,7583
"beta[173,3]",8.198,0.179,7.905,8.492,1,6739
"beta[174,3]",8.067,0.202,7.739,8.405,1,7172
"beta[175,3]",5.935,0.167,5.662,6.205,1,6879
"beta[176,3]",7.6,0.146,7.362,7.841,1,7506
"beta[177,3]",6.742,0.118,6.545,6.933,1,7330
"beta[178,3]",7.262,0.167,6.984,7.536,1,7196
"beta[179,3]",7.729,0.131,7.515,7.942,1,7593
"beta[180,3]",8.041,0.182,7.737,8.34,1,7182
"beta[181,3]",8.054,0.175,7.773,8.349,1,8136
"beta[182,3]",9.716,0.184,9.413,10.017,1.001,6334
"beta[183,3]",7.318,0.14,7.093,7.552,1,7629
"beta[184,3]",8.643,0.144,8.412,8.881,1.001,7630
"beta[185,3]",7.409,0.171,7.13,7.691,1,7204
"beta[186,3]",7.61,0.115,7.42,7.801,1,8162
"beta[187,3]",6.643,0.154,6.388,6.899,1,6968
"beta[188,3]",7.453,0.161,7.192,7.719,1,7237
"beta[189,3]",7.153,0.157,6.898,7.409,1,6834
"beta[190,3]",6.253,0.165,5.981,6.53,1,6857
"beta[191,3]",6.719,0.233,6.331,7.097,1,7257
"beta[192,3]",7.164,0.143,6.93,7.398,1,7997
"beta[193,3]",7.375,0.203,7.043,7.708,1,7153
"beta[194,3]",8.044,0.161,7.779,8.313,1,6568
"beta[195,3]",7.063,0.182,6.77,7.365,1,6907
"beta[196,3]",7.58,0.137,7.361,7.806,1,7361
"beta[197,3]",5.661,0.163,5.393,5.933,1,7273
"beta[198,3]",7.326,0.142,7.095,7.563,1,5910
"beta[199,3]",5.821,0.171,5.538,6.101,1.001,4308
"beta[200,3]",5.957,0.147,5.715,6.197,1,6492
"beta[201,3]",8.535,0.209,8.192,8.881,1,5153
"beta[202,3]",6.819,0.226,6.452,7.19,1,4066
"beta[203,3]",7.262,0.172,6.984,7.542,1.001,4394
"beta[204,3]",7.068,0.153,6.817,7.318,1.001,4902
"beta[205,3]",5.862,0.172,5.579,6.142,1,5255
"beta[206,3]",6.017,0.158,5.755,6.274,1,6338
"beta[207,3]",7.148,0.114,6.96,7.334,1,8470
"beta[208,3]",7.026,0.182,6.72,7.326,1,4103
"beta[209,3]",6.09,0.117,5.897,6.278,1.001,8332
"beta[210,3]",8.286,0.179,7.993,8.577,1.001,4069
"beta[211,3]",8.539,0.175,8.253,8.826,1,4611
"beta[212,3]",7.63,0.178,7.34,7.919,1,4812
"beta[213,3]",5.727,0.182,5.428,6.02,1,4701
"beta[214,3]",4.605,0.159,4.343,4.868,1,7739
"beta[215,3]",6.164,0.134,5.948,6.388,1,7886
"beta[216,3]",6.655,0.116,6.467,6.846,1,6956
"beta[217,3]",5.799,0.167,5.524,6.071,1,4655
"beta[218,3]",7.775,0.148,7.534,8.018,1,5436
"beta[219,3]",4.652,0.117,4.464,4.85,1,7912
"beta[220,3]",8.116,0.196,7.793,8.44,1.001,4144
"beta[221,3]",6.892,0.197,6.568,7.215,1,5339
"beta[222,3]",6.731,0.117,6.539,6.926,1,7850
"beta[223,3]",8.056,0.164,7.789,8.327,1,4436
"beta[224,3]",6.998,0.191,6.682,7.318,1,4411
"beta[225,3]",6.739,0.204,6.407,7.078,1,4253
"beta[226,3]",6.097,0.175,5.807,6.382,1.001,4148
"beta[227,3]",5.141,0.173,4.855,5.427,1.001,4464
"beta[228,3]",4.01,0.169,3.728,4.289,1.001,4302
"beta[229,3]",5.769,0.121,5.57,5.971,1,7396
"beta[230,3]",4.877,0.218,4.52,5.239,1,4264
"beta[231,3]",5.231,0.187,4.922,5.535,1.002,4083
"beta[232,3]",6.979,0.172,6.694,7.258,1,4281
"beta[233,3]",6.482,0.112,6.298,6.668,1,8156
"beta[234,3]",6.973,0.169,6.693,7.247,1.001,4142
"beta[235,3]",7.961,0.165,7.684,8.233,1.001,4123
"beta[236,3]",7.281,0.126,7.076,7.488,1,8033
"beta[237,3]",8.863,0.169,8.581,9.139,1,4517
"beta[238,3]",5.9,0.168,5.625,6.176,1,4374
"beta[239,3]",7.915,0.173,7.63,8.193,1,4492
"beta[240,3]",5.378,0.196,5.061,5.699,1.001,4205
"beta[241,3]",7.439,0.122,7.239,7.639,1,7338
"beta[242,3]",4.809,0.203,4.48,5.142,1,4447
"beta[243,3]",4.731,0.13,4.522,4.945,1,8186
"beta[244,3]",7.084,0.176,6.79,7.371,1.001,4434
"beta[245,3]",7.063,0.154,6.811,7.317,1,7867
"beta[246,3]",7.593,0.119,7.397,7.788,1,7988
"beta[247,3]",7.581,0.18,7.29,7.88,1.001,4038
"beta[248,3]",7.82,0.179,7.527,8.114,1.001,4429
"beta[249,3]",7.592,0.168,7.313,7.868,1,4293
"beta[250,3]",7.201,0.174,6.916,7.486,1,4793
"beta[251,3]",5.245,0.187,4.939,5.548,1.001,4206
"beta[252,3]",4.391,0.214,4.038,4.739,1,4048
"beta[253,3]",5.185,0.133,4.965,5.402,1,7975
"beta[254,3]",6.925,0.124,6.724,7.132,1,6733
"beta[255,3]",6.489,0.205,6.147,6.828,1.001,4660
"beta[256,3]",5.707,0.196,5.389,6.031,1,4581
"beta[257,3]",5.428,0.167,5.151,5.701,1,4327
"beta[258,3]",6.502,0.188,6.189,6.806,1.001,4215
"beta[259,3]",4.97,0.174,4.684,5.253,1,4382
"beta[260,3]",8.406,0.168,8.125,8.677,1,4667
"beta[261,3]",4.322,0.182,4.02,4.62,1,4248
"beta[262,3]",5.363,0.165,5.091,5.632,1.001,4546
"beta[263,3]",6.577,0.188,6.269,6.889,1,4733
"beta[264,3]",6.148,0.17,5.869,6.425,1,4264
"beta[265,3]",6.744,0.244,6.342,7.149,1,4562
"beta[266,3]",6.883,0.199,6.552,7.209,1,4260
"beta[267,3]",7.063,0.173,6.78,7.344,1,4316
"beta[268,3]",5.609,0.255,5.188,6.037,1,6047
"beta[269,3]",7.869,0.182,7.57,8.167,1.001,4801
"beta[270,3]",7.499,0.183,7.2,7.799,1,4509
"beta[271,3]",6.874,0.205,6.54,7.21,1.001,4851
"beta[272,3]",6.424,0.126,6.214,6.631,1,7809
"beta[273,3]",5.149,0.116,4.958,5.339,1,7196
"beta[274,3]",6.023,0.169,5.745,6.301,1.001,4802
"beta[275,3]",6.149,0.195,5.827,6.47,1.001,5004
"beta[276,3]",7.58,0.115,7.392,7.767,1,6963
"beta[277,3]",4.479,0.173,4.191,4.763,1.001,4407
"beta[278,3]",4.54,0.123,4.338,4.741,1,6906
"beta[279,3]",5.083,0.175,4.79,5.37,1,4646
"beta[280,3]",6.812,0.146,6.572,7.054,1,7988
"beta[281,3]",5.495,0.121,5.297,5.691,1.001,8039
"beta[282,3]",6.766,0.143,6.53,7,1,6659
"beta[283,3]",5.829,0.139,5.601,6.058,1.001,5170
"beta[284,3]",7.206,0.176,6.92,7.493,1,4428
"beta[285,3]",4.44,0.171,4.161,4.724,1,4220
"beta[286,3]",7.143,0.181,6.844,7.436,1.001,4066
"beta[287,3]",6.287,0.181,5.986,6.582,1.001,5204
"beta[288,3]",6.825,0.168,6.546,7.097,1,4515
"beta[289,3]",5.594,0.112,5.409,5.776,1,8064
"beta[290,3]",4.861,0.181,4.565,5.156,1,4297
"beta[291,3]",8.172,0.229,7.797,8.548,1.001,7206
"beta[292,3]",4.591,0.173,4.306,4.875,1,4694
"beta[293,3]",6.546,0.115,6.356,6.735,1,7966
"beta[294,3]",4.778,0.181,4.468,5.071,1,4729
"beta[295,3]",8.127,0.183,7.828,8.432,1,4788
"beta[296,3]",5.842,0.185,5.542,6.14,1.001,4840
"beta[297,3]",6.002,0.18,5.705,6.299,1,4487
"beta[298,3]",8.983,0.174,8.695,9.266,1,4480
"beta[299,3]",4.877,0.172,4.594,5.162,1.001,3908
"beta[300,3]",6.795,0.178,6.5,7.086,1,4809
"beta[301,3]",5.355,0.196,5.032,5.676,1.001,5048
"beta[302,3]",6.637,0.217,6.279,6.993,1,4686
"beta[303,3]",7.56,0.165,7.283,7.83,1,4551
"beta[304,3]",6.962,0.18,6.667,7.259,1,5005
"beta[305,3]",6.339,0.123,6.135,6.54,1,6545
"beta[306,3]",6.26,0.137,6.033,6.483,1,8495
"beta[307,3]",6.108,0.192,5.794,6.424,1.001,4220
"beta[308,3]",6.128,0.181,5.828,6.419,1,4425
"beta[309,3]",6.256,0.167,5.985,6.532,1,4592
"beta[310,3]",5.634,0.175,5.344,5.921,1,4597
"beta[311,3]",6.09,0.135,5.867,6.312,1,5514
"beta[312,3]",7.075,0.166,6.804,7.345,1,4276
"beta[313,3]",6.589,0.158,6.327,6.854,1,6034
"beta[314,3]",5.266,0.138,5.04,5.494,1,5909
"beta[315,3]",7.161,0.171,6.879,7.445,1,4513
"beta[316,3]",8.08,0.176,7.789,8.365,1.001,4851
"beta[317,3]",4.983,0.179,4.689,5.278,1,4326
"beta[318,3]",6.375,0.132,6.161,6.594,1,7293
"beta[319,3]",5.262,0.182,4.959,5.559,1,4577
"beta[320,3]",7.608,0.18,7.313,7.908,1,4873
"beta[321,3]",5.634,0.173,5.354,5.919,1,4378
"beta[322,3]",6.951,0.193,6.635,7.27,1,5337
"beta[323,3]",6.405,0.188,6.095,6.722,1,3823
"beta[324,3]",7.432,0.133,7.213,7.654,1,7441
"beta[325,3]",6.169,0.167,5.89,6.444,1,4427
"beta[326,3]",6.064,0.238,5.68,6.461,1,4356
"beta[327,3]",7.552,0.183,7.251,7.858,1.001,4654
"beta[328,3]",5.995,0.167,5.718,6.271,1.001,4165
"beta[329,3]",4.058,0.174,3.776,4.348,1.001,4511
"beta[330,3]",8.047,0.172,7.763,8.33,1,4565
"beta[331,3]",6.442,0.168,6.167,6.719,1,4136
"beta[332,3]",6.689,0.139,6.461,6.917,1,5384
"beta[333,3]",7.992,0.178,7.702,8.281,1,4569
"beta[334,3]",6.162,0.184,5.863,6.465,1.001,4396
"beta[335,3]",6.812,0.124,6.612,7.017,1.001,6257
"beta[336,3]",6.112,0.191,5.794,6.422,1.001,4554
"beta[337,3]",5.507,0.121,5.306,5.702,1,6616
"beta[338,3]",4.4,0.173,4.114,4.681,1.001,4362
"beta[339,3]",6.624,0.116,6.436,6.813,1,6933
"beta[340,3]",5.532,0.169,5.254,5.811,1.001,4490
"beta[341,3]",4.61,0.13,4.394,4.816,1.001,7459
"beta[342,3]",7.262,0.172,6.975,7.536,1.001,4208
"beta[343,3]",5.473,0.17,5.194,5.749,1,4414
"beta[344,3]",6.742,0.174,6.453,7.026,1,4387
"beta[345,3]",5.888,0.139,5.657,6.119,1.001,6446
"beta[346,3]",5.777,0.168,5.5,6.051,1,4498
"beta[347,3]",6.551,0.196,6.23,6.875,1,5028
"beta[348,3]",7.065,0.166,6.791,7.344,1,4685
"beta[349,3]",5.299,0.136,5.074,5.52,1,6025
"beta[350,3]",5.971,0.178,5.68,6.265,1,4590
"beta[351,3]",6.443,0.185,6.14,6.743,1,4731
"beta[352,3]",9.011,0.171,8.729,9.292,1,4503
"beta[353,3]",5.53,0.168,5.256,5.806,1.001,4472
"beta[354,3]",5.972,0.166,5.698,6.248,1,4475
"beta[355,3]",5.807,0.176,5.515,6.099,1,4916
"beta[356,3]",5.962,0.195,5.642,6.28,1,4180
"beta[357,3]",6.904,0.18,6.609,7.204,1,4608
"beta[358,3]",6.494,0.242,6.1,6.883,1.001,5815
"beta[359,3]",6.909,0.126,6.703,7.118,1,7852
