parameter,mean,sd,q05,q95,rhat,ess
"mu_y[1849,1]",2.972,0.773,1.695,4.26,1,8662
"mu_y[1850,1]",3.493,0.856,2.107,4.898,1,8561
"mu_y[1851,1]",3.936,1.092,2.151,5.717,1,8354
"mu_y[1852,1]",5.53,0.919,4.022,7.066,1,7999
"mu_y[1853,1]",6.168,1.184,4.252,8.146,1,8141
"mu_y[1854,1]",5.196,0.941,3.639,6.725,1.001,8477
"mu_y[1855,1]",6.153,1.172,4.242,8.105,1,8662
"mu_y[1856,1]",0.987,0.891,-0.48,2.446,1.001,8334
"mu_y[1857,1]",0.979,1.116,-0.861,2.82,1,8518
"mu_y[1858,1]",1.319,0.852,-0.124,2.689,1.001,5607
"mu_y[1859,1]",0.27,0.972,-1.341,1.848,1,8201
"mu_y[1860,1]",-0.047,1.173,-1.998,1.855,1,8055
"mu_y[1861,1]",7.25,0.817,5.885,8.582,1,7369
"mu_y[1862,1]",10.163,0.806,8.828,11.505,1,8059
"mu_y[1863,1]",16.037,1.298,13.901,18.179,1,7900
"mu_y[1864,1]",1.669,0.887,0.177,3.115,1,8396
"mu_y[1865,1]",1.621,1.454,-0.796,4.006,1,8327
"mu_y[1866,1]",2.499,0.817,1.174,3.842,1,8409
"mu_y[1867,1]",3.36,0.84,1.995,4.75,1,8121
"mu_y[1868,1]",4.27,1.268,2.172,6.367,1,8131
"mu_y[1869,1]",3.508,0.766,2.249,4.774,1,8656
"mu_y[1870,1]",4.378,0.854,2.967,5.793,1,8778
"mu_y[1871,1]",5.135,1.105,3.33,6.961,1,8649
"mu_y[1872,1]",1.886,0.747,0.659,3.126,1,7862
"mu_y[1873,1]",1.732,0.716,0.559,2.912,1,7428
"mu_y[1874,1]",1.619,0.831,0.252,2.971,1,7457
"mu_y[1875,1]",1.476,1.082,-0.299,3.248,1,7786
"mu_y[1876,1]",1.991,0.72,0.807,3.187,1,7788
"mu_y[1877,1]",1.95,0.719,0.787,3.132,1,7770
"mu_y[1878,1]",1.909,0.844,0.531,3.297,1,7657
"mu_y[1879,1]",1.867,1.055,0.141,3.59,1,7562
"mu_y[1880,1]",1.606,0.74,0.38,2.795,1,8137
"mu_y[1881,1]",1.495,0.644,0.45,2.567,1,8203
"mu_y[1882,1]",1.387,0.687,0.276,2.537,1,8264
"mu_y[1883,1]",1.281,0.841,-0.088,2.656,1,8150
"mu_y[1884,1]",1.17,1.069,-0.56,2.906,1,7393
"mu_y[1885,1]",1.372,0.732,0.159,2.571,1,8023
"mu_y[1886,1]",1.16,0.614,0.159,2.168,1,8066
"mu_y[1887,1]",0.999,0.597,0.034,1.983,1,8049
"mu_y[1888,1]",0.768,0.691,-0.353,1.917,1,8048
"mu_y[1889,1]",0.667,0.766,-0.583,1.921,1,8052
"mu_y[1890,1]",0.319,1.106,-1.501,2.131,1,8068
"mu_y[1891,1]",2.143,0.748,0.878,3.355,1.001,6923
"mu_y[1892,1]",2.863,0.643,1.806,3.909,1.001,7157
"mu_y[1893,1]",3.652,0.607,2.654,4.642,1,7311
"mu_y[1894,1]",4.4,0.661,3.298,5.478,1,7636
"mu_y[1895,1]",5.226,0.8,3.9,6.512,1,7738
"mu_y[1896,1]",6.584,1.123,4.74,8.397,1.001,7620
"mu_y[1897,1]",4.87,0.897,3.378,6.357,1,8832
"mu_y[1898,1]",5.835,1.134,3.955,7.705,1,8820
"mu_y[1899,1]",3.078,0.968,1.515,4.673,1,8253
"mu_y[1900,1]",3.513,1.203,1.571,5.514,1,8297
"mu_y[1901,1]",6.002,0.746,4.793,7.251,1,6790
"mu_y[1902,1]",7.285,0.647,6.213,8.351,1,7068
"mu_y[1903,1]",8.655,0.682,7.537,9.783,1,7709
"mu_y[1904,1]",9.988,0.839,8.636,11.375,1.001,8064
"mu_y[1905,1]",11.366,1.073,9.625,13.118,1.001,8129
"mu_y[1906,1]",4.455,0.768,3.16,5.695,1,7078
"mu_y[1907,1]",6.236,0.71,5.062,7.381,1,7833
"mu_y[1908,1]",7.876,0.839,6.496,9.257,1,8126
"mu_y[1909,1]",9.732,1.117,7.936,11.569,1,7951
"mu_y[1910,1]",1.201,0.923,-0.334,2.747,1.001,8425
"mu_y[1911,1]",0.562,1.3,-1.59,2.723,1,8393
"mu_y[1912,1]",1.189,0.78,-0.083,2.47,1,8651
"mu_y[1913,1]",1.25,0.846,-0.119,2.662,1,8478
"mu_y[1914,1]",1.315,1.125,-0.491,3.181,1,8366
"mu_y[1915,1]",1.404,0.754,0.142,2.629,1,7833
"mu_y[1916,1]",1.105,0.702,-0.058,2.249,1,7990
"mu_y[1917,1]",0.789,0.801,-0.556,2.09,1.001,8105
"mu_y[1918,1]",0.179,1.263,-1.895,2.222,1.001,7764
"mu_y[1919,1]",4.581,0.792,3.262,5.891,1,8276
"mu_y[1920,1]",5.932,0.859,4.522,7.346,1,7979
"mu_y[1921,1]",7.337,1.135,5.456,9.23,1,8044
"mu_y[1922,1]",1.387,0.925,-0.139,2.908,1,7828
"mu_y[1923,1]",0.974,1.321,-1.178,3.108,1,7973
"mu_y[1924,1]",1.572,0.726,0.394,2.761,1,8403
"mu_y[1925,1]",1.484,0.623,0.476,2.513,1,8259
"mu_y[1926,1]",1.395,0.591,0.427,2.377,1,8069
"mu_y[1927,1]",1.3,0.647,0.242,2.374,1,7963
"mu_y[1928,1]",1.218,0.756,-0.012,2.462,1,7972
"mu_y[1929,1]",0.993,1.197,-0.973,2.95,1,8076
"mu_y[1930,1]",3.043,0.698,1.908,4.2,1,7433
"mu_y[1931,1]",3.405,0.644,2.339,4.47,1.001,7773
"mu_y[1932,1]",3.767,0.677,2.652,4.878,1,7823
"mu_y[1933,1]",4.131,0.787,2.839,5.428,1,7585
"mu_y[1934,1]",4.909,1.165,2.997,6.843,1,7169
"mu_y[1935,1]",1.641,0.747,0.399,2.87,1,8201
"mu_y[1936,1]",1.401,0.701,0.237,2.554,1,8093
"mu_y[1937,1]",1.102,0.846,-0.251,2.469,1,7900
"mu_y[1938,1]",0.802,1.131,-1.022,2.647,1,7848
"mu_y[1939,1]",5.971,0.833,4.589,7.338,1,7728
"mu_y[1940,1]",10.46,0.847,9.08,11.863,1,8076
"mu_y[1941,1]",15.125,1.304,13.001,17.255,1,8098
"mu_y[1942,1]",5.144,0.789,3.858,6.447,1,7810
"mu_y[1943,1]",5.965,0.846,4.574,7.336,1.001,8042
"mu_y[1944,1]",6.886,1.131,5.035,8.749,1.001,7648
"mu_y[1945,1]",2.574,0.765,1.302,3.833,1,8203
"mu_y[1946,1]",2.676,0.841,1.277,4.043,1,8330
"mu_y[1947,1]",2.765,1.086,0.965,4.529,1,7727
"mu_y[1948,1]",1.541,0.728,0.337,2.707,1.001,5547
"mu_y[1949,1]",1.21,0.72,0.025,2.405,1,7453
"mu_y[1950,1]",0.854,0.868,-0.562,2.27,1,7554
"mu_y[1951,1]",0.552,1.074,-1.207,2.288,1,7164
"mu_y[1952,1]",1.632,0.739,0.4,2.83,1,7876
"mu_y[1953,1]",1.225,0.624,0.194,2.236,1,8478
"mu_y[1954,1]",0.883,0.599,-0.1,1.871,1,8494
"mu_y[1955,1]",0.521,0.653,-0.55,1.589,1,8270
"mu_y[1956,1]",0.126,0.787,-1.16,1.417,1,8006
"mu_y[1957,1]",-0.616,1.146,-2.466,1.244,1,7729
"mu_y[1958,1]",1.736,0.742,0.527,2.96,1,7644
"mu_y[1959,1]",1.393,0.622,0.376,2.401,1,8096
"mu_y[1960,1]",1.153,0.6,0.165,2.136,1,8236
"mu_y[1961,1]",0.856,0.652,-0.216,1.939,1,8340
"mu_y[1962,1]",0.421,0.847,-0.967,1.811,1,8305
"mu_y[1963,1]",-0.021,1.12,-1.853,1.813,1,8222
"mu_y[1964,1]",3.779,0.781,2.533,5.101,1,7669
"mu_y[1965,1]",3.777,0.717,2.626,4.966,1,7947
"mu_y[1966,1]",3.774,0.763,2.528,5.035,1.001,8165
"mu_y[1967,1]",3.765,1.348,1.551,5.982,1,7958
"mu_y[1968,1]",7.549,0.802,6.237,8.867,1,8391
"mu_y[1969,1]",9.65,0.842,8.262,11.021,1,8270
"mu_y[1970,1]",12.09,1.126,10.229,13.967,1,8225
"mu_y[1971,1]",2.057,0.748,0.831,3.301,1,7077
"mu_y[1972,1]",1.762,0.656,0.696,2.846,1,7269
"mu_y[1973,1]",1.455,0.653,0.382,2.523,1,7479
"mu_y[1974,1]",1.16,0.741,-0.047,2.392,1,7755
"mu_y[1975,1]",0.299,1.269,-1.76,2.401,1,7987
"mu_y[1976,1]",2.835,0.88,1.385,4.299,1,8324
"mu_y[1977,1]",3.226,1.116,1.356,5.062,1,8554
"mu_y[1978,1]",1.93,0.723,0.737,3.134,1,7138
"mu_y[1979,1]",1.838,0.626,0.798,2.864,1,7076
"mu_y[1980,1]",1.746,0.601,0.748,2.726,1,7423
"mu_y[1981,1]",1.648,0.662,0.565,2.744,1.001,7827
"mu_y[1982,1]",1.549,0.796,0.218,2.871,1,7960
"mu_y[1983,1]",1.364,1.142,-0.553,3.224,1,8055
"mu_y[1984,1]",1.709,0.727,0.511,2.89,1.001,7626
"mu_y[1985,1]",1.544,0.626,0.518,2.566,1,7884
"mu_y[1986,1]",1.367,0.596,0.388,2.338,1,7993
"mu_y[1987,1]",1.184,0.659,0.094,2.251,1,7859
"mu_y[1988,1]",1.019,0.78,-0.243,2.288,1,7672
"mu_y[1989,1]",0.679,1.129,-1.172,2.514,1,7161
"mu_y[1990,1]",2.641,0.781,1.359,3.899,1.001,9256
"mu_y[1991,1]",2.986,0.841,1.601,4.358,1,9289
"mu_y[1992,1]",3.35,1.106,1.531,5.162,1,8985
"mu_y[1993,1]",2.484,0.774,1.22,3.757,1,8600
"mu_y[1994,1]",2.887,0.853,1.48,4.281,1,8677
"mu_y[1995,1]",3.29,1.124,1.435,5.11,1,8664
"mu_y[1996,1]",2.889,0.783,1.587,4.172,1,8410
"mu_y[1997,1]",3.431,0.789,2.126,4.716,1.001,8158
"mu_y[1998,1]",4.515,1.235,2.471,6.532,1.001,7960
"mu_y[1999,1]",2.165,0.786,0.875,3.444,1,8269
"mu_y[2000,1]",2.113,0.638,1.067,3.16,1,8377
"mu_y[2001,1]",2.087,0.684,0.965,3.21,1,8314
"mu_y[2002,1]",2.061,0.796,0.752,3.357,1,8233
"mu_y[2003,1]",2.011,1.128,0.166,3.848,1,8113
"mu_y[2004,1]",2.041,0.775,0.755,3.321,1,8039
"mu_y[2005,1]",1.873,0.839,0.497,3.239,1.001,8482
"mu_y[2006,1]",1.681,1.142,-0.204,3.533,1.001,8376
"mu_y[2007,1]",5.629,0.898,4.162,7.114,1,8179
"mu_y[2008,1]",6.869,1.126,5.041,8.714,1,8618
"mu_y[2009,1]",3.379,0.872,1.947,4.821,1.001,8872
"mu_y[2010,1]",3.859,1.14,1.997,5.708,1,8779
"mu_y[2011,1]",3.712,0.785,2.397,4.985,1,8823
"mu_y[2012,1]",4.291,0.85,2.883,5.674,1.001,9089
"mu_y[2013,1]",4.915,1.123,3.055,6.731,1.001,9040
"mu_y[2014,1]",5.772,0.894,4.308,7.252,1,8872
"mu_y[2015,1]",7.283,1.126,5.437,9.13,1,8882
"mu_y[2016,1]",3.006,0.772,1.74,4.278,1,8107
"mu_y[2017,1]",3.349,0.867,1.94,4.784,1,8069
"mu_y[2018,1]",3.584,1.087,1.791,5.373,1,8075
"mu_y[2019,1]",1.836,0.788,0.535,3.11,1.001,8549
"mu_y[2020,1]",1.602,0.825,0.233,2.931,1,8687
"mu_y[2021,1]",1.269,1.178,-0.695,3.172,1,8777
"mu_y[2022,1]",1.891,0.786,0.614,3.2,1,7759
"mu_y[2023,1]",1.797,0.846,0.421,3.171,1,8031
"mu_y[2024,1]",1.691,1.158,-0.215,3.582,1,8336
"mu_y[2025,1]",1.805,0.799,0.48,3.117,1,7232
"mu_y[2026,1]",2.216,0.741,1,3.435,1.001,8169
"mu_y[2027,1]",2.383,0.877,0.959,3.827,1.001,8311
"mu_y[2028,1]",2.56,1.08,0.794,4.332,1.001,8303
"mu_y[2029,1]",7.518,0.993,5.903,9.15,1,7971
"mu_y[2030,1]",10.849,1.628,8.16,13.498,1,8169
"mu_y[2031,1]",4.739,0.994,3.091,6.339,1,8565
"mu_y[2032,1]",4.934,1.411,2.638,7.231,1,8564
"mu_y[2033,1]",6.936,0.941,5.395,8.523,1,8045
"mu_y[2034,1]",8.036,0.963,6.47,9.611,1.001,7938
"mu_y[2035,1]",9.242,1.436,6.88,11.582,1,7599
"mu_y[2036,1]",2.984,0.925,1.482,4.507,1,7759
"mu_y[2037,1]",2.776,0.946,1.245,4.314,1.001,7685
"mu_y[2038,1]",2.338,1.547,-0.217,4.902,1,6865
"mu_y[2039,1]",9.642,1.138,7.821,11.56,1.001,6334
"mu_y[2040,1]",15.317,1.723,12.465,18.13,1,8001
"mu_y[2041,1]",6.431,0.924,4.913,7.974,1.001,8272
"mu_y[2042,1]",7.731,0.8,6.411,9.05,1,7820
"mu_y[2043,1]",9.124,0.915,7.614,10.631,1,7556
"mu_y[2044,1]",11.596,1.506,9.11,14.046,1,7629
"mu_y[2045,1]",6.702,0.938,5.22,8.261,1,6574
"mu_y[2046,1]",7.156,0.804,5.834,8.493,1,7684
"mu_y[2047,1]",7.618,0.898,6.15,9.094,1,7928
"mu_y[2048,1]",8.573,1.553,6.008,11.114,1,7414
"mu_y[2049,1]",5.004,1.03,3.303,6.721,1,8087
"mu_y[2050,1]",6.08,1.641,3.402,8.793,1,8281
"mu_y[2051,1]",5.801,1.07,4.022,7.506,1,8080
"mu_y[2052,1]",8.885,1.804,5.949,11.9,1.001,8182
"mu_y[2053,1]",5.116,0.998,3.472,6.768,1,8232
"mu_y[2054,1]",5.98,1.364,3.703,8.184,1,8237
"mu_y[2055,1]",5.632,0.929,4.111,7.173,1,7569
"mu_y[2056,1]",6.567,0.799,5.247,7.873,1.001,7196
"mu_y[2057,1]",7.483,0.907,5.976,8.944,1,7027
"mu_y[2058,1]",9.343,1.555,6.744,11.889,1,7162
"mu_y[2059,1]",4.868,0.963,3.249,6.368,1.001,6540
"mu_y[2060,1]",5.658,0.819,4.319,6.979,1,7319
"mu_y[2061,1]",6.347,0.911,4.883,7.852,1,7782
"mu_y[2062,1]",7.847,1.555,5.297,10.393,1,7783
"mu_y[2063,1]",5.198,0.943,3.641,6.725,1,6721
"mu_y[2064,1]",5.3,0.812,3.967,6.617,1,7350
"mu_y[2065,1]",5.428,0.926,3.898,6.945,1,7934
"mu_y[2066,1]",5.633,1.518,3.129,8.157,1,7991
"mu_y[2067,1]",8.034,0.963,6.435,9.593,1.001,7145
"mu_y[2068,1]",9.549,0.899,8.087,11.014,1,7897
"mu_y[2069,1]",12.571,1.582,9.997,15.176,1,8073
"mu_y[2070,1]",4.922,0.914,3.433,6.455,1.001,6171
"mu_y[2071,1]",4.513,0.784,3.238,5.807,1.001,8043
"mu_y[2072,1]",4.096,0.895,2.622,5.584,1,8100
"mu_y[2073,1]",3.272,1.548,0.72,5.807,1,8154
"mu_y[2074,1]",7.359,0.973,5.773,8.959,1,8004
"mu_y[2075,1]",10.122,0.962,8.528,11.689,1,7709
"mu_y[2076,1]",12.9,1.57,10.313,15.464,1,8024
"mu_y[2077,1]",7.274,1.01,5.656,8.965,1,7139
"mu_y[2078,1]",9.097,0.967,7.478,10.687,1,7749
"mu_y[2079,1]",10.96,1.578,8.365,13.58,1,7839
"mu_y[2080,1]",9.832,1.012,8.168,11.533,1,6870
"mu_y[2081,1]",12.933,0.929,11.4,14.47,1,7446
"mu_y[2082,1]",18.842,1.615,16.213,21.545,1,8180
"mu_y[2083,1]",6.045,0.918,4.539,7.526,1,8204
"mu_y[2084,1]",6.773,0.958,5.184,8.357,1,8321
"mu_y[2085,1]",7.546,1.433,5.19,9.907,1,8125
"mu_y[2086,1]",7.391,0.935,5.85,8.924,1.001,6927
"mu_y[2087,1]",8.96,0.957,7.405,10.572,1,7563
"mu_y[2088,1]",10.681,1.427,8.331,13.081,1,7994
"mu_y[2089,1]",8.113,0.942,6.609,9.687,1,7044
"mu_y[2090,1]",10.4,0.803,9.066,11.712,1,7316
"mu_y[2091,1]",12.763,0.905,11.275,14.246,1,7578
"mu_y[2092,1]",17.251,1.528,14.757,19.785,1,7638
"mu_y[2093,1]",5.434,1.058,3.717,7.145,1,6958
"mu_y[2094,1]",8.24,1.608,5.565,10.834,1,7551
"mu_y[2095,1]",6.63,1.011,4.982,8.271,1,8238
"mu_y[2096,1]",8.467,1.592,5.839,11.095,1,7521
"mu_y[2097,1]",9.116,1.038,7.409,10.86,1,6662
"mu_y[2098,1]",11.683,1.381,9.414,13.931,1,8349
"mu_y[2099,1]",5.961,0.945,4.413,7.499,1,7724
"mu_y[2100,1]",6.717,0.956,5.161,8.272,1,7667
"mu_y[2101,1]",7.618,1.47,5.225,10.066,1,7717
"mu_y[2102,1]",8.102,1.045,6.457,9.873,1,4399
"mu_y[2103,1]",9.69,0.924,8.182,11.209,1,6682
"mu_y[2104,1]",13.221,1.667,10.474,15.934,1,8178
"mu_y[2105,1]",6.008,0.956,4.379,7.53,1.001,6408
"mu_y[2106,1]",7.841,0.813,6.499,9.18,1,7139
"mu_y[2107,1]",9.42,0.91,7.929,10.9,1,7729
"mu_y[2108,1]",12.916,1.57,10.298,15.474,1,7630
"mu_y[2109,1]",8.211,1.031,6.59,9.968,1,5572
"mu_y[2110,1]",8.781,0.851,7.423,10.192,1,6646
"mu_y[2111,1]",9.333,0.902,7.838,10.782,1,7899
"mu_y[2112,1]",10.59,1.601,7.99,13.223,1,7490
"mu_y[2113,1]",11.027,0.93,9.534,12.584,1.001,6894
"mu_y[2114,1]",12.802,0.947,11.236,14.342,1,7595
"mu_y[2115,1]",16.542,1.574,13.95,19.11,1,7684
"mu_y[2116,1]",5.866,0.942,4.3,7.406,1,7362
"mu_y[2117,1]",6.927,0.979,5.322,8.547,1,8733
"mu_y[2118,1]",7.915,1.419,5.569,10.22,1,8737
"mu_y[2119,1]",6.442,0.932,4.906,8.003,1.001,8018
"mu_y[2120,1]",7.452,0.988,5.822,9.086,1,8192
"mu_y[2121,1]",8.322,1.409,6.011,10.603,1,8227
"mu_y[2122,1]",8.365,0.907,6.906,9.905,1,8013
"mu_y[2123,1]",10.411,0.786,9.131,11.725,1,8037
"mu_y[2124,1]",12.434,0.896,10.95,13.929,1,8070
"mu_y[2125,1]",16.58,1.543,14.052,19.12,1,8066
"mu_y[2126,1]",5.905,0.997,4.277,7.557,1,7642
"mu_y[2127,1]",6.844,1.383,4.574,9.145,1,7523
"mu_y[2128,1]",6.126,0.94,4.573,7.673,1.001,7078
"mu_y[2129,1]",7.732,0.805,6.419,9.042,1,7544
"mu_y[2130,1]",9.312,0.893,7.856,10.784,1,7721
"mu_y[2131,1]",12.698,1.548,10.17,15.248,1.001,7648
"mu_y[2132,1]",7.475,0.925,5.996,9.009,1,7715
"mu_y[2133,1]",9.23,0.799,7.926,10.549,1,8003
"mu_y[2134,1]",11.014,1,9.357,12.641,1,8220
"mu_y[2135,1]",12.701,1.372,10.409,14.919,1,8233
"mu_y[2136,1]",6.43,0.918,4.939,7.986,1,7343
"mu_y[2137,1]",6.907,0.79,5.639,8.219,1,7650
"mu_y[2138,1]",7.403,0.887,5.96,8.874,1,7862
"mu_y[2139,1]",8.413,1.53,5.892,10.881,1,7673
"mu_y[2140,1]",6.945,1.085,5.164,8.715,1,7316
"mu_y[2141,1]",18.675,1.792,15.714,21.625,1,7886
"mu_y[2142,1]",6.836,1.007,5.199,8.499,1.001,6541
"mu_y[2143,1]",7.292,0.957,5.752,8.871,1,6804
"mu_y[2144,1]",7.789,1.584,5.199,10.399,1,7388
"mu_y[2145,1]",5.451,0.997,3.824,7.106,1.001,7983
"mu_y[2146,1]",6.146,1.625,3.498,8.806,1,7824
"mu_y[2147,1]",9.771,1.051,8.027,11.519,1,8077
"mu_y[2148,1]",19.122,1.001,17.478,20.77,1,7823
"mu_y[2149,1]",27.642,1.603,24.972,30.3,1,7575
"mu_y[2150,1]",5.206,0.921,3.685,6.736,1,7448
"mu_y[2151,1]",5.881,0.792,4.57,7.185,1,7387
"mu_y[2152,1]",6.633,0.89,5.187,8.095,1.001,7854
"mu_y[2153,1]",8.125,1.548,5.616,10.706,1,8066
"mu_y[2154,1]",8.167,0.911,6.68,9.651,1,7649
"mu_y[2155,1]",10.524,0.786,9.241,11.811,1,7509
"mu_y[2156,1]",12.33,0.895,10.86,13.812,1,7551
"mu_y[2157,1]",16.415,1.525,13.86,18.927,1,7749
"mu_y[2158,1]",9.29,0.967,7.733,10.918,1,7566
"mu_y[2159,1]",12.268,0.829,10.91,13.634,1,7779
"mu_y[2160,1]",15.629,0.943,14.066,17.168,1,7992
"mu_y[2161,1]",21.124,1.526,18.59,23.672,1,7934
"mu_y[2162,1]",7.017,1.008,5.37,8.705,1,7009
"mu_y[2163,1]",8.103,1.358,5.844,10.294,1,8424
"mu_y[2164,1]",5.893,0.896,4.42,7.361,1,8322
"mu_y[2165,1]",6.625,0.781,5.355,7.928,1,8118
"mu_y[2166,1]",7.341,0.893,5.89,8.803,1,7819
"mu_y[2167,1]",8.804,1.528,6.29,11.334,1,7659
"mu_y[2168,1]",4.992,0.921,3.48,6.529,1,8514
"mu_y[2169,1]",5.424,0.967,3.832,7.057,1,8356
"mu_y[2170,1]",5.883,1.428,3.537,8.247,1,8255
"mu_y[2171,1]",7.458,0.987,5.872,9.128,1,5387
"mu_y[2172,1]",8.334,0.825,6.979,9.705,1,7305
"mu_y[2173,1]",9.131,0.903,7.649,10.606,1,8297
"mu_y[2174,1]",10.845,1.551,8.269,13.416,1,7346
"mu_y[2175,1]",7.587,1.011,5.978,9.286,1,6776
"mu_y[2176,1]",9.399,0.97,7.798,11.006,1,7337
"mu_y[2177,1]",11.344,1.591,8.753,14,1,7472
"mu_y[2178,1]",6.685,0.952,5.142,8.259,1.001,7433
"mu_y[2179,1]",7.301,0.807,5.983,8.627,1.001,7567
"mu_y[2180,1]",7.876,0.901,6.398,9.349,1,7768
"mu_y[2181,1]",9.067,1.539,6.506,11.587,1,7822
"mu_y[2182,1]",12.791,0.909,11.29,14.276,1,7198
"mu_y[2183,1]",16.922,0.951,15.38,18.467,1.001,7800
"mu_y[2184,1]",24.583,1.552,22.038,27.137,1,7923
"mu_y[2185,1]",7.886,1.02,6.218,9.586,1,8236
"mu_y[2186,1]",10.079,0.983,8.465,11.697,1.001,8329
"mu_y[2187,1]",12.278,1.578,9.709,14.934,1,8418
"mu_y[2188,1]",5.052,0.929,3.525,6.575,1,7658
"mu_y[2189,1]",5.893,0.789,4.592,7.186,1,7979
"mu_y[2190,1]",6.69,0.904,5.221,8.177,1,7962
"mu_y[2191,1]",8.266,1.551,5.669,10.766,1,7814
"mu_y[2192,1]",4.914,0.967,3.306,6.477,1,8173
"mu_y[2193,1]",4.995,1.005,3.341,6.665,1,8326
"mu_y[2194,1]",5.076,1.457,2.677,7.476,1,8411
"mu_y[2195,1]",10.436,1.031,8.734,12.146,1.001,8031
"mu_y[2196,1]",14.485,1.404,12.139,16.793,1,8612
"mu_y[2197,1]",7.216,0.981,5.616,8.792,1,7972
"mu_y[2198,1]",11.861,0.973,10.247,13.446,1,7609
"mu_y[2199,1]",16.556,1.583,13.934,19.097,1,7558
"mu_y[2200,1]",4.864,0.921,3.359,6.376,1,7512
"mu_y[2201,1]",5.138,0.975,3.521,6.718,1,8380
"mu_y[2202,1]",5.375,1.402,3.086,7.656,1,8439
"mu_y[2203,1]",9.56,1.056,7.882,11.395,1.001,5335
"mu_y[2204,1]",11.442,0.95,9.893,13.013,1,6951
"mu_y[2205,1]",15.027,1.604,12.442,17.706,1,7873
"mu_y[2206,1]",4.854,0.885,3.429,6.333,1,7879
"mu_y[2207,1]",5.045,0.94,3.51,6.629,1,8065
"mu_y[2208,1]",5.402,1.558,2.816,7.981,1,8039
"mu_y[2209,1]",7.149,0.981,5.514,8.75,1,7020
"mu_y[2210,1]",10.466,0.818,9.125,11.824,1,7532
"mu_y[2211,1]",13.381,0.886,11.918,14.838,1,8086
"mu_y[2212,1]",20.696,1.616,18.007,23.337,1,7987
"mu_y[2213,1]",6.391,0.959,4.798,7.92,1,5081
"mu_y[2214,1]",8.116,0.811,6.768,9.446,1,6131
"mu_y[2215,1]",9.841,0.906,8.375,11.336,1,7570
"mu_y[2216,1]",13.29,1.557,10.711,15.796,1,7125
"mu_y[2217,1]",5.61,0.944,4.035,7.142,1,6943
"mu_y[2218,1]",6.722,0.962,5.151,8.331,1,8111
"mu_y[2219,1]",8.056,1.446,5.671,10.441,1,8286
"mu_y[2220,1]",7.28,1.06,5.477,8.979,1.001,6434
"mu_y[2221,1]",10.856,0.92,9.318,12.351,1,7211
"mu_y[2222,1]",21.059,1.726,18.218,23.917,1,7214
"mu_y[2223,1]",6.837,0.974,5.243,8.447,1,7743
"mu_y[2224,1]",9.156,0.913,7.651,10.653,1,7754
"mu_y[2225,1]",13.622,1.583,10.988,16.161,1,8129
"mu_y[2226,1]",4.48,0.966,2.825,6.032,1,7389
"mu_y[2227,1]",5.134,0.816,3.792,6.475,1,7679
"mu_y[2228,1]",5.718,0.902,4.242,7.193,1,8084
"mu_y[2229,1]",7.003,1.554,4.421,9.569,1,8419
"mu_y[2230,1]",4.566,1.003,2.917,6.227,1,8401
"mu_y[2231,1]",4.912,1.365,2.649,7.149,1,8407
"mu_y[2232,1]",5.269,1.075,3.502,7.039,1,7509
"mu_y[2233,1]",8.831,1.768,5.949,11.792,1,8061
"mu_y[2234,1]",5.611,0.947,4.048,7.126,1,7125
"mu_y[2235,1]",6.685,0.814,5.336,8.02,1,7577
"mu_y[2236,1]",7.857,0.91,6.335,9.345,1,8135
"mu_y[2237,1]",10.103,1.541,7.559,12.618,1,8116
"mu_y[2238,1]",4.236,0.938,2.643,5.73,1,7043
"mu_y[2239,1]",4.544,0.807,3.216,5.856,1,7660
"mu_y[2240,1]",4.875,0.909,3.402,6.348,1,8062
"mu_y[2241,1]",5.514,1.55,3.014,8.109,1,7939
"mu_y[2242,1]",7.329,0.95,5.781,8.928,1.001,7993
"mu_y[2243,1]",8.463,0.902,6.998,9.934,1,7977
"mu_y[2244,1]",10.648,1.587,8.022,13.231,1,7695
"mu_y[2245,1]",5.602,1.012,3.924,7.247,1,7746
"mu_y[2246,1]",5.883,1,4.217,7.533,1,8011
"mu_y[2247,1]",6.114,1.541,3.587,8.642,1,7957
"mu_y[2248,1]",6.27,0.94,4.695,7.785,1.001,6148
"mu_y[2249,1]",8.206,0.811,6.869,9.524,1,6767
"mu_y[2250,1]",10.185,0.915,8.672,11.691,1,7917
"mu_y[2251,1]",14.057,1.546,11.454,16.599,1,7882
"mu_y[2252,1]",6.757,0.956,5.213,8.352,1.001,7091
"mu_y[2253,1]",8.088,0.886,6.619,9.519,1,7784
"mu_y[2254,1]",11.805,1.682,9.046,14.62,1,7782
"mu_y[2255,1]",7.416,0.923,5.945,8.978,1,7848
"mu_y[2256,1]",9.472,0.796,8.178,10.812,1,7939
"mu_y[2257,1]",11.128,0.905,9.611,12.619,1,7855
"mu_y[2258,1]",14.81,1.546,12.191,17.353,1,7795
"mu_y[2259,1]",9.288,1.024,7.612,10.98,1,8156
"mu_y[2260,1]",16.079,1.633,13.38,18.761,1,8154
"mu_y[2261,1]",5.278,1.003,3.673,6.927,1.001,4610
"mu_y[2262,1]",6.585,0.983,4.961,8.212,1,7679
"mu_y[2263,1]",7.769,1.413,5.481,10.142,1,7483
"mu_y[2264,1]",9.429,0.953,7.875,10.982,1,8090
"mu_y[2265,1]",13.893,0.8,12.553,15.204,1,7789
"mu_y[2266,1]",17.027,0.911,15.51,18.526,1,7692
