parameter,mean,sd,q05,q95,rhat,ess
"z[363,1]",1.36,0.5,0.546,2.19,1,8377
"z[364,1]",-0.41,0.561,-1.322,0.51,1,8118
"z[365,1]",-1.029,0.469,-1.793,-0.26,1,7813
"z[366,1]",0.317,0.531,-0.563,1.165,1,6290
"z[367,1]",-0.216,0.461,-0.966,0.541,1,7734
"z[368,1]",0.058,0.507,-0.776,0.894,1,8487
"z[369,1]",-1.124,0.467,-1.889,-0.355,1,7869
"z[370,1]",-0.336,0.495,-1.163,0.456,1,8089
"z[371,1]",-0.148,0.481,-0.929,0.64,1,7757
"z[372,1]",0.213,0.722,-0.966,1.411,1,8869
"z[373,1]",-0.632,0.49,-1.447,0.182,1.001,8086
"z[374,1]",-0.464,0.466,-1.227,0.299,1,7678
"z[375,1]",-0.169,0.471,-0.937,0.622,1,7818
"z[376,1]",0.113,0.503,-0.701,0.946,1.001,8171
"z[377,1]",0.733,0.494,-0.084,1.532,1,7667
"z[378,1]",0.621,0.511,-0.217,1.457,1,7462
"z[379,1]",-1.252,0.493,-2.065,-0.444,1,7893
"z[380,1]",-0.902,0.494,-1.71,-0.098,1,7811
"z[381,1]",-1.273,0.52,-2.144,-0.424,1,7632
"z[382,1]",0.352,0.484,-0.435,1.158,1.001,7087
"z[383,1]",0.905,0.483,0.129,1.71,1,7758
"z[384,1]",-0.411,0.498,-1.238,0.399,1,8371
"z[385,1]",-0.92,0.492,-1.73,-0.113,1,7477
"z[386,1]",-0.88,0.475,-1.663,-0.115,1,7077
"z[387,1]",0.198,0.469,-0.563,0.972,1.001,7170
"z[388,1]",1.634,0.51,0.78,2.462,1,7969
"z[389,1]",-1.084,0.466,-1.865,-0.325,1.001,7375
"z[390,1]",-0.823,0.481,-1.614,-0.049,1,6111
"z[391,1]",-0.642,0.497,-1.448,0.18,1,8269
"z[392,1]",-0.361,0.465,-1.119,0.403,1,8039
"z[393,1]",-1.395,0.464,-2.181,-0.646,1,8194
"z[394,1]",1.491,0.465,0.722,2.256,1,7821
"z[395,1]",-0.176,0.549,-1.062,0.743,1.001,8320
"z[396,1]",0.879,0.5,0.054,1.71,1.001,8222
"z[397,1]",-0.222,0.508,-1.047,0.625,1,8202
"z[398,1]",-0.264,0.498,-1.086,0.56,1,8556
"z[399,1]",1.907,0.567,0.97,2.859,1,8697
"z[400,1]",-0.663,0.503,-1.485,0.164,1.001,6681
"z[401,1]",1.683,0.56,0.769,2.616,1,8988
"z[402,1]",-1.353,0.482,-2.145,-0.579,1,8087
"z[403,1]",-0.681,0.56,-1.606,0.232,1,8442
"z[404,1]",0.53,0.507,-0.301,1.359,1,6526
"z[405,1]",-0.632,0.525,-1.489,0.219,1,7044
"z[406,1]",0.634,0.479,-0.157,1.423,1.001,8047
"z[407,1]",0.195,0.563,-0.713,1.144,1,7093
"z[408,1]",-0.555,0.499,-1.363,0.261,1,8411
"z[409,1]",-1.266,0.504,-2.095,-0.435,1,7421
"z[410,1]",-0.381,0.522,-1.241,0.464,1,7813
"z[411,1]",0.531,0.564,-0.39,1.467,1,7348
"z[412,1]",0.1,0.542,-0.762,0.999,1,6939
"z[413,1]",-0.665,0.565,-1.581,0.28,1,8621
"z[414,1]",0.02,0.455,-0.731,0.765,1,8138
"z[415,1]",-0.346,0.571,-1.294,0.582,1.001,8603
"z[416,1]",0.228,0.477,-0.55,1.024,1.001,5755
"z[417,1]",-1.367,0.463,-2.129,-0.607,1,8181
"z[418,1]",-0.318,0.473,-1.107,0.458,1,8614
"z[419,1]",-0.923,0.519,-1.768,-0.058,1,8067
"z[420,1]",1.043,0.555,0.126,1.948,1,7655
"z[421,1]",0.194,0.506,-0.629,1.023,1,7812
"z[422,1]",0.488,0.472,-0.277,1.264,1,6825
"z[423,1]",0.345,0.471,-0.437,1.11,1,7613
"z[424,1]",0.907,0.466,0.126,1.677,1,8393
"z[425,1]",-0.472,0.464,-1.221,0.31,1.001,8288
"z[426,1]",0.466,0.49,-0.332,1.257,1.001,6583
"z[427,1]",0.295,0.494,-0.512,1.115,1,8568
"z[428,1]",1.779,0.553,0.872,2.677,1,8201
"z[429,1]",-1.078,0.507,-1.91,-0.263,1,7292
"z[430,1]",-0.707,0.478,-1.497,0.076,1,8148
"z[431,1]",0.115,0.567,-0.821,1.058,1,8915
"z[432,1]",-0.087,0.482,-0.868,0.734,1,7971
"z[433,1]",0.761,0.504,-0.063,1.581,1,8611
"z[434,1]",0.291,0.465,-0.463,1.07,1.001,8026
"z[435,1]",0.222,0.565,-0.7,1.155,1,8373
"z[436,1]",0.694,0.485,-0.111,1.503,1,7374
"z[437,1]",-0.164,0.468,-0.936,0.602,1,8033
"z[438,1]",-0.67,0.483,-1.474,0.119,1,7566
"z[439,1]",-0.193,0.556,-1.099,0.727,1.001,4408
"z[440,1]",-0.106,0.494,-0.914,0.699,1,7531
"z[441,1]",-0.464,0.506,-1.296,0.372,1,7848
"z[442,1]",-1.012,0.569,-1.934,-0.09,1.001,8424
"z[443,1]",2.313,0.572,1.378,3.254,1,8721
"z[444,1]",-0.66,0.499,-1.482,0.166,1,8334
"z[445,1]",-1.436,0.481,-2.23,-0.665,1,7757
"z[446,1]",-0.43,0.516,-1.265,0.413,1.001,8431
"z[447,1]",-0.506,0.508,-1.357,0.312,1,5733
"z[448,1]",0.15,0.538,-0.734,1.051,1,6772
"z[449,1]",0.055,0.516,-0.796,0.899,1,7926
"z[450,1]",-0.469,0.565,-1.407,0.451,1,8587
"z[451,1]",0.714,0.464,-0.06,1.462,1.001,8043
"z[452,1]",0.458,0.506,-0.371,1.294,1.001,7867
"z[453,1]",-0.012,0.499,-0.833,0.792,1,8382
"z[454,1]",1.542,0.51,0.676,2.373,1,7676
"z[455,1]",-0.358,0.478,-1.16,0.419,1,7780
"z[456,1]",-0.855,0.486,-1.668,-0.072,1.001,4979
"z[457,1]",-1.083,0.482,-1.871,-0.282,1.001,8137
"z[458,1]",-0.678,0.466,-1.446,0.077,1,8042
"z[459,1]",-1.294,0.554,-2.226,-0.387,1,7780
"z[460,1]",-0.365,0.515,-1.199,0.488,1.001,8349
"z[461,1]",-0.244,0.474,-1.013,0.542,1,7867
"z[462,1]",-0.818,0.459,-1.57,-0.066,1,8190
"z[463,1]",-0.089,0.53,-0.959,0.78,1,7034
"z[464,1]",1.251,0.48,0.463,2.039,1,8187
"z[465,1]",-0.18,0.51,-1.005,0.66,1,6845
"z[466,1]",-0.769,0.504,-1.608,0.063,1,7562
"z[467,1]",-0.18,0.469,-0.952,0.595,1,7234
"z[468,1]",-0.51,0.483,-1.304,0.29,1,8100
"z[469,1]",1.233,0.507,0.4,2.064,1,7056
"z[470,1]",1.02,0.565,0.092,1.949,1.001,8552
"z[471,1]",0.219,0.496,-0.598,1.042,1,8648
"z[472,1]",0.985,0.567,0.056,1.924,1,6679
"z[473,1]",0.642,0.565,-0.291,1.563,1.001,7624
"z[474,1]",-1.135,0.564,-2.065,-0.214,1,8664
"z[475,1]",-0.932,0.538,-1.822,-0.06,1.001,5276
"z[476,1]",2.592,0.544,1.696,3.483,1,6228
"z[477,1]",-0.54,0.565,-1.478,0.387,1,8218
"z[478,1]",-0.062,0.521,-0.913,0.792,1,8385
"z[479,1]",0.268,0.491,-0.531,1.066,1,8683
"z[480,1]",-0.761,0.479,-1.542,0.028,1,7757
"z[481,1]",-0.669,0.537,-1.547,0.226,1,7434
"z[482,1]",-1.245,0.471,-2.019,-0.472,1,8155
"z[483,1]",-1.089,0.467,-1.861,-0.323,1,7864
"z[484,1]",-0.5,0.475,-1.294,0.289,1.001,6972
"z[485,1]",0.842,0.577,-0.118,1.795,1,8894
"z[486,1]",-0.301,0.591,-1.269,0.685,1.001,7316
"z[487,1]",1.78,0.47,1.012,2.565,1,7366
"z[488,1]",0.818,0.497,-0.017,1.625,1,6554
"z[489,1]",-0.959,0.603,-1.946,0.041,1,8171
"z[490,1]",-1.044,0.496,-1.846,-0.219,1,8595
"z[491,1]",-1.238,0.481,-2.026,-0.447,1.001,8117
"z[492,1]",1.231,0.515,0.382,2.076,1,8028
"z[493,1]",-1.071,0.606,-2.058,-0.073,1.001,5613
"z[494,1]",-0.796,0.47,-1.56,-0.012,1,8105
"z[495,1]",0.191,0.516,-0.646,1.044,1.001,7302
"z[496,1]",-0.884,0.48,-1.676,-0.097,1,8050
"z[497,1]",1.989,0.533,1.11,2.866,1,6836
"z[498,1]",1.015,0.504,0.183,1.827,1,7798
"z[499,1]",-0.293,0.491,-1.109,0.503,1,8160
"z[500,1]",-0.706,0.553,-1.62,0.193,1.001,3662
"z[501,1]",-1.258,0.469,-2.033,-0.492,1.001,8067
"z[502,1]",-0.431,0.48,-1.22,0.363,1,7537
"z[503,1]",0.3,0.504,-0.508,1.139,1,7374
"z[504,1]",2.893,0.503,2.07,3.71,1,8412
"z[505,1]",-0.493,0.481,-1.285,0.303,1,7065
"z[506,1]",0.257,0.568,-0.672,1.195,1,8298
"z[507,1]",-0.486,0.463,-1.253,0.283,1,7518
"z[508,1]",-0.729,0.465,-1.507,0.034,1,7593
"z[509,1]",-0.463,0.501,-1.28,0.34,1,9286
"z[510,1]",-0.329,0.497,-1.142,0.49,1,8395
"z[511,1]",0.149,0.509,-0.691,0.966,1,7942
"z[512,1]",-0.445,0.503,-1.277,0.381,1,8156
"z[513,1]",-0.758,0.504,-1.593,0.076,1,8040
"z[514,1]",1.493,0.571,0.566,2.432,1,7668
"z[515,1]",-0.153,0.559,-1.076,0.761,1.001,8791
"z[516,1]",0.073,0.501,-0.75,0.882,1,8873
"z[517,1]",1.536,0.572,0.596,2.486,1.001,8668
"z[518,1]",-0.091,0.495,-0.907,0.726,1,8097
"z[519,1]",-0.897,0.505,-1.73,-0.076,1.001,8360
"z[520,1]",-0.993,0.506,-1.812,-0.16,1,7517
"z[521,1]",-0.539,0.507,-1.37,0.292,1,7271
"z[522,1]",0.352,0.538,-0.523,1.234,1,8029
"z[523,1]",-1.125,0.531,-2.001,-0.249,1,8763
"z[524,1]",0.371,0.513,-0.463,1.217,1,7709
"z[525,1]",-1.603,0.583,-2.537,-0.63,1.001,6678
"z[526,1]",1.514,0.572,0.568,2.463,1,7332
"z[527,1]",0.134,0.499,-0.693,0.953,1,7900
"z[528,1]",0.271,0.503,-0.55,1.101,1,6779
"z[529,1]",-0.996,0.547,-1.88,-0.097,1,8064
"z[530,1]",-0.578,0.563,-1.489,0.324,1,8046
"z[531,1]",-0.584,0.544,-1.47,0.317,1,8160
"z[532,1]",-0.32,0.501,-1.144,0.503,1,7364
"z[533,1]",-1.06,0.505,-1.91,-0.257,1.001,7113
"z[534,1]",-0.511,0.508,-1.349,0.31,1,6569
"z[535,1]",0.618,0.521,-0.247,1.47,1.001,6717
"z[536,1]",-0.693,0.502,-1.51,0.135,1,6218
"z[537,1]",0.257,0.518,-0.595,1.117,1,7803
"z[538,1]",0.58,0.536,-0.294,1.468,1,7187
"z[539,1]",1.636,0.527,0.773,2.51,1,7981
"z[540,1]",-0.437,0.501,-1.254,0.38,1,7847
"z[541,1]",0.636,0.512,-0.211,1.486,1,6347
"z[542,1]",0.997,0.509,0.177,1.849,1,7532
"z[543,1]",-0.463,0.568,-1.394,0.482,1.001,6470
"z[544,1]",-0.143,0.543,-1.035,0.751,1.001,8014
"z[545,1]",1.21,0.552,0.317,2.136,1,6962
"z[546,1]",-0.147,0.517,-1.004,0.707,1,7492
"z[547,1]",0.978,0.554,0.087,1.911,1,4646
"z[548,1]",-0.42,0.519,-1.299,0.415,1.001,6211
"z[549,1]",1.044,0.546,0.179,1.952,1,5801
"z[550,1]",1.22,0.587,0.279,2.216,1.001,6668
"z[551,1]",-0.508,0.513,-1.364,0.325,1,7295
"z[552,1]",-0.186,0.509,-1.023,0.651,1,8062
"z[553,1]",0.824,0.488,0.019,1.621,1,8035
"z[554,1]",-0.537,0.543,-1.418,0.347,1,7535
"z[555,1]",-0.362,0.511,-1.187,0.486,1.001,7113
"z[556,1]",0.674,0.492,-0.125,1.492,1,7712
"z[557,1]",0.102,0.501,-0.714,0.928,1,6972
"z[558,1]",0.417,0.581,-0.529,1.366,1,6844
"z[559,1]",-0.007,0.538,-0.867,0.889,1.001,6505
"z[560,1]",-0.407,0.538,-1.277,0.486,1,7850
"z[561,1]",1.92,0.567,0.969,2.848,1,6269
"z[562,1]",-0.51,0.5,-1.327,0.31,1,7498
"z[563,1]",0.697,0.488,-0.11,1.5,1,7656
"z[564,1]",1.666,0.504,0.842,2.492,1,8175
"z[565,1]",0.427,0.544,-0.467,1.326,1,7442
"z[566,1]",-0.506,0.486,-1.288,0.295,1,8226
"z[567,1]",-0.655,0.496,-1.465,0.163,1,8371
"z[568,1]",0.628,0.538,-0.248,1.535,1.001,5651
"z[569,1]",0.382,0.54,-0.484,1.275,1,7472
"z[570,1]",-0.122,0.517,-0.955,0.735,1.001,6989
"z[571,1]",1.483,0.595,0.487,2.426,1,5624
"z[572,1]",0.526,0.544,-0.358,1.401,1,8144
"z[573,1]",-0.607,0.505,-1.431,0.214,1,7336
"z[574,1]",-1.067,0.519,-1.918,-0.219,1,8025
"z[575,1]",1.944,0.56,1.025,2.868,1,7725
"z[576,1]",0.559,0.527,-0.306,1.414,1,7805
"z[577,1]",-1.051,0.501,-1.875,-0.227,1,7326
"z[578,1]",1.457,0.532,0.593,2.34,1.001,6234
"z[579,1]",-0.811,0.562,-1.723,0.137,1.001,6320
"z[580,1]",0.562,0.554,-0.351,1.473,1.001,6066
"z[581,1]",-0.222,0.524,-1.105,0.615,1,5056
"z[582,1]",-0.304,0.509,-1.143,0.539,1,6913
"z[583,1]",0.231,0.575,-0.722,1.154,1.001,6003
"z[584,1]",0.394,0.538,-0.482,1.267,1,7551
"z[585,1]",-1.296,0.506,-2.134,-0.477,1,7748
"z[586,1]",-0.872,0.534,-1.76,-0.001,1,8028
"z[587,1]",-0.51,0.568,-1.451,0.438,1,7315
"z[588,1]",-0.623,0.517,-1.487,0.213,1,6664
"z[589,1]",-1.07,0.495,-1.899,-0.267,1,7544
"z[590,1]",0.239,0.511,-0.602,1.078,1,8072
"z[591,1]",-0.669,0.541,-1.564,0.219,1,7911
"z[592,1]",0.051,0.509,-0.78,0.879,1,5916
"z[593,1]",0.277,0.517,-0.553,1.128,1.001,7135
"z[594,1]",0.668,0.493,-0.127,1.484,1,7975
"z[595,1]",1.333,0.556,0.419,2.23,1.001,7350
"z[596,1]",-0.454,0.548,-1.353,0.451,1.001,4479
"z[597,1]",1.74,0.512,0.889,2.577,1,7635
"z[598,1]",-0.479,0.507,-1.317,0.352,1,7140
"z[599,1]",0.718,0.546,-0.161,1.626,1.001,8229
"z[600,1]",-0.727,0.545,-1.613,0.181,1,8184
"z[601,1]",-0.975,0.567,-1.908,-0.037,1,8058
"z[602,1]",1.787,0.547,0.896,2.683,1,7810
"z[603,1]",-0.886,0.524,-1.748,-0.04,1,6574
"z[604,1]",-0.275,0.485,-1.074,0.523,1,7885
"z[605,1]",-0.981,0.502,-1.799,-0.145,1,7540
"z[606,1]",1.016,0.507,0.185,1.845,1,7400
"z[607,1]",-0.397,0.591,-1.35,0.586,1.001,3536
"z[608,1]",0.657,0.514,-0.203,1.506,1.001,7724
"z[609,1]",-0.543,0.547,-1.434,0.348,1,6978
"z[610,1]",0.386,0.693,-0.767,1.501,1.001,6440
"z[611,1]",1.425,0.552,0.514,2.323,1,8679
"z[612,1]",0.1,0.55,-0.804,0.99,1,7947
"z[613,1]",-0.122,0.517,-1.005,0.7,1,6153
"z[614,1]",1.623,0.589,0.66,2.589,1,4098
"z[615,1]",0.405,0.553,-0.508,1.311,1.001,7864
"z[616,1]",-0.856,0.507,-1.694,-0.027,1,8271
"z[617,1]",-0.657,0.506,-1.482,0.174,1,7944
"z[618,1]",0.459,0.497,-0.339,1.291,1,7167
"z[619,1]",2.189,0.586,1.218,3.148,1.001,7522
"z[620,1]",0.293,0.539,-0.598,1.176,1,8013
"z[621,1]",-0.222,0.549,-1.119,0.689,1.003,3779
"z[622,1]",0.839,0.541,-0.048,1.744,1,8305
"z[623,1]",0.141,0.516,-0.704,0.982,1,8364
"z[624,1]",-0.856,0.507,-1.689,-0.02,1,7534
"z[625,1]",0.986,0.546,0.091,1.886,1,8450
"z[626,1]",-0.612,0.54,-1.494,0.276,1,6686
"z[627,1]",0.337,0.525,-0.505,1.234,1,5658
"z[628,1]",-0.984,0.515,-1.83,-0.134,1.002,5681
"z[629,1]",1.166,0.551,0.264,2.081,1,8111
"z[630,1]",-0.35,0.636,-1.39,0.71,1,6276
"z[631,1]",-1.13,0.641,-2.161,-0.079,1.001,6613
"z[632,1]",1.295,0.558,0.362,2.211,1,8138
"z[633,1]",-1.013,0.544,-1.904,-0.121,1,8376
"z[634,1]",0.854,0.5,0.05,1.679,1,8351
"z[635,1]",-1.374,0.527,-2.264,-0.526,1,7085
"z[636,1]",-0.394,0.499,-1.22,0.422,1,7999
"z[637,1]",-1.267,0.52,-2.125,-0.438,1.001,6880
"z[638,1]",0.355,0.528,-0.514,1.216,1.001,7408
"z[639,1]",0.458,0.547,-0.438,1.366,1.001,7236
"z[640,1]",0.568,0.523,-0.282,1.417,1,7002
"z[641,1]",-0.36,0.493,-1.174,0.439,1,8161
"z[642,1]",-0.145,0.568,-1.043,0.812,1.001,7577
"z[643,1]",0.667,0.529,-0.193,1.546,1.001,6296
"z[644,1]",-1.446,0.581,-2.382,-0.467,1,6330
"z[645,1]",-0.361,0.526,-1.236,0.483,1.001,4481
"z[646,1]",-0.12,0.559,-1.042,0.79,1,8324
"z[647,1]",-0.712,0.599,-1.676,0.278,1.001,4970
"z[648,1]",0.136,0.504,-0.691,0.97,1,5210
"z[649,1]",-0.326,0.514,-1.159,0.519,1,6689
"z[650,1]",1.666,0.642,0.619,2.737,1,8543
"z[651,1]",-0.041,0.571,-0.988,0.905,1,7449
"z[652,1]",-0.529,0.507,-1.349,0.302,1.001,6615
"z[653,1]",-0.837,0.591,-1.798,0.142,1.001,5398
"z[654,1]",-1.194,0.517,-2.052,-0.334,1.001,5891
"z[655,1]",-0.647,0.532,-1.513,0.243,1,7059
"z[656,1]",0.505,0.562,-0.443,1.405,1.001,6319
"z[657,1]",-1.141,0.563,-2.04,-0.201,1,8006
"z[658,1]",-0.169,0.507,-1.021,0.66,1.001,7998
"z[659,1]",-1.311,0.504,-2.152,-0.494,1,8254
"z[660,1]",-0.712,0.549,-1.616,0.201,1,7440
"z[661,1]",-0.71,0.512,-1.553,0.119,1,6963
"z[662,1]",0.566,0.51,-0.278,1.405,1,7942
"z[663,1]",-0.455,0.541,-1.342,0.442,1,8042
"z[1,2]",-0,0.829,-1.35,1.361,1.001,5749
"z[2,2]",-0.192,0.828,-1.556,1.178,1.001,8100
"z[3,2]",-0.211,0.839,-1.584,1.182,1,6832
"z[4,2]",1.53,1.001,-0.235,3.061,1.001,1699
"z[5,2]",-0.267,0.852,-1.646,1.169,1.001,2974
"z[6,2]",-0.231,0.83,-1.613,1.11,1,6148
"z[7,2]",-0.26,0.952,-1.837,1.314,1,5482
"z[8,2]",-0.047,0.973,-1.648,1.569,1.001,6981
"z[9,2]",1.341,1.084,-0.604,2.976,1.002,802
"z[10,2]",-0.46,0.942,-1.971,1.144,1.002,1297
"z[11,2]",1.006,1.098,-0.967,2.69,1.005,668
"z[12,2]",-0.597,0.87,-1.988,0.869,1.001,2769
"z[13,2]",0.27,0.93,-1.247,1.834,1,7593
"z[14,2]",0.26,0.883,-1.171,1.71,1,8281
"z[15,2]",0.006,0.893,-1.438,1.473,1,6947
"z[16,2]",0.129,0.884,-1.306,1.585,1.001,6250
"z[17,2]",0.261,1.02,-1.413,1.966,1,2452
"z[18,2]",-0.475,0.943,-2.04,1.065,1,4273
"z[19,2]",0.607,1.235,-1.519,2.592,1.001,2065
"z[20,2]",-0.11,0.937,-1.637,1.408,1,7794
"z[21,2]",-0.089,0.969,-1.678,1.531,1.001,4565
"z[22,2]",-0.133,1.002,-1.799,1.515,1.001,2428
"z[23,2]",-0.402,0.897,-1.878,1.058,1.001,5627
"z[24,2]",0.329,0.85,-1.055,1.723,1,6004
"z[25,2]",-0.313,0.897,-1.77,1.193,1,8568
"z[26,2]",-0.29,0.884,-1.748,1.167,1,7457
"z[27,2]",1.014,0.915,-0.521,2.465,1,3580
"z[28,2]",0.11,0.899,-1.4,1.593,1,7959
"z[29,2]",0.343,0.95,-1.218,1.908,1,6656
"z[30,2]",0.024,0.888,-1.439,1.482,1.002,1508
"z[31,2]",-0.488,0.877,-1.889,0.99,1.001,2058
"z[32,2]",-0.155,1.01,-1.815,1.488,1,5039
"z[33,2]",-0.158,0.907,-1.651,1.335,1,8305
"z[34,2]",0.032,1.007,-1.584,1.715,1.001,2218
"z[35,2]",0.317,0.898,-1.18,1.761,1.002,1819
"z[36,2]",-0.013,1.061,-1.766,1.717,1.001,1354
"z[37,2]",0.091,0.923,-1.427,1.602,1.002,1315
"z[38,2]",0.011,0.917,-1.519,1.471,1.001,2693
"z[39,2]",-0.227,0.905,-1.702,1.291,1,5804
"z[40,2]",0.099,0.863,-1.306,1.52,1.001,3420
"z[41,2]",-0.169,0.876,-1.602,1.276,1,7286
"z[42,2]",-0.46,0.893,-1.895,1.038,1.001,2800
"z[43,2]",0.206,0.833,-1.164,1.56,1,8280
"z[44,2]",-0.101,0.957,-1.656,1.491,1.001,2756
"z[45,2]",-0.088,0.947,-1.611,1.454,1.001,8326
"z[46,2]",-0.024,0.894,-1.501,1.456,1.002,1589
"z[47,2]",0.406,1.018,-1.258,2.04,1.001,1693
"z[48,2]",-0.145,0.913,-1.638,1.374,1.001,5972
"z[49,2]",0.411,0.84,-0.999,1.769,1,2487
"z[50,2]",0.056,0.848,-1.353,1.43,1,3470
"z[51,2]",-0.231,0.826,-1.586,1.131,1,6907
"z[52,2]",-0.231,0.862,-1.637,1.174,1,4905
"z[53,2]",-0.134,0.819,-1.461,1.229,1.001,7388
"z[54,2]",-0.422,0.931,-1.927,1.095,1.001,2638
"z[55,2]",-0.45,0.836,-1.803,0.931,1.001,4201
"z[56,2]",-0.096,0.846,-1.493,1.29,1.002,2694
"z[57,2]",0.32,0.891,-1.179,1.76,1.002,1261
"z[58,2]",-0.101,0.834,-1.483,1.265,1.001,3554
"z[59,2]",-0.047,0.819,-1.38,1.311,1,7622
"z[60,2]",-0.137,0.881,-1.598,1.303,1.002,1928
"z[61,2]",-0.087,0.834,-1.449,1.273,1,8376
"z[62,2]",0.508,0.885,-0.946,1.952,1.001,2594
"z[63,2]",0.227,0.852,-1.212,1.613,1.001,2884
"z[64,2]",-0.281,0.87,-1.674,1.156,1.003,1628
"z[65,2]",-0.346,0.818,-1.688,1.005,1,7150
"z[66,2]",-0.015,0.913,-1.518,1.493,1.002,1415
"z[67,2]",-0.156,0.929,-1.675,1.427,1,8597
"z[68,2]",-0.122,0.909,-1.629,1.377,1,5900
"z[69,2]",-0.331,0.884,-1.747,1.143,1,3892
"z[70,2]",1.168,0.966,-0.506,2.648,1.001,1877
"z[71,2]",-0.021,0.829,-1.363,1.339,1,7522
"z[72,2]",0.218,0.961,-1.368,1.813,1,2814
"z[73,2]",-0.205,0.867,-1.618,1.25,1,6254
"z[74,2]",0.898,0.899,-0.623,2.335,1.001,3190
"z[75,2]",0.897,0.896,-0.628,2.321,1.001,3015
"z[76,2]",-0.179,0.976,-1.773,1.415,1.003,1264
"z[77,2]",0.319,0.974,-1.306,1.922,1.001,3848
"z[78,2]",0.305,1.015,-1.405,1.898,1.005,1079
"z[79,2]",-0.321,0.908,-1.808,1.197,1,7348
"z[80,2]",0.393,0.857,-1.014,1.793,1,4990
"z[81,2]",-0.075,0.916,-1.562,1.432,1.002,1910
"z[82,2]",-0.385,0.969,-1.943,1.251,1.005,860
"z[83,2]",-0.152,0.882,-1.613,1.301,1.001,8276
"z[84,2]",0.303,0.83,-1.067,1.648,1,6129
"z[85,2]",0.019,0.827,-1.337,1.365,1,8219
"z[86,2]",0.221,0.899,-1.281,1.678,1.001,3226
"z[87,2]",-0.19,0.873,-1.647,1.232,1,5312
"z[88,2]",0.767,0.865,-0.683,2.143,1,3829
"z[89,2]",-0.069,0.895,-1.548,1.417,1.002,2306
"z[90,2]",-0.084,0.887,-1.548,1.347,1.001,4612
"z[91,2]",-0.026,0.942,-1.593,1.518,1,6835
"z[92,2]",-0.351,0.897,-1.82,1.15,1.001,2496
"z[93,2]",-0.222,0.821,-1.557,1.119,1,5534
"z[94,2]",-0.338,0.842,-1.714,1.026,1.001,6419
"z[95,2]",-0.145,0.931,-1.641,1.413,1.001,1428
"z[96,2]",-0.032,0.921,-1.57,1.478,1,7830
"z[97,2]",-0.54,0.926,-2.035,1.016,1.001,4408
"z[98,2]",0.261,1.059,-1.536,1.973,1.004,889
"z[99,2]",-0.152,0.807,-1.482,1.189,1,8003
"z[100,2]",0.483,0.882,-0.968,1.921,1.001,2045
"z[101,2]",0.407,0.903,-1.103,1.861,1.001,2565
"z[102,2]",-0.037,0.827,-1.407,1.332,1,4051
"z[103,2]",-0.171,0.826,-1.515,1.229,1,8086
"z[104,2]",-0.266,0.888,-1.723,1.207,1,6747
"z[105,2]",0.16,0.824,-1.183,1.519,1,8396
"z[106,2]",-0.35,0.807,-1.671,0.953,1,7683
"z[107,2]",-0.587,0.862,-1.954,0.88,1.001,4636
"z[108,2]",0.201,0.886,-1.229,1.666,1,6008
"z[109,2]",-0.426,0.896,-1.892,1.063,1,3455
"z[110,2]",-0.486,0.855,-1.871,0.949,1,3715
"z[111,2]",0.093,0.909,-1.374,1.598,1.001,3607
"z[112,2]",-0.236,1.103,-1.999,1.611,1.005,738
"z[113,2]",0.067,0.975,-1.5,1.696,1.001,4919
"z[114,2]",0.158,0.973,-1.457,1.726,1,4934
"z[115,2]",0.128,1.002,-1.53,1.789,1.001,2036
"z[116,2]",0.455,0.971,-1.153,2.036,1.001,5975
"z[117,2]",-0.116,0.989,-1.76,1.507,1,3150
"z[118,2]",-0.091,0.955,-1.662,1.495,1,8589
"z[119,2]",-0.158,0.847,-1.535,1.211,1,6351
"z[120,2]",0.405,0.797,-0.911,1.701,1,7488
"z[121,2]",-0.43,0.863,-1.803,1.025,1,3789
"z[122,2]",-0.224,0.968,-1.79,1.365,1.001,3439
"z[123,2]",-0.311,0.837,-1.673,1.073,1,5955
"z[124,2]",-0.056,0.932,-1.603,1.458,1.001,3562
"z[125,2]",-0.025,1.005,-1.668,1.623,1.001,4881
"z[126,2]",0.139,0.957,-1.438,1.684,1.001,2039
"z[127,2]",-0.078,0.938,-1.616,1.475,1,7829
"z[128,2]",0.756,0.942,-0.8,2.314,1,5062
"z[129,2]",0.54,0.959,-1.033,2.126,1,7473
"z[130,2]",-0.506,0.838,-1.883,0.911,1.001,5662
"z[131,2]",-0.186,0.888,-1.627,1.263,1.002,1399
"z[132,2]",-0.254,0.842,-1.643,1.135,1,6159
"z[133,2]",-0.08,0.859,-1.49,1.337,1.001,6066
"z[134,2]",0.106,0.819,-1.247,1.432,1,8107
"z[135,2]",0.071,0.84,-1.312,1.43,1,7433
"z[136,2]",0.124,0.855,-1.297,1.526,1.001,8031
"z[137,2]",-0.205,0.917,-1.713,1.285,1.001,4637
"z[138,2]",-0.198,0.917,-1.717,1.289,1.001,3225
"z[139,2]",-0.193,0.864,-1.608,1.224,1,5955
"z[140,2]",-0.046,0.864,-1.447,1.39,1,8479
"z[141,2]",-0.111,1.14,-1.975,1.782,1.003,936
"z[142,2]",-0.839,1.008,-2.405,0.91,1,3740
"z[143,2]",-0.137,1.034,-1.821,1.562,1.001,1436
"z[144,2]",-0.124,0.995,-1.743,1.509,1.001,2804
"z[145,2]",-0.576,1.104,-2.353,1.294,1.001,1905
"z[146,2]",-0.218,0.95,-1.786,1.327,1,6371
